galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,mass_bar_segment_msun,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,r_ref_kpc,mass_ref_gal_msun,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,Dw_i,sigma_left_i,sigma_right_i,sigma_i,alpha_star_gal,alpha_relax_i,neighbor_gradient_i,mass_norm_i,kappa_dyn_gal,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
ESO563-G021,1,0.45,4.9,2.6750000000000003,4.45,0.35000000000000003,11131020785.313784,133.77833333333334,101.05,6.423333333333333,6,42.41,0.45,4.545891879704271,0.21997883505866708,0.45,318887922616.5412,2.0634496349434133,2.0177045319906908,0.11570247933884298,0.033728429860948456,2.0531243916273874,,0.03853077998641341,0.03853077998641341,2.175182065267949,0.12205767364056186,0.008658602244137845,0.1868307947368393,0.21997883505866708,0.9013469581805319,0.030002868416687853,0.02704299418407235,0.12034132411912196,389277.85801701597,0.1397145687625513,0.03833253165232357,0.9626705549075606,2.175182065267949,2.1397145687625514,0.03546749650539782,1.1992028874536769,4.6571522921183774,3.833253165332357,1.8183567518821087,1.0,389277.85801701597,6546.767456933986,132.33519164341138,188.17344503607004
ESO563-G021,2,5.79,12.06,8.925,6.2700000000000005,0.35000000000000003,116796493543.85747,237.24166715144466,270.8333333333333,5.251666666666668,6,42.41,0.45,4.545891879704271,0.21997883505866708,0.45,318887922616.5412,2.0126677402845137,2.1027738799574247,0.03773584905660378,0.2680759035936196,2.0916551716138008,0.03853077998641341,0.08904677015009277,0.06378877506825309,2.175182065267949,0.08352689365414845,0.010173648336244512,0.6051957459915964,0.21997883505866708,0.9373011121081822,0.08915481602870469,0.08356490821350529,0.6442932986178003,389277.85801701597,0.1397145687625513,0.03833253165232357,0.9626705549075606,2.175182065267949,2.1397145687625514,0.03546749650539782,1.1992028874536769,4.6571522921183774,3.833253165332357,1.8183567518821087,1.0,389277.85801701597,3148.667971918554,167.63609888497496,290.49177317468036
ESO563-G021,3,13.44,21.94,17.69,8.500000000000002,0.35000000000000003,318887922616.5412,278.4423539022395,314.6666666666667,13.983333333333334,6,42.41,0.45,4.545891879704271,0.21997883505866708,0.45,318887922616.5412,2.005299968245645,2.1875080050378832,0.019401330376940133,0.5,2.1807019417638935,0.08904677015009277,0.015587725262934171,0.05231724770651347,2.175182065267949,0.00551987649594432,0.006154970318413348,1.0,0.21997883505866708,0.9955506056885917,0.05783712420245779,0.057579784031043156,1.1337214628816672,389277.85801701597,0.1397145687625513,0.03833253165232357,0.9626705549075606,2.175182065267949,2.1397145687625514,0.03546749650539782,1.1992028874536769,4.6571522921183774,3.833253165332357,1.8183567518821087,1.0,389277.85801701597,1410.296423642057,157.9498139733884,320.122301911079
ESO563-G021,4,23.68,32.18,27.93,8.5,0.35000000000000003,413175036792.438,252.23871582961138,313.1666666666667,9.881666666666666,6,42.41,0.45,4.545891879704271,0.21997883505866708,0.45,318887922616.5412,2.0030050393335017,2.2005280511398766,0.012376237623762377,0.5643982276142055,2.1962896670268277,0.015587725262934171,0.01948799524598055,0.01753786025445736,2.175182065267949,0.02110760175887849,0.0020632776769949836,1.1382771073589164,0.21997883505866708,0.9806407940186377,0.04398924471308882,0.04313764786372358,1.5003914697233176,389277.85801701597,0.1397145687625513,0.03833253165232357,0.9626705549075606,2.175182065267949,2.1397145687625514,0.03546749650539782,1.1992028874536769,4.6571522921183774,3.833253165332357,1.8183567518821087,1.0,389277.85801701597,748.7251419953078,144.6094506452775,290.7512046050719
ESO563-G021,5,33.91,42.41,38.16,8.5,0.35000000000000003,390785484287.7604,209.86750819634457,316.8333333333333,9.916666666666666,6,42.41,0.45,4.545891879704271,0.21997883505866708,0.45,318887922616.5412,2.0020507776883734,2.1796859293444997,0.009088548428979487,0.5506553866692334,2.176801671780847,0.01948799524598055,,0.01948799524598055,2.175182065267949,0.001619606512897942,0.0022927053230565354,1.1070065131379405,0.21997883505866708,0.998513304541859,0.02336625262380034,0.02333151412215076,1.698709339761599,389277.85801701597,0.1397145687625513,0.03833253165232357,0.9626705549075606,2.175182065267949,2.1397145687625514,0.03546749650539782,1.1992028874536769,4.6571522921183774,3.833253165332357,1.8183567518821087,1.0,389277.85801701597,454.1110234683647,131.63919118390538,247.73624614112393
