r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_struct,a_total,struct_to_bar_ratio,sigma_flip_severity
0.64,12.4,8.6,15.040455315922038,13.611245350811954,289.47812500000003,171.0408231324546,139.64638904612113,36.11414171829823,87.7108862601167,2.1221469589170012,0.44885878356680053,0.2,0.3098323915830126,4220.393317967662,1307.6145551268867,63.98327517226171,353.46140017226173,0.2210297416160952,14.679235977022687
1.18,21.9,6.2,23.168914397484375,21.226667190117247,381.8401694915255,119.68284243295007,115.45064419809317,35.967347173885955,90.62817111597232,2.164179887487851,0.46567195499514047,0.2,0.33386109320854473,3151.1411234806396,1052.0434203396483,73.07389352369381,454.9140630152193,0.19137298629686367,14.679235977022687
1.8,32.3,1.88,30.323158088396184,27.76613765002255,428.31022222222214,65.42663340029175,90.88869100491354,35.181564522726035,89.10697091177023,2.1421602444399297,0.4568640977759719,0.2,0.3162836031633922,1976.1260807220947,625.0162771159365,82.51973136325947,510.8299535854816,0.1926634646614747,14.679235977022687
2.03,37.9,6.2,32.64889818797002,29.79981879139536,437.4528078817735,50.06209889231475,61.08193654596965,32.8010387789662,88.14965798339175,2.128417311582751,0.4513669246331004,0.2,0.3064472564752343,1342.64546390823,411.4500188335953,87.64598664454766,525.0987945263212,0.2003552956236481,14.679235977022687
2.78,53.1,9.5,39.595545569209065,36.42926845271532,477.3710791366906,48.2310571665565,39.664794036930566,27.665346433546453,86.6172993300026,2.106594680903453,0.44263787236138125,0.2,0.28925912087975525,924.3154559809306,267.3666762126141,86.58835572781015,563.9594348645007,0.18138584324044568,14.679235977022687
3.0,62.4,11.0,40.663176997739995,38.11444345651658,484.2369333333333,22.007050837735164,22.948925819605154,17.170392000184723,85.02432595795086,2.0841271445325265,0.4336508578130106,0.2,0.27489106901442467,468.5914885637007,128.81161522233623,66.9277211831771,551.1646545165104,0.1382127561449473,14.679235977022687
3.64,68.0,6.2,43.30699996835161,42.50319517401015,496.29714285714283,12.59712988775464,2.3050523444486473,2.491156023162036,83.52516324136651,2.0631750772136046,0.42527003088544185,0.2,0.2598527744916424,104.87009745803205,27.250785785678563,18.949078642529244,515.2462214996721,0.03818091422699095,14.679235977022687
4.19,78.0,7.98,44.13535173741519,45.735798888835426,499.2275178997613,-18.15270768633528,-16.11228373825213,-10.938299410839383,87.7917041256944,2.1233005750796434,0.4493202300318574,0.2,0.2919672962238416,-189.10457202648593,-55.21235059813981,-34.32793007509353,464.8995878246678,0.0687620951255058,14.679235977022687
4.6,82.3,6.2,43.41291428414597,46.93404414707942,478.87054347826097,-53.15726848346779,-22.506828992511267,-19.753246160872635,92.05249343973091,2.1850086139066662,0.4740034455626665,0.2,0.3273448390244363,-344.30538572276964,-112.70659106466647,-69.1572550776946,409.7132884005664,0.14441743393814344,14.679235977022687
5.14,85.7,6.3,43.76426570527576,48.025644191410905,448.72811284046696,-43.855623246947395,-29.15748135630591,-22.88317090271888,91.74329355092668,2.1804690983176704,0.4721876393270682,0.2,0.32134078057690413,-394.93866647159825,-126.90989936398498,-76.0995228167362,372.6285900237308,0.16958938082801,14.679235977022687
