galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,eta_mean,projection_mean,struct_to_bar_ratio_mean,struct_to_bar_ratio_max,sigma_flip_severity,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
NGC0289,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC0289_normalized.csv,local_structural_coupling_v6,108.20730911754382,111.19056740021287,2.4410695964732483,2.4907013523541774,0.5764278385892994,0.2775284791395036,0.4744126409226819,0.06230370993331956,0.13227151318671174,6.0777586521741895,baryonic_velocity_components,57.594030649489405,0.3101452920251245,28,ok,
UGC09133,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC09133_normalized.csv,local_structural_coupling_v6,107.68614573815762,110.83586037523048,2.43204387645784,2.484268949427715,0.5728175505831362,0.27340443118427527,0.49551673710617694,0.15954978057115685,0.2771168082437297,915.8706572627748,baryonic_velocity_components,57.74087573093185,0.190623661536016,68,ok,
UGC02953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC02953_normalized.csv,local_structural_coupling_v6,105.13385208166537,111.03217639787255,2.389712248645167,2.4876971203912626,0.5558848994580669,0.25500003070275445,0.4679481539434168,0.19213948302695555,0.26973311918945175,2721.506422137538,baryonic_velocity_components,58.38598716813073,0.16550379489447056,115,ok,
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F568-V1_normalized.csv,local_structural_coupling_v6,96.92501707451835,106.99661493334345,2.2599219133798485,2.418679220247826,0.5039687653519394,0.21625464698610136,0.3611470914102241,0.18301235115854952,0.261112536454791,38.4456620519658,baryonic_velocity_components,59.09758082665804,0.5478383763612636,15,ok,
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F563-1_normalized.csv,local_structural_coupling_v6,94.42759153318173,105.52628045374558,2.229547334548757,2.394250179970008,0.49181893381950276,0.21311010230673436,0.32813214360280535,0.1222720299447774,0.21638098813206633,7.1972900720006,baryonic_velocity_components,59.466057910306375,0.6008153955871852,17,ok,
UGC06973,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06973_normalized.csv,local_structural_coupling_v6,110.06966337345516,111.02913968672709,2.4712271874333873,2.487644034309947,0.588490874973355,0.28760653194594143,0.46245381027060595,0.30049678632058513,0.3292425587629393,1801.0069872952217,baryonic_velocity_components,59.865135516360475,0.24876358338580543,9,ok,
F568-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F568-1_normalized.csv,local_structural_coupling_v6,89.17226992678019,97.43645021959387,2.1440489524729025,2.2657713795181893,0.45761958098916095,0.20047645787103782,0.28671089192106053,0.10225278164870544,0.2535631697542581,23.658947700251183,baryonic_velocity_components,61.0295170119946,0.5057464064006928,12,ok,
NGC3992,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3992_normalized.csv,local_structural_coupling_v6,106.69482577233369,111.1828182437734,2.4172329817686684,2.490332832215689,0.5668931927074673,0.27033188385402485,0.43230578041800266,0.11056841922925238,0.13791795227696121,24.277153425826256,baryonic_velocity_components,62.046658565227986,0.2359639314367505,9,ok,
UGC06786,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06786_normalized.csv,local_structural_coupling_v6,104.5304391427806,110.9822002614775,2.381743906216749,2.4868236956827205,0.5526975624866998,0.2570745941383459,0.4573941305693544,0.22745255706549,0.4214970276318848,1099.4537887886227,baryonic_velocity_components,65.58258442645268,0.2535303548079941,45,ok,
NGC5033,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC5033_normalized.csv,local_structural_coupling_v6,109.59860572773833,110.95002548529982,2.463373318639154,2.4862616414390626,0.5853493274556616,0.28437243443394594,0.48634525550590235,0.1519856443518096,0.23554735960743126,30.754357159060376,baryonic_velocity_components,65.76430457560191,0.2964559303815376,22,ok,
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC7814_normalized.csv,local_structural_coupling_v6,109.9271468901835,110.88172757814878,2.468741725438474,2.485069231354064,0.5874966901753894,0.28652576774309946,0.4835764887719237,0.2792978971846535,0.3818153830268458,172.0026849166975,baryonic_velocity_components,66.62160483100901,0.2744427597708062,18,ok,
UGC00128,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC00128_normalized.csv,local_structural_coupling_v6,104.19878254400841,111.14279604414175,2.3774220218582967,2.491299647554258,0.5509688087433184,0.2544972228120285,0.416533368004992,0.08342103886112712,0.1695869992970471,1.1673608368963322,baryonic_velocity_components,67.21481527985318,0.5343188687663483,22,ok,
UGC06787,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06787_normalized.csv,local_structural_coupling_v6,107.94630439542696,110.96587424169704,2.4362431631206527,2.4865384746171375,0.5744972652482612,0.27511597481571043,0.5006539468178615,0.23738425059078913,0.316174138527696,1950.2651042962339,baryonic_velocity_components,70.06007013044399,0.2452715106775529,71,ok,
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\ESO563-G021_normalized.csv,local_structural_coupling_v6,100.53517937411227,111.10452236407868,2.3215663175636294,2.4889623676072676,0.5286265270254518,0.24705114033336706,0.38956862349415977,0.0925843435179933,0.18829615727082571,178.2797758945277,baryonic_velocity_components,71.34188775126513,0.342496616367573,30,ok,
UGC02885,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC02885_normalized.csv,local_structural_coupling_v6,108.03062443786321,110.3488419776394,2.4370793209145334,2.4757967347792573,0.5748317283658136,0.2738241265553471,0.45960723733838466,0.052551851705703145,0.1032740890569503,11.306488199645628,baryonic_velocity_components,72.5951650808542,0.21913822720511159,19,ok,
NGC6674,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC6674_normalized.csv,local_structural_coupling_v6,108.84024555429703,111.10564328360921,2.4511636322403207,2.4889820294264156,0.5804654528961282,0.27988520275878376,0.4693277876904229,0.07143183986772611,0.10690352364258891,14.221693856084656,baryonic_velocity_components,83.1730013574072,0.3122750905095349,15,ok,
