galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,eta_mean,projection_mean,struct_to_bar_ratio_mean,struct_to_bar_ratio_max,sigma_flip_severity,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
UGC00891,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC00891_normalized.csv,local_structural_coupling_v6,99.80687093624093,108.80147611767637,2.3073197975553574,2.4491773548754914,0.522927919022143,0.2367797552876131,0.35936205225783857,0.23944375826921468,0.3035527821567011,1.052503831800582,baryonic_velocity_components,28.99067760413434,0.4877481168238945,5,ok,
UGC00128,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC00128_normalized.csv,local_structural_coupling_v6,104.19878254400841,111.14279604414175,2.3774220218582967,2.491299647554258,0.5509688087433184,0.2544972228120285,0.416533368004992,0.08342103886112712,0.1695869992970471,1.1673608368963322,baryonic_velocity_components,67.21481527985318,0.5343188687663483,22,ok,
DDO170,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\DDO170_normalized.csv,local_structural_coupling_v6,98.46869414243659,110.47483708358217,2.2875278989324253,2.4779841616247458,0.5150111595729701,0.23402590006439775,0.3505178019186497,0.22184528307307888,0.2940811765384903,1.2001015238505683,baryonic_velocity_components,28.063493298659132,0.5005744612123417,8,ok,
UGC07608,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC07608_normalized.csv,local_structural_coupling_v6,82.98482991669364,84.52261200453775,2.056917589488039,2.0862776507487624,0.4227670357952156,0.2,0.22543594708387366,0.11326436119460453,0.19700352629249399,2.3365918665601333,baryonic_velocity_components,31.042570557082964,0.5684609236974715,8,ok,
NGC1003,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC1003_normalized.csv,local_structural_coupling_v6,107.3660271551521,111.19304399414246,2.4286144628400255,2.490511909817068,0.5714457851360101,0.27313142913864913,0.45370545990726835,0.18686328654897574,0.2611275288332746,2.6868725909583944,baryonic_velocity_components,52.308262959482235,0.4559231488176175,36,ok,
F574-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F574-2_normalized.csv,local_structural_coupling_v6,84.56680829191752,85.53511304155515,2.0777901211051115,2.0913078847223545,0.43111604844204454,0.2,0.235777269211131,0.1116821221590194,0.1849322536011265,2.9531182988523756,baryonic_velocity_components,5.5834127933203765,0.2454462838583217,5,ok,
F561-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F561-1_normalized.csv,local_structural_coupling_v6,87.45542425792314,88.93608281266165,2.1187041248553586,2.139700669195973,0.4474816499421434,0.19999999999999998,0.255934157902848,0.15182281092949484,0.18899963431798214,2.983417155858916,baryonic_velocity_components,4.633985306322775,0.10199168028690457,6,ok,
D564-8,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\D564-8_normalized.csv,local_structural_coupling_v6,98.6471440628387,108.59009005110758,2.2901010403538584,2.445575308942681,0.5160404161415434,0.23463088833870013,0.3517315375039837,0.2376053120320872,0.28819487683271394,3.475274918227111,baryonic_velocity_components,11.35311472369231,0.49470852427909723,6,ok,
UGC05750,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC05750_normalized.csv,local_structural_coupling_v6,93.5984306644818,105.85116285831917,2.2104063243222005,2.3996168116626357,0.48416252972888035,0.20899944105534524,0.33642533567538657,0.12708131468571873,0.375147206600958,3.59825454445056,baryonic_velocity_components,21.227859036816586,0.3441327848447519,11,ok,
F567-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F567-2_normalized.csv,local_structural_coupling_v6,91.26530955643995,96.77669893102131,2.1751276087589995,2.255690018189856,0.4700510435035997,0.20046092098362092,0.29001940998039233,0.1803951658164284,0.2279183007276567,3.673960308399657,baryonic_velocity_components,14.156047742905308,0.2842712158086153,5,ok,
