galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,v_obs_segment_kms,v_vis_segment_kms,v_err_segment_kms,mass_bar_segment_msun,n_points,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_dens_i,Dw_i,sigma_i,beta_i,ell_info_kpc,c_info_gal,tau_struct_gal,S_i,I_int_i,eta_radius_term_i,eta_sigma_term_i,eta_dw_term_i,eta_obs_i,I_ext_i,DeltaD_i
NGC4013,4,21.48,25.2,23.34,3.719999999999999,1.6299999999999997,172.5,126.15143218923197,5.0,86362432811.85263,6,610229883.7962602,141.52442399999995,610229883.7962602,2.035453023653029,2.152436619017898,2.0939448213354632,0.016686232970035242,2.701193628726152e-11,4.42,1.0,2.0,0.000275047366675218,86176.31322891221,0.27804949868295115,0.3488544566938156,0.2707034524430245,0.5443412413438743,46909.32131746461,0.45565875865612576
NGC4013,5,25.9,31.01,28.455,5.110000000000003,1.63,177.5,114.36964773183456,6.125,86540580121.68549,8,610229883.7962602,237.01023150000012,365134363.9216919,2.026729381330184,2.0988697214062424,2.0627995513682134,0.031145269967249867,8.009566995309826e-07,4.42,1.0,2.0,9.108646457312757,27097.96139148141,0.21003929376716676,0.5,0.2914669657545244,0.5503324717687275,14912.888072467511,0.44966752823127254
NGC4068,1,0.21,2.33,1.27,2.12,0.7400000000000001,24.763333333333335,22.163802660980462,2.9866666666666664,145054736.8955648,6,72804900.72936271,1.9923760000000004,72804900.72936271,2.206228003956993,2.3840140594118235,2.295121031684408,0.0,0.0,2.12,1.0,2.0,0.0,0.0,0.36787944117144233,0.0,0.13658597887706136,0.5063097934210299,0.0,0.0
NGC4088,1,1.74,6.98,4.36,5.24,1.41,140.475,206.23582623980633,8.925,43117577877.2855,4,1338497201.579239,32.213424,1338497201.579239,2.0886953301209505,2.2378253204756997,2.1632603252983253,0.036533128614173016,9.92986568666727e-05,5.24,1.0,2.0,4855.653719674732,10800.167336803195,0.6805737650666791,0.4482153891180077,0.2244931164677831,0.6916820277840849,7470.281643927475,0.308317972215915
NGC4088,2,8.72,13.94,11.33,5.219999999999999,1.41,176.5,228.6614531039015,6.625,137738539364.0437,4,1338497201.579239,83.39106599999998,1651718175.2304704,2.0438904639887947,2.2095639293795095,2.1267271966841523,0.04497484612552172,0.00024861862844916113,5.24,1.0,2.0,18468.82644305053,23763.909637495104,0.36787944117144233,0.5,0.24884853554389844,0.5965932664930962,14177.388475279973,0.4034067335069038
NGC4088,3,15.68,21.48,18.58,5.800000000000001,1.41,169.5,176.15766912675343,6.975,134056681773.51591,4,1338497201.579239,151.94724,882258090.199703,2.029469563753979,2.117151702340585,2.073310633047282,0.05341656363687042,0.00033952605310768637,5.24,1.0,2.0,16000.910654748272,20952.504492186366,0.19400058848491206,0.5428986510699197,0.2844595779684787,0.5519740532267101,11565.23882980296,0.4480259467732899
NGC4157,1,1.74,6.98,4.36,5.24,14.28,161.6,215.8670910476772,9.475,47238816982.59291,4,119491006.83341289,326.246592,144794821.28227997,2.474583496171718,2.272356849047882,2.3734701726098,0.1254597241737856,0.36475497355531994,5.2299999999999995,1.0,2.0,6626109.063666444,6979336.1588547975,0.7449816598209904,0.599321603110757,0.08435321826013335,0.7284976463113577,5084429.9645414725,0.27150235368864223
NGC4157,2,8.72,13.94,11.33,5.219999999999999,14.28,192.75,227.09331741195047,6.525,135855825077.28787,4,119491006.83341289,844.5563279999999,160860585.10627592,2.273680400740038,2.2223404961319906,2.2480104484360144,0.10069780356274993,0.08188549206329566,5.2299999999999995,1.0,2.0,1326406.3884203243,3086909.4476116565,0.46532293401608477,0.5455678236327723,0.16799303437599042,0.6303626802725486,1945872.5131551363,0.3696373197274514
NGC4157,3,15.68,20.9,18.29,5.219999999999999,14.28,182.5,173.7702629094548,6.699999999999999,128411602923.09045,4,119491006.83341289,1363.3658639999996,94187192.38454579,2.209174753176511,2.1349743777920893,2.1720745654843,0.0670552054901512,0.007518565024227635,5.2299999999999995,1.0,2.0,47485.31344384939,860710.958003181,0.29084163565412097,0.44427513265950175,0.21861695634379993,0.5596220460445125,481672.8273706726,0.44037795395548757
NGC4157,4,22.65,29.61,26.13,6.960000000000001,14.279999999999998,185.2,143.6010859755771,10.84,125283680563.79454,5,119491006.83341289,2597.0293439999996,48241149.393726125,2.1550088044298645,2.0727912704815594,2.113900037455712,0.058174528028588135,0.0013110529190135428,5.2299999999999995,1.0,2.0,3679.3469061128017,195730.07886814358,0.171298365877357,0.4095325953089992,0.25739997502952533,0.5222639898896418,102222.77193109095,0.47773601011035816
NGC4183,1,0.87,4.37,2.62,3.5,9.99,74.28,55.05702458827953,6.24,1846572703.4668882,5,41664180.60558628,91.6083,20157264.172208067,2.597548134372131,2.161684623638417,2.379616379005274,0.06638457851437662,0.16309417061582226,3.5,1.0,2.0,218241.44489631613,340221.4642564531,0.7794491276235583,0.5264876072102396,0.08025574732981748,0.7263746165259048,247128.23563316296,0.27362538347409515
NGC4183,2,5.24,7.85,6.545,2.6099999999999994,9.99,105.075,78.4315719271537,5.2,9361191609.134169,4,41664180.60558628,170.65367549999993,54854907.64676892,2.3720794246165147,2.2543841763652797,2.313231800490897,0.07661117690596875,0.087346576903419,3.5,1.0,2.0,367073.90504997165,445491.5505917329,0.5366312383021092,0.5620110694060491,0.12451213300606856,0.6539337687051505,291321.96860475314,0.3460662312948494
NGC4183,3,8.72,12.31,10.515,3.59,9.99,112.2,83.77962206637491,5.72,17160333196.635647,5,41664180.60558628,377.11101149999996,45504725.85878243,2.2565920717138312,2.196195978672841,2.2263940251933363,0.05723513055212903,0.008392764894989373,3.5,1.0,2.0,21858.69536606532,163672.5691794837,0.36787944117144233,0.4894397732206234,0.18240398320444248,0.588755137750342,96363.06601321932,0.4112448622496579
NGC4183,4,13.12,16.03,14.575,2.910000000000002,9.99,109.25,72.17567239808223,4.925,17653461947.61814,4,41664180.60558628,423.70836750000035,41664180.60558628,2.227742644593442,2.1697804341798363,2.198761539386639,0.043668722036945606,0.0010095344421102595,3.5,1.0,2.0,1836.768690935852,53818.74218015456,0.250044825872152,0.4224355939390588,0.20082564040890727,0.5422991723980582,29185.859343802284,0.4577008276019418
NGC4183,5,16.95,21.02,18.985,4.07,9.99,110.8,64.2317986909034,7.359999999999999,18211696928.989456,5,41664180.60558628,771.9168105000002,23592823.32145745,2.174800032282976,2.1033131299559136,2.139056581119445,0.05970495826719402,0.0023686115914218317,3.5,1.0,2.0,3336.44649622772,18333.90024375425,0.1643896212189776,0.5,0.24062894592036996,0.5328840689126834,9769.843360931003,0.46711593108731664
NGC4389,1,0.87,5.32,3.095,4.45,2.39,73.10000000000001,129.41212209049402,6.583333333333333,12051752833.602997,6,366126910.5563718,32.916872500000004,366126910.5563718,2.1916652385506428,2.267236328228428,2.2294507833895354,0.0,0.0,4.45,1.0,2.0,0.0,0.0,0.36787944117144233,0.0,0.1803661444069764,0.5094174046451316,0.0,0.0
NGC5907,1,5.03,15.1,10.065,10.07,15.51,226.8,214.54029707471642,4.4,107713758420.55627,5,56853720.71159631,1572.0090704999998,68519807.195703,2.2506525151347017,2.212590988732082,2.2316217519333916,0.038958955188728606,0.0010191936864824387,10.07,1.0,2.0,2720.6968782776007,8050.199409009549,0.6892930825689905,0.4716584957522108,0.1789188320444056,0.6948019395052277,5593.294162783673,0.30519806049477227
NGC5907,2,17.61,25.16,21.384999999999998,7.550000000000001,15.51,228.0,208.05811317104434,4.5,215237634893.0507,4,56853720.71159631,2504.1941925000006,85950856.18267228,2.1788524634195157,2.2064731300698104,2.192662796744663,0.05422813731081444,0.003456544481268682,10.07,1.0,2.0,16110.797698729275,17285.81430191301,0.45358481083669977,0.5540884176705574,0.20489146883689133,0.631380623008139,10913.928203144837,0.368619376991861
NGC5907,3,27.68,37.75,32.715,10.07,15.51,217.0,174.22505643645147,2.0,230891421593.72415,5,56853720.71159631,5109.6151755,45187634.22748961,2.1265178520279027,2.1198131025956224,2.1231654773117627,0.048322979404680444,0.00041045392941217723,10.07,1.0,2.0,896.267659201676,6413.089233615179,0.2983681992943461,0.5254556936490493,0.2512230151254915,0.5786983765850865,3711.244328388401,0.4213016234149135
NGC5907,4,40.26,50.33,45.295,10.07,15.51,215.8,148.05471556378245,3.6,230852402090.8278,5,56853720.71159631,7074.431281499999,32631937.876691043,2.1048872542055097,2.0871464216650946,2.096016837935302,0.027148639376460615,3.447590014663613e-07,10.07,1.0,2.0,0.305426382516524,1839.0301123652991,0.18740341579108946,0.3835116573228835,0.2693221080431319,0.5236893798360052,963.0805390443224,0.47631062016399484
NGC5985,1,3.54,8.02,5.779999999999999,4.4799999999999995,5.619999999999999,254.42857142857142,171.006515332304,6.155714285714285,39300022435.63424,7,480240442.70134723,145.52652799999996,270054009.91655797,2.233750916951118,2.140173745820656,2.186962331385887,0.008945074490373628,6.333331194497136e-16,4.4799999999999995,1.0,2.0,1.5299131989122247e-09,534.6926465106048,0.6910347152078065,0.30001295047198334,0.2086917790760753,0.6658673473894076,356.03437420063864,0.3341326526105924
NGC5985,2,8.79,12.56,10.675,3.7700000000000014,5.62,298.6666666666667,212.8164177014081,9.28,112413323015.78105,6,480240442.70134723,226.17549500000007,497018136.36256665,2.167949020096726,2.1880854936943,2.1780172568955134,0.020870553389360058,1.9946854586287671e-07,4.4799999999999995,1.0,2.0,2.0690959131775983,1594.5167924490843,0.5053294141927501,0.5,0.21465516206965773,0.6399346595044504,1020.3865606500332,0.3600653404955496
NGC5985,3,13.39,17.89,15.64,4.5,5.619999999999999,294.42857142857144,228.5514375976832,6.645714285714286,189952191648.14297,7,480240442.70134723,395.53559999999993,480240442.70134723,2.1234988570616236,2.16694359215271,2.145221224607167,0.02000324131609421,1.9830109745789354e-08,4.4799999999999995,1.0,2.0,0.19049528143115255,4824.334476117789,0.36787944117144233,0.489390365153078,0.23651918359522206,0.593579125854686,2863.6242411646213,0.4064208741453141
NGC5985,4,18.72,22.52,20.619999999999997,3.8000000000000007,5.62,290.5,217.7049921384439,4.056666666666667,227229693128.4864,6,480240442.70134723,440.36072000000013,516008087.93410623,2.1111007225926772,2.1649208259339727,2.138010774263325,0.04435251092815107,0.0002853939746932822,4.4799999999999995,1.0,2.0,6531.599097388368,14659.937744257948,0.26755922848684643,0.6800126825111968,0.2413261504911167,0.59521358796755,8725.794144140684,0.4047864120324501
NGC5985,5,23.23,34.72,28.975,11.489999999999998,5.619999999999999,291.85714285714283,203.18735566590126,4.497142857142857,278135514585.28076,7,480240442.70134723,1871.0258549999994,148654019.84799448,2.0563933600596447,2.056639045442085,2.0565162027508648,0.0814945715124602,0.0043313264118864546,4.4799999999999995,1.0,2.0,52471.834980366926,53483.644616135374,0.15682551150491933,0.7961165640214157,0.2956558648327568,0.5845654727327367,31264.691998500864,0.41543452726726326
UGC01281,1,0.08,0.69,0.38499999999999995,0.61,11.31,7.756,7.517865646476006,4.0,5059289.0791038815,5,9546723.325059151,2.6561534999999994,1904742.733845722,3.5,2.195158531948089,2.847579265974044,0.08368643491270866,0.015711654335529516,2.0,1.0,2.0,2504.455436735594,824584.5620617756,0.8178761281524097,0.38939529835553144,0.2317195106493628,0.7280254674333717,600318.5612333663,0.2719745325666283
UGC01281,2,0.84,1.46,1.15,0.62,11.31,23.259999999999998,15.803338043385162,5.2059999999999995,66778267.22961664,5,9546723.325059151,8.064029999999999,8281004.315412598,3.5,2.3625314017735057,2.931265700886753,0.11197104237345967,0.021246089106140006,2.0,1.0,2.0,19700.068249672233,1206832.5426392453,0.5485251251968059,0.46041020489638385,0.28751046725783524,0.6542553937276263,789576.7003477518,0.34574460627237363
UGC01281,3,1.61,2.22,1.915,0.6100000000000001,11.31,37.14,21.642519103318925,4.880000000000001,208556650.21085298,5,9546723.325059151,13.211776500000003,15785662.905427815,3.129952180956751,2.452067921148333,2.791010051052542,0.13122739498233038,0.10886993444760118,2.0,1.0,2.0,225525.31262789402,1752370.1968804153,0.36787944117144233,0.5,0.1940067007016948,0.5916731469460054,1036830.3890026263,0.40832685305399463
UGC01281,4,2.38,3.07,2.7249999999999996,0.69,11.31,48.379999999999995,25.118562460484434,6.388,399756665.6176082,5,9546723.325059151,21.265627499999997,18798253.924912784,2.898197237586401,2.439424584257783,2.668810910922092,0.18851771137475026,0.4084178601600267,2.0,1.0,2.0,1447352.7679947338,2427467.316211533,0.2409956244885464,0.5895874796101491,0.11254060728139474,0.5597714274716562,1358826.84473652,0.4402285725283438
UGC01281,5,3.46,4.99,4.225,1.5300000000000002,11.31,55.620000000000005,26.65534840303284,4.0,697967314.7328941,5,9546723.325059151,73.1106675,9546723.325059151,2.587673671026395,2.2402755855796883,2.4139746283030417,0.25483628261905045,0.7135012220964791,2.0,1.0,2.0,1735842.5065499244,2495178.0581213124,0.11011100137999415,0.6600887299275392,0.05735024779797223,0.5280842299901496,1317664.18351131,0.4719157700098504
UGC04278,1,0.14,1.25,0.6950000000000001,1.1099999999999999,7.779999999999999,22.345999999999997,17.252937366659097,5.018,48100605.26856269,5,31383623.388630666,6.001880999999999,8014255.075794188,3.5,2.1710323032436505,2.8355161516218255,0.28927692971947927,0.31353504480973726,2.0,1.0,2.0,726880.5543283414,3262656.8830903205,0.8180211785855871,0.7664399756226514,0.22367743441455032,0.7918302165749285,2583470.3063470894,0.2081697834250716
UGC04278,2,1.52,2.63,2.075,1.1099999999999999,7.779999999999999,42.42,31.76649967257124,4.0,486851454.8092143,5,31383623.388630666,17.919284999999995,27169133.96986623,2.81282017153329,2.2796582722714023,2.546239221902346,0.20456881930033632,0.7976920972711736,2.0,1.0,2.0,4433538.900457814,5420202.54660344,0.5489702750974296,0.6988520225610094,0.030826147934897463,0.6752107250628396,3659778.891479559,0.32478927493716037
UGC04278,3,2.91,4.01,3.46,1.0999999999999996,7.779999999999999,55.120000000000005,33.98739353469354,6.544,929290429.4012578,5,31383623.388630666,29.610679999999984,31383623.388630666,2.5957813696082113,2.2569756564340944,2.426378513021153,0.08815240450134132,0.43380445274413143,2.0,1.0,2.0,1200138.1791641032,3643966.1021440825,0.36787944117144233,0.5,0.04908099131923146,0.5788575804417384,2109337.401098836,0.4211424195582616
UGC04278,4,4.29,5.4,4.845000000000001,1.1100000000000003,7.779999999999999,75.44,36.39439984531107,4.0,1492115874.9628184,5,31383623.388630666,41.84045100000001,35662040.90302034,2.488061185895786,2.2518076399035407,2.3699344128996636,0.041689639545345214,0.044163617525277636,2.0,1.0,2.0,65659.7120825961,1887911.2799215,0.2465257034410356,0.3210796614566166,0.0867103914002243,0.5169277968109085,975913.8185042833,0.4830722031890915
UGC04278,5,5.68,6.69,6.1850000000000005,1.0100000000000007,7.779999999999999,89.08000000000001,48.335042283998504,10.664,3359723638.347649,5,31383623.388630666,48.600493000000014,69129414.76432447,2.4353695144747296,2.3583696692630003,2.3968695918688647,0.026935178969201168,0.02173487997844676,2.0,1.0,2.0,40470.632522920314,995933.9687278895,0.16736599892091186,0.23404070323620466,0.06875360542075686,0.48389899529526903,481931.4468478556,0.516101004704731
UGC05721,1,0.09,0.81,0.45,0.7200000000000001,1.17,42.86,35.85206097057993,5.208,134487032.773804,5,338250959.87158346,0.37908000000000003,354772166.22824734,3.084805548460877,2.69664115968943,2.8907233540751536,0.31775910081633807,0.29240329403584886,2.0,1.0,2.0,32963232.861664787,165441734.68107304,0.8142568256998955,0.5969998711937171,0.2604822360501024,0.7659074276997977,126713053.44377306,0.2340925723002023
UGC05721,2,0.99,1.53,1.26,0.54,1.17,71.3,45.44545181502869,4.57,605049688.1466572,4,338250959.87158346,0.796068,760047744.8492557,2.491053674824551,2.65487483169308,2.5729642532588155,0.3043823451223844,0.7868540481753241,2.0,1.0,2.0,182034840.24932683,220611060.91127223,0.5625121946541366,0.5866105683826582,0.048642835505877,0.6603769527972206,145686460.157948,0.33962304720277936
UGC05721,3,1.71,2.67,2.19,0.96,1.17,82.12,40.42297225977421,7.4959999999999996,832032417.0998001,5,338250959.87158346,2.459808,338250959.87158346,2.259677546836042,2.304239780824728,2.281958663830385,0.21450081438426372,0.3618571108811868,2.0,1.0,2.0,26254581.166641317,154564796.30645168,0.36787944117144233,0.5,0.14536089077974346,0.5873402500376692,90782126.10965274,0.4126597499623308
UGC05721,4,3.15,4.49,3.8200000000000003,1.3400000000000003,1.17,78.525,32.80303406408797,4.57,955720800.3313518,4,338250959.87158346,5.988996000000002,159579468.8010063,2.1494019204560963,2.1385233285244793,2.143962624490288,0.09490195906784837,0.023479359331012493,2.0,1.0,2.0,355580.90844677895,68703005.42711177,0.1747686399033726,0.30672627141959624,0.23735825033980795,0.506744005972535,34814836.19248743,0.493255994027465
UGC05721,5,4.93,6.74,5.835,1.8100000000000005,1.17,78.7,31.605710564737638,4.57,1355225681.695731,5,338250959.87158346,12.356779500000004,109674667.39175288,2.0963306536345634,2.0879788377548123,2.092154745694688,0.051807878795600004,0.0003811707447672103,2.0,1.0,2.0,2165.816698238371,25087451.20751485,0.06964227047081535,0.19454069702714957,0.27189683620354127,0.4696815897926824,11783113.966991924,0.5303184102073176
UGC05750,1,0.31,4.09,2.1999999999999997,3.78,2.64,25.28,19.55186144552288,7.7,195541322.45660406,5,8696545.294549238,21.95424,8906768.007300826,2.284775178399065,2.3089584332233937,2.2968668058112294,0.1932360320039792,0.3495117860300859,10.905000000000001,1.0,2.0,601547.7084815778,674092.8057488628,0.7600281928415258,0.5,0.13542212945918042,0.7200754186616938,485397.6593164482,0.2799245813383062
UGC05750,2,4.82,22.85,13.835,18.03,2.64,68.21666666666665,41.681157619043795,9.233333333333333,5588539864.334183,6,8696545.294549238,658.5349320000001,8486322.581797652,2.0383410299197946,2.1689205176947053,2.10363077380725,0.1932360320039792,0.12857820052758073,10.905000000000001,1.0,2.0,210850.67248396366,417818.6489604317,0.17806613558719864,0.5,0.26424615079516656,0.5386814494319363,225071.15542169873,0.4613185505680637
UGC05986,1,0.63,3.13,1.88,2.5,1.18,65.62,53.532946336351,2.6319999999999997,1252678973.9118457,5,280998407.210728,5.5459999999999985,225870712.93037254,2.202839410538599,2.2753450915742484,2.239092251056424,0.04310607812080125,0.002351526737358146,2.51,1.0,2.0,22895.4063289526,50145.72220430221,0.6878879255460892,0.4449811422185593,0.17393849929571736,0.6888460808627398,34542.68421246525,0.3111539191372602
UGC05986,2,3.77,6.28,5.025,2.5100000000000002,1.18,113.0,72.79067351019327,3.068,6190520797.71245,5,280998407.210728,14.883045000000001,415944505.8260893,2.0940801956775545,2.2978921501936913,2.1959861729356227,0.053765618297356266,0.0035019750235899777,2.51,1.0,2.0,78316.4658327307,101937.64763289006,0.36787944117144233,0.5,0.20267588470958486,0.5924484594179316,60392.80229679368,0.4075515405820684
UGC05986,3,6.9,9.41,8.155000000000001,2.51,1.18,111.6,59.828755730292514,4.101999999999999,6787089127.597766,5,280998407.210728,24.153478999999997,280998407.210728,2.065931902232632,2.197190126690791,2.1315610144617114,0.06442515847391128,0.0032834252118284575,2.51,1.0,2.0,59441.05134922817,83825.61009415772,0.19732847122361558,0.5450946362641487,0.24562599035885904,0.5501474079958413,46116.442116970895,0.4498525920041587
UGC06667,1,0.87,3.5,2.185,2.63,7.93,49.525000000000006,14.461322096856858,3.5,106244653.66260938,4,5283780.848382281,45.5701415,2331453.231555346,2.6416196343184257,2.160575613510352,2.4010976239143886,0.10136600556891029,0.3769300308902104,3.0549999999999997,1.0,2.0,89079.91236576569,121113.69293927072,0.5904777124479818,0.5,0.06593491739040758,0.65533441226056,79369.97077906292,0.34466558773944
UGC06667,2,4.37,7.85,6.109999999999999,3.4799999999999995,7.93,82.53999999999999,31.2656471036617,3.34,1388723225.6972206,5,5283780.848382281,168.614004,8236108.465209216,2.3091584530189575,2.290304783671999,2.2997316183454783,0.10136600556891029,0.13866480912462506,3.0549999999999997,1.0,2.0,115765.89897149563,140415.3543947599,0.2291962598817565,0.5,0.13351225443634776,0.5432118719745441,76275.28751474655,0.4567881280254559
UGC06917,1,1.74,5.24,3.49,3.5,1.95,81.17999999999999,61.92095464486067,3.9799999999999995,3111289038.4167104,5,130149362.79198126,23.819250000000004,130620781.02445333,2.163882616002409,2.2568794830458025,2.2103810495241056,0.07270884445441439,0.018624639235172172,3.93,1.0,2.0,176883.5263948763,195929.83160592447,0.5529267688940264,0.5,0.19307930031726292,0.6543391924157097,128204.56778316661,0.3456608075842903
UGC06917,2,6.11,10.47,8.290000000000001,4.36,1.95,105.0,68.8610731755489,4.316666666666666,9139906423.706614,6,130149362.79198126,70.48158000000001,129677944.5595092,2.0795574852306355,2.1957869249087474,2.1376722050696912,0.07270884445441439,0.006851621873854858,3.93,1.0,2.0,64602.116692345175,116751.76445957547,0.24476167704325955,0.5,0.2415518632868725,0.5567304842818364,64999.26636833834,0.44326951571816364
UGC07089,1,0.87,3.5,2.185,2.63,9.19,37.974999999999994,36.64117958084035,4.3,682071619.6687983,4,33142347.834162552,52.8107945,12915382.662322914,2.6921941923766677,2.1445733329575205,2.4183837626670943,0.09966522139637402,0.4409146814590795,2.1799999999999997,1.0,2.0,567551.7590939109,623329.859134154,0.6701972880383567,0.5641900035711357,0.05441082488860379,0.6939154636064062,432538.22818079236,0.30608453639359384
UGC07089,2,4.37,6.55,5.46,2.1799999999999997,9.19,66.22500000000001,53.57789334738961,4.875,3644211336.501261,4,33142347.834162552,109.38673199999997,33314930.155343357,2.4150479270639633,2.2223891554774773,2.3187185412707203,0.07698665255659609,0.09492076075032813,2.1799999999999997,1.0,2.0,243453.23729756914,376901.9019846911,0.36787944117144233,0.5,0.1208543058195198,0.5851691141783589,220551.35211652034,0.41483088582164107
UGC07089,3,6.98,9.16,8.07,2.1799999999999997,9.19,75.175,53.43893757923338,6.3999999999999995,5358322029.581978,4,33142347.834162552,161.675994,33142347.834162552,2.331058929294614,2.19776198581319,2.264410457553902,0.05430808371681817,0.013062368717043969,2.1799999999999997,1.0,2.0,23510.92350144042,135199.8316514482,0.22808840635253053,0.4136348893966662,0.15705969496406524,0.531118448140333,71807.12477555146,0.4688815518596669
UGC08490,1,0.34,2.03,1.1849999999999998,1.6899999999999997,1.45,60.900000000000006,42.857470245607225,3.69,506070544.5326532,6,141319636.07975358,2.903842499999999,174276168.39847663,2.403663277385318,2.4597749938886704,2.4317191356369943,0.17682439803229766,0.6796680947260492,2.0,1.0,2.0,20944841.341156054,22250266.697234184,0.7976024104836984,0.7483369568112065,0.04552057624200382,0.7681612844977328,17091793.446564537,0.23183871550226723
UGC08490,2,2.37,4.06,3.215,1.6899999999999995,1.45,78.14999999999999,44.92403110569881,3.69,1508613748.0385149,6,141319636.07975358,7.8783574999999955,191488358.8411056,2.1839852888556264,2.325804186353767,2.2548947376046966,0.12772122262289143,0.14674417922619765,2.0,1.0,2.0,3588941.0732246027,11192604.340059834,0.5414255998820107,0.6823202002206618,0.16340350826353559,0.6819876223816019,7633217.6221354045,0.31801237761839807
UGC08490,3,4.39,6.09,5.24,1.7000000000000002,1.45,79.31666666666666,38.707034034772285,3.69,1825369211.387745,6,141319636.07975358,12.916599999999999,141319636.07975358,2.128177456293837,2.2243759244885855,2.1762766903912114,0.059465412891617,0.0043226250745294235,2.0,1.0,2.0,36325.74395604292,4097921.7013972206,0.36787944117144233,0.5,0.2158155397391924,0.5936253491865892,2432630.200931227,0.4063746508134108
UGC08490,4,6.42,8.12,7.27,1.6999999999999993,1.45,79.8,34.32792483425858,3.69,1991907456.4012516,6,141319636.07975358,17.920549999999988,111152138.54492484,2.101452208786856,2.1704756148560693,2.1359639118214626,0.031480328243019606,9.502811227765349e-06,2.0,1.0,2.0,33.251341943320924,1485125.6920857506,0.24972259925808982,0.3461440618359022,0.24269072545235826,0.5334482124897233,792237.6457657069,0.4665517875102767
UGC08490,5,8.46,10.15,9.305,1.6899999999999995,1.45,77.61666666666667,31.63884744527787,3.69,2165695188.373645,6,141319636.07975358,22.801902499999994,94978705.76254089,2.085533996417268,2.1410980713930763,2.113316033905172,0.022647877916290415,3.8456449181962825e-08,2.0,1.0,2.0,0.08272236542142222,536869.3789475574,0.1693541221883121,0.2758125717951308,0.2577893107298852,0.5024569261036976,269753.7378651909,0.49754307389630237
UGC08837,1,0.52,2.09,1.305,1.5699999999999998,0.93,17.752499999999998,19.17745861076016,2.07,111591795.45525987,4,115412041.66949572,1.9054304999999996,58565135.51937995,2.27388953808764,2.224544362866248,2.249216950476944,0.01627559377506227,2.0330986729726434e-07,2.0,1.0,2.0,0.1937913781244377,0.26680466982573003,0.5752410539954098,0.5,0.1671886996820374,0.6596208802879053,0.17598993117537198,0.34037911971209467
UGC08837,2,2.63,4.2,3.415,1.5700000000000003,0.93,43.225,32.88988635846468,3.0075,858924714.3644816,4,115412041.66949572,4.986241500000001,172258947.8196115,2.125746028086978,2.340136685316785,2.2329413567018817,0.01627559377506227,7.47935203659577e-08,2.0,1.0,2.0,0.2096923596706629,0.27716905001082404,0.2352670802902962,0.5,0.1780390955320789,0.5486209458449544,0.15206074637588574,0.45137905415504564
UGC12506,1,0.82,9.02,4.92,8.2,1.68,181.83333333333334,109.39646172839652,17.9,13690247488.640131,6,399782756.29640204,67.77792,201986834.18789086,2.0774714484216106,2.135005212645065,2.106238330533338,0.014775209953330037,2.6667588234231397e-12,8.200000000000001,1.0,2.0,7.958669386921046e-06,1.1151409824968341,0.8239357999172873,0.42041006471047565,0.26250777964444144,0.7383855868387976,0.8234040287689183,0.2616144131612023
UGC12506,2,10.65,18.85,14.75,8.200000000000001,1.68,240.0,177.94576202553347,11.6,108594283485.8216,6,399782756.29640204,203.19600000000003,534431206.7453177,2.034720589966421,2.2073064910069147,2.121013540486668,0.02502180792201658,2.6428281072878414e-07,8.200000000000001,1.0,2.0,3.5341047088049335,3.6978620876921013,0.5595656779888399,0.5512461002668075,0.2526576396755547,0.6719500392263259,2.4847785748782507,0.32804996077367415
UGC12506,3,20.49,30.32,25.405,9.830000000000002,1.68,248.71428571428572,168.50919584502986,12.07142857142857,167728188566.518,7,399782756.29640204,419.5483320000001,399782756.29640204,2.021815843705742,2.1496744254861877,2.085745134595965,0.020369547971305524,1.4715214247031585e-09,8.200000000000001,1.0,2.0,0.01198317878859462,1.564243345253463,0.36787944117144233,0.5,0.27616991026935683,0.599057706069,0.9370720301412383,0.400942293931
UGC12506,4,31.96,38.52,35.24,6.560000000000002,1.6800000000000002,242.2,152.28746127646687,16.8,190021979808.45602,5,399782756.29640204,388.37299200000024,489277019.05815303,2.0211490600051985,2.1612825892905474,2.0912158246478727,0.018273744557341765,1.9267276440869522e-10,8.200000000000001,1.0,2.0,0.0017226724016498204,2.246813998175888,0.24979154773094123,0.4728827012810815,0.27252278356808485,0.5563289368861557,1.2499676429861248,0.4436710631138443
UGC12506,5,40.16,49.99,45.075,9.830000000000005,1.68,230.28571428571428,144.06925810466495,14.628571428571425,217529429172.4537,7,399782756.29640204,744.3865800000004,292226425.10891795,2.01476617090061,2.1055118802695842,2.060139025585097,0.031076799062775606,7.128472120651789e-07,8.200000000000001,1.0,2.0,6.47369479257349,6.562837954315021,0.16960941638687788,0.6040623067404277,0.2932406496099353,0.5554205060224431,3.645134777528944,0.4445794939775569
UGCA281,1,0.09,1.08,0.5850000000000001,0.9900000000000001,3.2800000000000002,22.114285714285717,15.975777276375263,1.78,34715186.75276714,7,18274882.84595335,1.8996120000000003,18274882.84595335,3.3844396359279365,2.5747628189199547,2.9796012274239456,0.0,0.0,0.9900000000010001,1.0,2.0,0.0,0.0,0.36787944117144233,0.0,0.31973415161596375,0.5195787093686188,0.0,0.0
