galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
UGC04278,0.14,5.23,4.427561405559499,5.31,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.8355161516218255,0.28927692971947927,0.31353504480973726,726880.5543283414,3262656.8830903205,0.7639366458081434,2492463.155690871,0.23606335419185664,0.7664399756226514,0.7648895087899087,0.4794160913759821,0.5,0.7597826946896901,8014255.075794188,6.001880999999999,1,4.427561405559499,0.15342994157562173,0.03621918664180186
UGC04278,0.42,15.4,11.342332211674986,7.78,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.8355161516218255,0.28927692971947927,0.31353504480973726,726880.5543283414,3262656.8830903205,0.7639366458081434,2492463.155690871,0.23606335419185664,0.7664399756226514,0.7648895087899087,0.4794160913759821,0.5,0.7597826946896901,8014255.075794188,6.001880999999999,1,11.342332211674986,0.2634849213198061,0.06219913430573087
UGC04278,0.69,24.4,17.989469141695093,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.8355161516218255,0.28927692971947927,0.31353504480973726,726880.5543283414,3262656.8830903205,0.7639366458081434,2492463.155690871,0.23606335419185664,0.7664399756226514,0.7648895087899087,0.4794160913759821,0.5,0.7597826946896901,8014255.075794188,6.001880999999999,1,17.989469141695093,0.26272667452069287,0.06202014002302696
UGC04278,0.97,32.1,24.06953676330311,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.7778703866414944,0.2723966903243602,0.41001561685821186,1465526.2392454464,3692602.5769063407,0.744005267090663,2712882.3172225314,0.25599473290933705,0.7529713617879039,0.6741540352022112,0.4831000260774402,0.5016580026740383,0.741217013144469,11831350.507583905,8.376725999999998,1,24.06953676330311,0.2501701942896228,0.06404225206904894
UGC04278,1.25,34.6,28.4357873110628,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.7191765168433393,0.2552095374856935,0.5082503811257497,2217601.8457064987,4130365.4651553794,0.7237114996692283,2937309.0998729495,0.2762885003307717,0.739257864065252,0.581768825731101,0.48685094140983387,0.503346150851241,0.7223137737529712,15717847.674497072,10.794749999999997,1,28.4357873110628,0.1781564360964509,0.04922257455336338
UGC04278,1.52,37.9,30.751463379813327,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.6625788566808324,0.23863621153412207,0.6029767609551611,2942817.6090796567,4552493.9645383805,0.704142509655702,3153720.6402858524,0.295857490344298,0.7260341341184089,0.4926830880268162,0.49046789548035635,0.5049740080221149,0.7040856500540269,19465541.37116334,13.126415999999995,2,30.751463379813327,0.18861574195743197,0.05580338005495353
UGC04278,1.8,40.5,32.047341543410425,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.603884986882677,0.2214490586954554,0.7012115252226989,3694893.215540709,4990256.85278742,0.6838487422342674,3378147.42293627,0.3161512577657326,0.7123206363957569,0.40029787855570603,0.49421881081275004,0.5066621561993176,0.6851824106625292,23352038.53807651,15.544439999999994,2,32.047341543410425,0.20870761621208825,0.0659831753707395
UGC04278,2.07,43.0,32.20996740141163,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.5472873267201703,0.20487573274388396,0.7959379050521103,4420108.978913866,5412385.352170421,0.6642797522207412,3594558.963349173,0.3357202477792588,0.699096906448914,0.31121214085142124,0.4978357648832725,0.5082900133701915,0.6669542869635848,27099732.234742776,17.876105999999993,2,32.20996740141163,0.25093099066484575,0.0842426143614969
UGC04278,2.35,45.1,32.03655724324947,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.5224401641822536,0.18145364668681746,0.7254400378885479,3791527.9269157415,5067520.220086239,0.6488974934690012,3309682.766774923,0.3511025065309989,0.6593687689839137,0.3308003573627885,0.4983191678850333,0.5070326219767413,0.613747419167584,28005945.948321264,20.240681119133566,2,32.03655724324947,0.2896550500388145,0.10169861409798966
UGC04278,2.63,45.6,31.787168794971343,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.498208396321796,0.15791819820759828,0.6518743046989655,3137844.026581995,4708425.487632362,0.6336045348748919,3015546.516032952,0.3663954651251081,0.6191676380690526,0.35242445434656455,0.4987431615716915,0.50572167531837,0.5599168490369559,28857972.69002093,22.604284440433204,2,31.787168794971343,0.30291296502255827,0.11098593671186584
