galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_i,M_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
UGC05750,1,0.31,4.09,2.1999999999999997,0.35,2.0477625270548008,19.55186144552288,25.28,7.7,5,22.85,0.31,4.300134098843159,0.23255088725466128,0.0,1.0,4.193331367209864,4.193331367209864,3.726268762509624e-06,0.002863178527008257,19.5518616551651
UGC05750,2,4.82,22.85,13.835,0.35000000000000003,2.0050678571935654,41.681157619043795,68.21666666666665,9.233333333333333,6,22.85,0.31,4.300134098843159,0.23255088725466128,0.04269466986123538,0.8322746323161756,3.345991300650631,7.539322667860495,1.6940817283897133e-07,0.0015309350316806943,41.68115764715916
