galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,shell_geom_kpc3,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
DDO168,1,0.41,2.06,1.235,1.6500000000000001,0.35,4.481246300896821,2.0992631573247813,22.801932483717632,29.560000000000002,1.8199999999999998,5,4.12,0.41,2.3074512826452187,0.43337859720861316,0.0,1.0,4.40690580370121,1974843033.1236775,1974843033.1236775,5568.766673501911,82.9302528741765,86.00787735298947
DDO168,2,2.47,4.12,3.295,1.65,0.35,11.956037701583012,2.028884248906177,28.378055993417775,53.36,2.06,5,4.12,0.41,2.3074512826452187,0.43337859720861316,0.07037890841860417,0.8501045793795935,3.4993460886969006,4183831376.7347198,6158674409.8583975,2439.701884826099,89.65945410553199,94.04324416175545
