galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,shell_geom_kpc3,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
NGC4157,1,1.74,6.98,4.36,5.24,0.35,50.2418576806817,2.02045422031826,215.8670910476772,161.6,9.475,4,29.61,1.74,2.8342270288870623,0.3528298861762947,0.0,1.0,4.0822352564018685,20509908277.120384,20509908277.120384,4640.353800613891,142.23903321759667,258.51604122000384
NGC4157,2,8.72,13.94,11.33,5.219999999999999,0.35,130.06137037193974,2.006432061401473,227.09331741195047,192.75,6.525,4,29.61,1.74,2.8342270288870623,0.3528298861762947,0.014022158916787042,0.9610373722931481,3.868915054198268,50319639380.16543,70829547657.28581,2373.0943383848976,163.97304307080748,280.1045049031982
NGC4157,3,15.68,20.9,18.29,5.219999999999999,0.35,209.95785208321075,2.0036390030356626,173.7702629094548,182.5,6.699999999999999,4,29.61,1.74,2.8342270288870623,0.3528298861762947,0.0027930583658104524,0.9921150887777622,3.982914732318598,83624422222.81891,154453969880.10474,1985.7840544135424,190.57804268914003,257.907143419574
NGC4157,4,22.65,29.61,26.13,6.960000000000001,0.35,399.941583738604,2.002390665187569,143.6010859755771,185.2,10.84,5,29.61,1.74,2.8342270288870623,0.3528298861762947,0.001248337848093417,0.9964681787345174,3.9954072971744456,159792952211.27228,314246922091.377,1979.4866078392872,227.4290769950944,268.9707362450526
