galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,shell_geom_kpc3,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
UGC06917,1,1.74,5.24,3.49,3.5,0.35,26.862187984519522,2.0269024587507327,61.92095464486067,81.17999999999999,3.9799999999999995,5,10.47,1.74,1.794628911656008,0.557218260279359,0.0,1.0,4.108333577289765,11035882885.627125,11035882885.627125,3896.875974878905,116.61945443332934,132.03901611439807
UGC06917,2,6.11,10.47,8.290000000000001,4.36,0.35000000000000003,79.48568705588767,2.00936080348129,68.8610731755489,105.0,4.316666666666666,6,10.47,1.74,1.794628911656008,0.557218260279359,0.017541655269442735,0.9690095983670813,3.9124061362744897,31098028978.344868,42133911863.97199,2636.8357370249405,147.8491402069581,163.09879110166654
