r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,r_scale,L_static
0.63,29.5,32.52584971987665,2.53,UGC05986,-2.22,32.45,0.0,1381.3492063492065,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,1,2.0581929576679445,0.0,1.0,4.236158250993921,4378425317.812109,4378425317.812109,47445.73755009139,172.88960251142223,175.92255556510534,-146.42255556510534,-3.0258497198766534,2.703808413193847,0.36984869013657656
1.26,50.8,44.27149421467497,3.76,UGC05986,-8.54,43.44,0.0,2048.126984126984,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,1,2.0581929576679445,0.0,1.0,4.236158250993921,4378425317.812109,4378425317.812109,11861.434387522848,122.25141033247341,130.02066192832118,-79.22066192832118,6.528505785325024,2.703808413193847,0.36984869013657656
1.88,68.2,53.76221070603403,2.58,UGC05986,-2.13,53.72,0.0,2474.0638297872347,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,1,2.0581929576679445,0.0,1.0,4.236158250993921,4378425317.812109,4378425317.812109,5327.980204173629,100.08297949125227,113.60888206406409,-45.40888206406409,14.43778929396597,2.703808413193847,0.36984869013657656
2.51,84.3,66.168567311073,2.28,UGC05986,8.88,65.57,0.0,2831.2709163346617,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,1,2.0581929576679445,0.0,1.0,4.236158250993921,4378425317.812109,4378425317.812109,2989.0340206713036,86.61683088109938,108.99887472760886,-24.698874727608867,18.131432688926992,2.703808413193847,0.36984869013657656
3.77,106.0,72.34067458905814,3.58,UGC05986,16.04,70.54,0.0,2980.371352785146,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.0171899256490904,0.041003032018854135,0.8950601619245337,3.6420492027370974,10101910324.805075,14480335642.617184,4381.837652322092,128.52831574892082,147.4879695068526,-41.48796950685261,33.65932541094186,2.703808413193847,0.36984869013657656
4.39,112.0,74.73848272476502,4.25,UGC05986,20.82,71.78,0.0,2857.4031890660594,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.0171899256490904,0.041003032018854135,0.8950601619245337,3.6420492027370974,10101910324.805075,14480335642.617184,3231.543026898401,119.10698505160804,140.61406291009436,-28.61406291009436,37.26151727523498,2.703808413193847,0.36984869013657656
5.02,115.0,75.43128064669192,3.18,UGC05986,24.3,71.41,0.0,2634.4621513944226,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.0171899256490904,0.041003032018854135,0.8950601619245337,3.6420492027370974,10101910324.805075,14480335642.617184,2471.334596621033,111.38267223871757,134.52129115882582,-19.521291158825818,39.56871935330808,2.703808413193847,0.36984869013657656
5.65,116.0,72.3922930980916,2.32,UGC05986,25.4,67.79,0.0,2381.592920353982,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.0171899256490904,0.041003032018854135,0.8950601619245337,3.6420492027370974,10101910324.805075,14480335642.617184,1950.9317994733701,104.9893550176614,127.52807050616167,-11.528070506161669,43.6077069019084,2.703808413193847,0.36984869013657656
6.9,116.0,66.21693212464619,2.28,UGC05986,25.5,61.11,0.0,1950.144927536232,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.009548040049137,0.00764188559995338,0.9795498059220491,3.9556996475218993,17806104104.586227,32286439747.20341,2916.636664002197,141.86187994530158,156.55502253717432,-40.555022537174324,49.78306787535381,2.703808413193847,0.36984869013657656
7.54,114.0,61.961233041313825,3.05,UGC05986,25.7,56.38,0.0,1723.6074270557028,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.009548040049137,0.00764188559995338,0.9795498059220491,3.9556996475218993,17806104104.586227,32286439747.20341,2442.5182681427546,135.70772911590691,149.18371942606998,-35.183719426069985,52.038766958686175,2.703808413193847,0.36984869013657656
8.16,112.0,58.585056968479606,3.69,UGC05986,24.6,53.17,0.0,1537.2549019607843,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.009548040049137,0.00764188559995338,0.9795498059220491,3.9556996475218993,17806104104.586227,32286439747.20341,2085.4519832087512,130.45032841270816,143.00173804182737,-31.001738041827366,53.414943031520394,2.703808413193847,0.36984869013657656
8.79,109.0,56.43963589535283,5.1,UGC05986,24.9,50.65,0.0,1351.6496018202504,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.009548040049137,0.00764188559995338,0.9795498059220491,3.9556996475218993,17806104104.586227,32286439747.20341,1797.226287152049,125.68857968831739,137.77899536600822,-28.778995366008218,52.56036410464717,2.703808413193847,0.36984869013657656
9.41,107.0,55.94092062167014,6.39,UGC05986,27.79,48.55,0.0,1216.6843783209351,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.009548040049137,0.00764188559995338,0.9795498059220491,3.9556996475218993,17806104104.586227,32286439747.20341,1568.1993354249792,121.4773877985078,133.73908309222497,-26.739083092224973,51.05907937832986,2.703808413193847,0.36984869013657656
