galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
UGCA444,0.12,6.48,2.6,1.1674830569042236,43.96333333333334,5878.083459526821,5922.046792860154,2.296867431960321,26.558802968944562,26.657937188447615,604.1800872156765,structural
UGCA444,0.19,8.6,2.65,1.4175038811240117,27.57105263157895,4507.513781716133,4535.084834347712,2.2887769659798662,29.264784614380222,29.35414993703727,604.1800872156765,structural
UGCA444,0.26,10.2,3.03,1.2537897312316975,41.195384615384626,2913.5184198680254,2954.71380448341,3.2727358585745967,27.52298655970472,27.716882746183536,604.1800872156765,structural
UGCA444,0.33,11.7,3.55,1.1502849766363052,54.23151515151515,2105.997810627289,2160.2293257788037,4.2304136913545465,26.362459625516838,26.699731787173544,604.1800872156765,structural
UGCA444,0.4,12.7,3.75,1.0568918526582884,65.416,1596.3825292915567,1661.7985292915566,5.115310352266029,25.269606481237943,25.78215296899432,604.1800872156765,structural
UGCA444,0.47,14.1,3.43,0.9915107988640737,79.75170212765958,1274.576767942513,1354.3284700701727,6.122360655825497,24.475520033964163,25.229632992435327,604.1800872156765,structural
UGCA444,0.55,16.0,3.33,0.9257000791626923,101.92018181818182,1016.8900992074073,1118.8102810255891,7.487062174177533,23.64930346889891,24.806161624968787,604.1800872156765,structural
UGCA444,0.62,18.1,2.66,0.8933818123495736,124.41451612903226,870.5862924230073,995.0008085520395,8.782767217682592,23.23281087820121,24.83748178262572,604.1800872156765,structural
UGCA444,0.69,21.2,3.78,0.9182565883975957,145.0414492753623,804.0468777745348,949.0883270498971,10.003929228058343,23.55403034863522,25.590446374856946,604.1800872156765,structural
UGCA444,0.76,21.6,3.33,0.842590145847558,161.75276315789472,669.8370892174305,831.5898523753252,11.087474915416944,22.562716764725987,25.13977501500853,604.1800872156765,structural
UGCA444,0.83,23.3,3.09,0.8167988024590932,182.31192771084338,594.5705683221628,776.8824960330062,12.301174740649772,22.214715206533597,25.39315797035483,604.1800872156765,structural
UGCA444,0.9,24.5,3.26,0.8035259184686796,191.30499999999998,539.4159550005149,730.7209550005149,13.121528112228392,22.033482691133134,25.64466532244988,604.1800872156765,structural
UGCA444,0.97,24.4,3.29,0.7495579031535229,197.4243298969072,466.8741848458712,664.2985147427784,13.838410313327177,21.280694521102806,25.38443537486101,604.1800872156765,structural
UGCA444,1.04,25.3,2.78,0.7427153823980269,200.81634615384618,431.4748504939081,632.2911966477543,14.451608906969495,21.18333884244088,25.64337818060765,604.1800872156765,structural
UGCA444,1.11,25.4,2.78,0.7121225055907617,201.98603603603604,387.6128266090743,589.5988626451103,14.973459854021716,20.7424742385298,25.582312982529015,604.1800872156765,structural
UGCA444,1.19,25.9,2.73,0.703646627426473,199.30504201680677,357.25149640970005,556.5565384265068,15.400422072138154,20.618663407882263,25.735234227174676,604.1800872156765,structural
UGCA444,1.26,26.7,2.67,0.7200759352539732,193.4470634920635,345.28217568544073,538.7292391775043,15.612280422795385,20.8579850743943,26.053768275695848,604.1800872156765,structural
UGCA444,1.33,27.1,3.16,0.7214318597666631,188.27323308270675,327.72538643157156,515.9986195142783,15.824139787046878,20.87761394302496,26.196911343782308,604.1800872156765,structural
UGCA444,1.4,28.6,3.34,0.7659119179174042,181.5841428571429,330.53480669061673,512.1189495477596,15.94420898006546,21.511595230639298,26.776230678847675,604.1800872156765,structural
UGCA444,1.48,28.9,3.21,0.7684966961879698,174.4362837837838,313.72324387013975,488.15952765392353,16.067535591994186,21.54786302462049,26.878915545977794,604.1800872156765,structural
UGCA444,1.55,30.4,4.14,0.80960232467929,168.79516129032257,315.57780847403086,484.37296976435346,16.175057959710685,22.116636343141057,27.400330347182823,604.1800872156765,structural
UGCA444,1.62,30.8,4.35,0.8101927455401129,165.56820987654316,302.1619281863789,467.73013806292204,16.377438749694655,22.12469940274746,27.52676558664192,604.1800872156765,structural
UGCA444,1.69,30.5,4.56,0.8003937370622061,158.95603550295857,286.14317033439346,445.09920583735203,16.390109822694903,21.99049698995284,27.42658669731115,604.1800872156765,structural
UGCA444,1.75,33.0,4.04,0.8722891978134392,153.56571428571425,301.15415063555207,454.7198649212663,16.393291310777098,22.956911020697365,28.209214161550406,604.1800872156765,structural
UGCA444,1.83,32.1,4.35,0.8414602959387674,148.72792349726777,277.81068578623683,426.53860928350457,16.497639225052776,22.547584238423713,27.93860510098551,604.1800872156765,structural
UGCA444,1.9,32.9,4.36,0.8632955893393323,143.4147368421053,274.5189497157614,417.9336865578667,16.5072105456979,22.838257474245854,28.179318736618644,604.1800872156765,structural
UGCA444,1.97,34.2,4.9,0.8977815890360059,138.42619289340104,275.34099429665116,413.7671871900522,16.51361862221603,23.28994973726656,28.55033027417376,604.1800872156765,structural
UGCA444,2.04,32.6,3.98,0.8544679539635476,133.72828431372548,253.06496222975338,386.79324654347886,16.516830809813364,22.721191054799412,28.090180187188135,604.1800872156765,structural
UGCA444,2.11,33.7,4.73,0.8789328069277276,130.87985781990523,251.67473931104922,382.55459713095445,16.617957154837054,23.044168458556143,28.411092903060133,604.1800872156765,structural
UGCA444,2.19,33.8,4.67,0.8863749908313737,124.76351598173517,244.53430103483737,369.29781701657254,16.52973381515867,23.141523702347126,28.43874503676795,604.1800872156765,structural
UGCA444,2.26,34.9,3.74,0.9147969515081126,120.94654867256638,244.55845218885244,365.5050008614188,16.532973114355446,23.509617222464648,28.740934256680077,604.1800872156765,structural
UGCA444,2.33,36.1,5.47,0.9442118755162829,117.45137339055793,244.83863231738428,362.2900057079422,16.54272347589719,23.884597825785246,29.05401372099052,604.1800872156765,structural
UGCA444,2.4,37.2,5.39,0.9902944804381147,109.01416666666668,249.2984189834597,358.3125856501264,16.175104327329702,24.460502970305072,29.324907596790535,604.1800872156765,structural
UGCA444,2.48,37.6,7.1,1.0243200231366534,99.68665322580645,249.54587133688187,349.23252456268835,15.723323440036461,24.877173491284477,29.429520229107833,604.1800872156765,structural
UGCA444,2.55,35.6,4.73,1.0043511209634692,90.98823529411766,237.96429327798876,328.9525285721064,15.232202729743324,24.633492400771583,28.962543877547624,604.1800872156765,structural
UGCA444,2.62,38.3,7.78,1.0943087585316447,83.3124427480916,252.35097754600298,335.6634202940946,14.774254634329273,25.71302318224226,29.655322644856316,604.1800872156765,structural
