galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
UGC12632,0.71,24.1,7.55,0.7098697847795461,285.59281690140847,1999.6331965621018,2285.2260134635103,14.239764745247726,37.67943165122176,40.28039808094121,2000.0,structural
UGC12632,1.42,33.6,5.02,0.6960938827141914,285.42492957746475,980.4139193157625,1265.8388488932274,20.132148419878092,37.312032448372236,42.39682966246866,2000.0,structural
UGC12632,2.14,44.8,3.38,0.7618267437156079,294.00607476635514,711.9876109491662,1005.9936857155213,25.08332115171354,39.03400424541679,46.398561264668714,2000.0,structural
UGC12632,2.85,54.4,2.9,0.8207591848186475,286.9475087719298,575.971357767472,862.9188665394017,28.597209654090378,40.51565585841226,49.59151913016272,2000.0,structural
UGC12632,3.55,57.4,2.89,0.835061469446942,248.6059718309859,470.45716588560117,719.0631377165871,29.707763295138864,40.86713764008784,50.52399567427228,2000.0,structural
UGC12632,4.26,61.4,3.44,0.8610007703890533,223.91617370892018,404.2257137976776,628.1418875065978,30.88499473854577,41.49700640742783,51.728951669042225,2000.0,structural
UGC12632,4.97,63.8,3.64,0.8498746199488602,212.37086519114686,342.0018591343502,554.3727243254971,32.48820093510873,41.22801523112312,52.49030805679959,2000.0,structural
UGC12632,5.69,65.5,3.82,0.8497064351438725,195.5874340949033,298.6665852878286,494.2540193827319,33.3600434651995,41.223935647724666,53.03117357071918,2000.0,structural
UGC12632,6.4,67.6,3.54,0.8106988873285266,201.66424999999998,253.34340229016453,455.0076522901645,35.92563430198554,40.26658384637382,53.963404031408665,2000.0,structural
UGC12632,7.11,69.2,2.91,0.8024503517504532,193.63551336146273,225.72443087213873,419.3599442336015,37.10456171416124,40.06121195746462,54.60447970176904,2000.0,structural
UGC12632,7.82,70.3,2.79,0.7705077505406805,194.51790281329923,197.06080576487992,391.57870857817915,39.001666631055656,39.255770290256194,55.33665603450719,2000.0,structural
UGC12632,8.52,71.4,2.93,0.7702258211593092,184.27719483568075,180.80418337072985,365.0813782064106,39.623751715353755,39.24858777483106,55.77179701532503,2000.0,structural
UGC12632,9.25,73.2,3.0,0.7840156988005534,173.2507027027027,169.5169078487683,342.767610551471,40.03209962017981,39.59837619904517,56.30808465576774,2000.0,structural
UGC12632,9.95,73.0,2.81,0.7635530044581599,167.28511557788946,153.47799084586129,320.76310642375074,40.798123731367845,39.078203757546476,56.49418473538953,2000.0,structural
UGC12632,10.66,73.1,2.79,0.7545103083834297,159.57607879924953,141.55915729520257,301.1352360944521,41.24416322341865,38.846114564610694,56.657758663459845,2000.0,structural
