galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
NGC0247,1.08,34.6,0.9,0.6186775087067704,463.13824074074074,1145.6990901977229,1608.8373309384635,22.364912251113353,35.1760574455629,41.683861594309384,2000.0,structural
NGC0247,1.61,47.0,0.8,0.634328765383525,556.3635403726707,787.9860439546894,1344.3495843273602,29.9290043269067,35.61821908471913,46.52314295882265,2000.0,structural
NGC0247,2.15,59.1,3.1,0.7081843923067876,569.1127906976744,658.7761788900351,1227.8889695877097,34.97988707814821,37.63467529571067,51.38055356468608,2000.0,structural
NGC0247,2.7,64.4,1.4,0.6903559402276972,557.8627037037037,511.3747705390349,1069.2374742427387,38.81017005889049,37.15793159549377,53.730263171283596,2000.0,structural
NGC0247,3.22,67.4,2.3,0.6469080048207605,558.3253726708075,401.8062141743854,960.1315868451929,42.40056249626885,35.96965401058955,55.602371439008984,2000.0,structural
NGC0247,3.77,69.8,0.7,0.6071333803355041,551.8558355437665,322.08667391803937,873.9425094618059,45.61245992050856,34.8463306629408,57.400028403050534,2000.0,structural
NGC0247,4.31,71.3,1.1,0.5660735631456255,543.3548491879351,262.6791476313808,806.0339968193159,48.3927618554676,33.6473940490382,58.94070347638592,2000.0,structural
NGC0247,4.85,73.2,1.7,0.5437359851299213,529.7370103092784,224.22102479584382,753.9580351051222,50.68751818741967,32.97683990712031,60.47062485422027,2000.0,structural
NGC0247,5.38,75.1,3.0,0.5364929258607573,509.1435130111524,199.4397493906161,708.5832624017685,52.3372916762035,32.75646274739558,61.74283725033629,2000.0,structural
NGC0247,5.92,78.5,3.8,0.552885155989457,491.03866554054053,186.78552567211383,677.8241912126543,53.916128384742166,33.25312484532715,63.34602759430866,2000.0,structural
NGC0247,6.46,81.4,5.0,0.5625290435015524,475.5357430340557,174.1575986072918,649.6933416413475,55.42527311615162,33.54188556123679,64.78440388707072,2000.0,structural
NGC0247,6.99,83.5,7.0,0.5615467870705037,463.2685693848355,160.67146983419275,623.9400392190282,56.90559990018557,33.5125882936697,66.04044877301341,2000.0,structural
NGC0247,7.53,87.1,7.2,0.577108134422999,454.87709163346614,153.28237302071688,608.159464654183,58.525417555110195,33.97375853281468,67.67156543812177,2000.0,structural
NGC0247,8.07,90.7,4.8,0.5966389186267446,443.9436183395291,147.865903005389,591.809521344918,59.8550332052368,34.5438538274682,69.1079071977548,2000.0,structural
NGC0247,8.62,93.1,1.4,0.6007138170913083,434.586090487239,139.37675570564,573.9628461928789,61.20565415057664,34.661616150759855,70.33889204545815,2000.0,structural
NGC0247,9.14,95.9,2.1,0.6086557672376912,428.4529759299781,133.1850694174379,561.638045347416,62.578432386885495,34.889991895605,71.64755218760361,2000.0,structural
NGC0247,9.69,98.4,5.2,0.615745475275284,419.8205985552116,127.08884938602353,546.9094479412352,63.78135777795892,35.092605354270404,72.79802573250575,2000.0,structural
NGC0247,10.23,101.0,8.2,0.6285623151230999,408.8489736070381,122.8860831130205,531.7350567200585,64.67244390001045,35.455953382277,73.75398043662592,2000.0,structural
NGC0247,10.76,103.0,9.4,0.639356139316131,395.9510037174721,118.83943109965261,514.7904348171247,65.27199093026043,35.7590866582504,74.42543300937027,2000.0,structural
NGC0247,11.3,104.0,9.4,0.6454406463649046,379.88284070796465,114.23728254246099,494.12012325042565,65.51851722986412,35.92883650676444,74.72320518239171,2000.0,structural
NGC0247,11.84,105.0,8.9,0.6584016860278172,360.33213682432427,111.21650101821238,471.54863784253666,65.3171684934367,36.28778543884477,74.72038458182368,2000.0,structural
NGC0247,12.38,105.0,8.4,0.6663677811669112,339.2552584814216,107.65230713520374,446.90756561662533,64.80725345206352,36.506650932861845,74.38222679063745,2000.0,structural
NGC0247,12.91,105.0,9.0,0.680931326194226,316.0589078233927,105.48897384883439,421.5478816722271,63.8773864524841,36.90342331530304,73.77115393152293,2000.0,structural
NGC0247,13.48,106.0,8.4,0.7104217641115507,290.6731528189911,105.40382256847933,396.07697538747044,62.596118889273,37.69407815855299,73.06926596198365,2000.0,structural
NGC0247,14.01,108.0,7.7,0.7499347038577449,267.5839329050678,107.05705979411061,374.6409926991784,61.22786048850637,38.72814748623396,72.44805247703688,2000.0,structural
NGC0247,14.54,107.0,9.2,0.7624903425758525,246.49621045392024,104.88175276146526,351.37796321538553,59.86697670669532,39.05100107745901,71.47751803995229,2000.0,structural
