galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
F563-V2,0.28,11.9,7.89,0.8153960567139954,141.39607142857142,5824.25754795711,5965.653619385681,6.2921300050142,40.38306716221529,40.87031946814205,2000.0,structural
F563-V2,0.87,34.8,7.89,0.8416445155036348,367.533908045977,1934.8149781692755,2302.3488862152526,17.881680569789854,41.027905515725145,44.75537432540666,2000.0,structural
F563-V2,1.46,58.5,8.68,0.912644496306721,528.581712328767,1250.197940146193,1778.7796524749601,27.78001619869938,42.723400995396446,50.960948702054615,2000.0,structural
F563-V2,2.05,81.5,14.2,0.9791990413592895,628.3246829268292,955.316137911502,1583.6408208383311,35.88963081448456,44.253791732670535,56.97774725907105,2000.0,structural
F563-V2,2.35,91.8,17.5,1.019540282493354,634.017744680851,867.6938574411523,1501.7116021220033,38.599762952640006,45.156179698760035,59.40557435953892,2000.0,structural
F563-V2,4.76,114.0,8.68,1.017852546958667,484.58571428571435,427.6691373775912,912.2548516633055,48.02736719829643,45.11878870179622,65.89638149335163,2000.0,structural
F563-V2,7.86,116.0,8.68,0.9369187105629971,365.4827608142493,238.40170752239112,603.8844683366403,53.59752326367329,43.28784380315095,68.89507907772509,2000.0,structural
F563-V2,8.7,117.0,16.6,0.900388597105686,364.71183908045987,206.98588439211176,571.6977234725716,56.32932628746771,42.435565204335056,70.52496149741148,2000.0,structural
F563-V2,10.18,118.0,51.9,0.9301927949391149,296.4790766208252,182.74907562654516,479.22815224737036,54.93775568768714,43.13218739964656,69.84656462474179,2000.0,structural
F563-V2,10.47,118.0,40.3,0.9338795016186039,285.8751957975167,178.39149983163395,464.26669562915066,54.70935294810203,43.21757747996997,69.71995627678784,2000.0,structural
