galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
NGC2915,0.34,13.5,10.1,0.0,5946.749411764707,0.0,5946.749411764707,44.96548454092317,0.0,44.96548454092317,2000.0,structural
NGC2915,0.67,31.3,12.5,0.0,3653.3983582089554,0.0,3653.3983582089554,49.47501288529393,0.0,49.47501288529393,2000.0,structural
NGC2915,1.0,35.3,13.4,0.0,2299.442,0.0,2299.442,47.95249732808501,0.0,47.95249732808501,2000.0,structural
NGC2915,1.34,50.5,9.38,0.18997314481234623,1542.940895522388,283.54200718260626,1826.4829027049943,45.47021882507275,19.49221099887574,49.472083942610425,2000.0,structural
NGC2915,1.68,61.0,10.1,0.5350516000480635,1078.438392857143,636.966190533409,1715.404583390552,42.56496799012071,32.712431889055985,53.68314167498142,2000.0,structural
NGC2915,2.01,66.5,11.9,0.6923880826593156,795.777960199005,688.9433658301649,1484.7213260291699,39.99392078803977,37.212580739833555,54.6286542513966,2000.0,structural
NGC2915,2.34,74.4,11.6,0.8519234436681313,610.6355555555556,728.1396954428474,1338.775250998403,37.800624333468356,41.27768025623851,55.970832469566346,2000.0,structural
NGC2915,2.67,83.0,9.17,0.9952572293887756,482.3030711610486,745.5110332500192,1227.8141044110678,35.88522258534841,44.6151819314631,57.25612332997713,2000.0,structural
NGC2915,3.01,86.4,7.66,1.0775888537815947,383.5762458471761,716.0058829113586,1099.5821287585347,33.97888314821427,46.42389155987668,57.53035900777249,2000.0,structural
NGC2915,3.35,83.6,8.18,1.0936851344478207,310.89041791044775,652.946348924072,963.8367668345197,32.27201419186599,46.769330430268525,56.82299859120109,2000.0,structural
NGC2915,3.68,79.8,7.93,1.085433432466118,262.8323913043478,589.9094741663683,852.7418654707162,31.10021221792546,46.59256233490744,56.01865818575304,2000.0,structural
NGC2915,4.02,82.8,6.95,1.1401894141345938,228.22830845771148,567.2584149923352,795.4867234500467,30.28989600510375,47.75331222301954,56.54959441295037,2000.0,structural
NGC2915,4.35,83.5,7.19,1.1626540435247976,203.63609195402302,534.553583229792,738.1896751838151,29.762677970908463,48.221448413020475,56.66678998363676,2000.0,structural
NGC2915,4.68,80.4,7.85,1.14277750661073,183.73899572649574,488.36645581655125,672.105451543047,29.32402598552934,47.8074786327564,56.084342852720134,2000.0,structural
NGC2915,5.02,80.3,7.57,1.1582861136808167,164.84852589641434,461.4685711875764,626.3170970839908,28.766988024469992,48.13078253427461,56.072380254111145,2000.0,structural
NGC2915,5.35,82.1,7.92,1.1976753670679527,147.62235514018693,447.7291091842814,595.3514643244683,28.10301763156405,48.942320481725275,56.436958937702386,2000.0,structural
NGC2915,5.69,82.4,8.33,1.2246283109148228,131.38469244288225,430.4493184234878,561.83401086637,27.34188910810663,49.489964859854624,56.54056527688457,2000.0,structural
NGC2915,6.03,80.9,7.88,1.2304370046222415,117.91396351575455,408.10514249493906,526.0191060106936,26.664980780041823,49.60719715166825,56.31958104642188,2000.0,structural
NGC2915,6.36,79.0,6.15,1.2214307857707696,108.84355345911948,384.0977313744558,492.9412848335753,26.310549215096213,49.4253130646791,55.992022391958116,2000.0,structural
NGC2915,6.69,81.4,6.11,1.2501732904594332,102.81581464872944,373.743883545421,476.5596981941504,26.226662006439174,50.00346568907866,56.464009607172486,2000.0,structural
NGC2915,7.02,79.7,5.59,1.2272244761881215,99.03346153846155,349.6366029025988,448.67006444106033,26.366928148724494,49.54239550502421,56.12186608066631,2000.0,structural
NGC2915,7.36,77.5,6.33,1.19895724767329,95.33654891304346,325.8035999112201,421.1401488242635,26.48918647297421,48.96850513694062,55.67397502735528,2000.0,structural
NGC2915,7.7,79.9,6.41,1.2345172144893684,89.22848051948051,320.6538219452905,409.882302464771,26.211816037810124,49.68937943845482,56.17912182455985,2000.0,structural
NGC2915,8.03,81.5,7.86,1.25421949956455,85.07297633872976,312.3834370023786,397.4564133411084,26.136870508919003,50.08431889453125,56.494026225160304,2000.0,structural
NGC2915,8.37,82.2,7.82,1.2612232807362467,81.69789725209078,301.36757006839827,383.06546732048906,26.149787762045026,50.22396401592066,56.623828566006495,2000.0,structural
NGC2915,8.7,82.0,7.09,1.2602180606822844,78.398091954023,289.7053013062723,368.1033932602953,26.116343541927918,50.203945276886046,56.5906310387556,2000.0,structural
NGC2915,9.03,84.7,5.74,1.2858749883122287,75.97439645625693,284.80066186317356,360.7750583194305,26.192533287179383,50.71242428265934,57.07713006646758,2000.0,structural
NGC2915,9.37,86.1,5.54,1.3020713436417932,72.8984098185699,277.92344581468376,350.8218556332537,26.135380234463778,51.030801358430445,57.334115387643216,2000.0,structural
NGC2915,9.7,85.3,5.23,1.2931191066066343,70.54952577319588,266.62249620755347,337.1720219807494,26.15970947850912,50.85507067356478,57.18888539929126,2000.0,structural
NGC2915,10.04,86.5,6.45,1.311576542636169,67.18785856573706,261.27022761676676,328.45808618250385,25.97241036176658,51.21672661613917,57.42577108992389,2000.0,structural
