galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
UGC07151,0.5,24.2,2.18,-0.51,24.79,0.0,1171.28,24.795245511992817,-0.5952455119928182,0.5952455119928182,-0.024596921983174307
UGC07151,1.0,42.0,2.91,-5.39,39.13,0.0,1764.0,39.61621208892732,2.3837879110726803,2.3837879110726803,0.05675685502554001
UGC07151,1.5,59.4,2.4,-5.79,45.87,0.0,2352.24,47.07577880247434,12.32422119752566,12.32422119752566,0.20747847133881583
UGC07151,2.0,63.9,2.01,7.68,49.56,0.0,2041.605,52.138469974540506,11.761530025459493,11.761530025459493,0.18406150274584496
UGC07151,2.49,66.0,2.0,15.55,48.96,0.0,1749.3975903614457,54.513550489799286,11.486449510200714,11.486449510200714,0.1740371137909199
UGC07151,3.0,67.2,2.07,19.33,48.14,0.0,1505.28,56.23975134570712,10.960248654292883,10.960248654292883,0.1630989383079298
UGC07151,3.49,68.7,2.38,19.89,46.88,0.0,1352.3467048710602,56.63373715299072,12.066262847009284,12.066262847009284,0.17563701378470573
UGC07151,4.0,71.3,2.91,25.08,45.84,0.0,1270.9225,59.20320379165575,12.096796208344244,12.096796208344244,0.16966053588140595
UGC07151,4.49,72.5,3.21,25.36,46.88,0.0,1170.6570155902004,61.425179575597824,11.074820424402176,11.074820424402176,0.1527561437848576
UGC07151,5.01,74.0,3.41,26.06,48.01,0.0,1093.0139720558882,63.88271328332898,10.117286716671018,10.117286716671018,0.13672009076582456
UGC07151,5.5,76.2,3.17,28.3,47.84,0.0,1055.7163636363637,65.91154700029416,10.28845299970584,10.28845299970584,0.13501906823760942
