galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
D631-7,0.45,8.41,1.58,8.4,9.99,0.0,157.17355555555554,13.052206709978202,-4.642206709978202,4.642206709978202,-0.5519865291293938
D631-7,0.9,17.8,2.22,13.51,15.52,0.0,352.0444444444445,20.57645499108143,-2.7764549910814296,2.7764549910814296,-0.1559806174764848
D631-7,1.35,26.0,2.35,16.7,20.76,0.0,500.7407407407407,26.643340631384795,-0.6433406313847954,0.6433406313847954,-0.024743870437876743
D631-7,1.8,30.9,2.22,18.72,21.37,0.0,530.4499999999999,28.507836651357458,2.3921633486425407,2.3921633486425407,0.07741628960008222
D631-7,2.25,34.7,1.82,19.9,19.92,0.0,535.1511111111112,28.616126546810555,6.083873453189447,6.083873453189447,0.1753277652215979
D631-7,2.69,38.8,1.81,20.61,18.76,0.0,559.6431226765799,29.01975817876171,9.780241821238288,9.780241821238288,0.25206808817624454
D631-7,3.14,42.5,1.57,20.73,17.36,0.0,575.2388535031847,29.288705717878244,13.211294282121756,13.211294282121756,0.3108539831087472
D631-7,3.59,45.6,1.59,20.61,16.32,0.0,579.2089136490251,29.972304316557974,15.627695683442028,15.627695683442028,0.34271262463688656
D631-7,4.04,48.8,1.83,20.38,15.37,0.0,589.4653465346533,30.93177017836308,17.868229821636916,17.868229821636916,0.36615225044337946
D631-7,4.49,51.8,1.91,19.9,14.49,0.0,597.6035634743874,32.035116756818674,19.764883243181323,19.764883243181323,0.38156145257106805
D631-7,4.94,54.8,2.19,19.43,13.72,0.0,607.902834008097,33.42766248467228,21.372337515327715,21.372337515327715,0.3900061590388269
D631-7,5.39,56.6,2.73,18.84,13.04,0.0,594.352504638219,34.92960863108306,21.67039136891694,21.67039136891694,0.38286910545789643
D631-7,5.84,58.4,3.27,18.25,12.45,0.0,584.0,36.530836676236554,21.869163323763445,21.869163323763445,0.3744719747219768
D631-7,6.29,58.5,3.95,17.65,11.93,0.0,544.0779014308426,38.12961955404065,20.37038044595935,20.37038044595935,0.3482116315548607
D631-7,6.74,57.7,4.07,17.06,11.48,0.0,493.95994065281906,39.63180800812897,18.068191991871032,18.068191991871032,0.3131402424934321
D631-7,7.19,57.3,3.94,16.47,11.08,0.0,456.6467315716272,41.02006986315924,16.279930136840754,16.279930136840754,0.2841174543951266
