galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
KK98-251,0.25,4.25,2.0,1.87,2.88,0.0,72.25,3.433846240005513,0.8161537599944868,0.8161537599944868,0.1920361788222322
KK98-251,0.41,6.84,2.0,3.32,3.93,0.0,114.11121951219512,5.184331488119151,1.6556685118808492,1.6556685118808492,0.24205679998258028
KK98-251,0.57,9.56,2.0,4.8,4.8,0.0,160.33964912280703,6.8911052942939435,2.668894705706057,2.668894705706057,0.27917308637092647
KK98-251,0.74,12.3,2.0,6.44,6.36,0.0,204.44594594594597,9.227930376007631,3.0720696239923697,3.0720696239923697,0.24976175804816012
KK98-251,0.9,15.1,2.0,8.03,7.43,0.0,253.34444444444443,11.204244589721974,3.895755410278026,3.895755410278026,0.25799704703827986
KK98-251,1.07,17.5,2.0,9.79,8.56,0.0,286.21495327102804,13.369778269681209,4.130221730318791,4.130221730318791,0.23601267030393092
KK98-251,1.24,19.7,2.0,11.57,9.52,0.0,312.97580645161287,15.449606293038908,4.250393706961091,4.250393706961091,0.21575602573406555
KK98-251,1.4,21.8,2.0,13.11,10.08,0.0,339.4571428571429,17.11161447513586,4.688385524864142,4.688385524864142,0.2150635561864285
KK98-251,1.57,24.4,2.0,14.44,10.55,0.0,379.21019108280245,18.605285910836248,5.794714089163751,5.794714089163751,0.2374882823427767
KK98-251,1.72,27.3,2.0,15.54,10.95,0.0,433.30813953488376,19.903624007375214,7.396375992624787,7.396375992624787,0.27092952353936944
KK98-251,1.89,30.3,2.0,16.53,11.36,0.0,485.7619047619048,21.210246228505305,9.089753771494696,9.089753771494696,0.2999918736466896
KK98-251,2.06,32.6,2.0,17.3,11.57,0.0,515.9029126213592,22.28930651787009,10.31069348212991,10.31069348212991,0.3162789411696291
KK98-251,2.46,33.3,2.0,18.07,12.23,0.0,450.76829268292676,24.091265777407884,9.208734222592113,9.208734222592113,0.2765385652430064
KK98-251,2.79,34.6,2.0,18.07,12.94,0.0,429.0896057347671,25.150299825588647,9.449700174411355,9.449700174411355,0.27311272180379637
KK98-251,3.13,34.2,2.0,17.41,12.45,0.0,373.6869009584665,25.15916667608866,9.040833323911343,9.040833323911343,0.26435185157635505
