galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
NGC5985,3.54,223.0,8.0,-9.23,117.85,111.1,14047.74011299435,162.22523046678035,60.774769533219654,60.774769533219654,0.2725325988036756
NGC5985,4.23,230.0,6.13,-10.88,124.82,101.71,12505.910165484633,168.67556881923025,61.32443118076975,61.32443118076975,0.26662796165552066
NGC5985,4.97,248.0,5.1,-12.52,131.42,93.86,12375.050301810867,177.87819167168908,70.12180832831092,70.12180832831092,0.28274922713028594
NGC5985,5.74,258.0,6.6,-13.93,141.81,87.33,11596.515679442507,191.89477853356047,66.10522146643953,66.10522146643953,0.2562217886296106
NGC5985,6.47,263.0,7.0,-14.91,151.83,82.27,10690.726429675426,205.46358840076218,57.53641159923782,57.53641159923782,0.2187696258526153
NGC5985,7.22,272.0,6.25,-15.46,163.57,77.87,10247.091412742382,220.22761132656643,51.77238867343357,51.77238867343357,0.1903396642405646
NGC5985,8.02,287.0,4.01,-16.0,173.43,73.88,10270.448877805487,234.14254935563955,52.857450644360455,52.857450644360455,0.18417230189672631
NGC5985,8.79,289.0,7.25,-16.33,181.85,70.57,9501.820250284414,246.51908998817103,42.48091001182897,42.48091001182897,0.14699276820702065
NGC5985,9.5,292.0,6.93,-16.22,190.1,67.89,8975.157894736842,257.6487936864205,34.351206313579496,34.351206313579496,0.11764111751225854
NGC5985,10.27,302.0,10.4,-15.46,200.43,65.29,8880.62317429406,270.35640479824093,31.64359520175907,31.64359520175907,0.10478011656211612
NGC5985,11.08,302.0,10.3,-13.5,209.52,62.86,8231.407942238267,281.8802324932554,20.11976750674461,20.11976750674461,0.06662174671107486
NGC5985,11.82,304.0,10.4,-9.2,214.14,60.86,7818.612521150592,289.07807657198236,14.921923428017635,14.921923428017635,0.049085274434268536
NGC5985,12.56,303.0,10.4,5.72,217.36,59.04,7309.633757961783,294.97364170672375,8.026358293276246,8.026358293276246,0.026489631330944705
NGC5985,13.39,305.0,10.1,13.39,220.24,57.18,6947.348767737117,301.0511540778997,3.948845922100304,3.948845922100304,0.01294703581016493
NGC5985,14.1,300.0,8.78,17.64,222.33,55.72,6382.978723404255,305.6428439450382,-5.64284394503818,5.64284394503818,-0.018809479816793935
NGC5985,14.93,295.0,9.72,21.66,222.27,54.15,5828.86805090422,308.7197189337482,-13.719718933748197,13.719718933748197,-0.04650752180931592
NGC5985,15.64,294.0,5.32,24.38,221.26,52.91,5526.598465473146,310.426735970815,-16.426735970815002,16.426735970815002,-0.05587325160141157
NGC5985,16.35,290.0,5.32,26.24,221.1,51.75,5143.730886850152,312.5248064831526,-22.524806483152588,22.524806483152588,-0.07767174649362961
NGC5985,17.18,291.0,4.03,27.98,220.98,50.48,4929.045401629802,314.83500711317475,-23.835007113174754,23.835007113174754,-0.08190724093874487
NGC5985,17.89,286.0,3.25,29.72,218.99,49.47,4572.163219675796,315.4104976292242,-29.41049762922421,29.41049762922421,-0.10283390779449024
NGC5985,18.72,287.0,3.61,31.57,215.15,48.36,4400.053418803419,314.989140188424,-27.989140188424017,27.989140188424017,-0.09752313654503142
NGC5985,19.44,294.0,3.35,33.2,212.39,47.46,4446.296296296296,315.2158903555462,-21.215890355546208,21.215890355546208,-0.07216289236580342
NGC5985,20.26,290.0,3.75,35.16,210.49,46.49,4151.0365251727535,316.3994678844942,-26.399467884494186,26.399467884494186,-0.09103264787756615
NGC5985,20.98,288.0,3.04,37.01,208.75,45.68,3953.4795042898,317.30176909371266,-29.301769093712664,29.301769093712664,-0.10174225379761342
NGC5985,21.69,290.0,6.4,38.65,206.74,44.93,3877.3628400184416,317.97992835914084,-27.979928359140843,27.979928359140843,-0.09648251158324428
NGC5985,22.52,294.0,4.19,40.5,204.38,44.09,3838.188277087034,318.86668254428383,-24.866682544283833,24.866682544283833,-0.08458055287171372
NGC5985,23.23,297.0,4.12,41.91,202.43,43.41,3797.2018941024535,319.7491974122655,-22.749197412265517,22.749197412265517,-0.07659662428372228
NGC5985,24.06,293.0,5.15,43.22,200.72,42.66,3568.1213632585204,321.06814813095457,-28.06814813095457,28.06814813095457,-0.09579572740940126
NGC5985,24.77,291.0,6.21,44.2,199.42,42.04,3418.69196608801,322.17497862518445,-31.17497862518445,31.17497862518445,-0.10713051073946547
NGC5985,25.95,297.0,4.0,45.18,197.86,41.07,3399.190751445087,324.3194417254599,-27.31944172545991,27.31944172545991,-0.0919846522742758
NGC5985,28.92,292.0,4.0,43.33,193.43,38.91,2948.2710926694326,328.58590536157953,-36.585905361579535,36.585905361579535,-0.12529419644376552
NGC5985,31.76,288.0,4.0,45.72,184.74,37.13,2611.586901763224,330.0908513763995,-42.090851376399485,42.090851376399485,-0.1461487895013871
NGC5985,34.72,285.0,4.0,47.57,180.34,35.51,2339.429723502304,333.82916684767787,-48.82916684767787,48.82916684767787,-0.17133040999185217
