,ra,dec,distance,pm_ra_cosdec,pm_dec,radial_velocity,ID,StreamName,TrackName
0,298.18216814851223,-29.913159157392858,26.83994786642687,0.0,0.0,0.0,1.0,20.0-1,20.0-1-M18
1,157.51043124647902,15.343948560876001,15.929408526687904,1.1102230246251565e-15,2.220446049250313e-16,296.26515013100527,2.0,300S,300S-F18
2,19.837355804743652,-26.863125248564497,21.478243775239648,-0.09999157794391816,-0.9599976401950215,-108.9546151783936,3.0,AAU-ATLAS,AAU-ATLAS-L21
3,20.29300371880518,-26.23355186572417,21.981943139079153,-0.06470298207278807,-0.9351785995214339,-110.89244816339463,4.0,AAU-AliqaUma,AAU-AliqaUma-L21
4,128.51898202124207,52.59559991950584,11.699999999999994,0.3420361224287466,-0.609662805266282,2.1051917824680845e-15,5.0,ACS,ACS-R21
5,244.604605842248,10.300418553972733,3.6563816859299156,0.0,0.0,-999.0,6.0,Acheron,Acheron-G09
6,24.95547707814855,-56.984491954755576,1.8002637451402963,0.0,0.0,0.0,7.0,Alpheus,Alpheus-G13
7,344.9064233935819,-8.78238980891426,4.0886295820662015,6.387980126531924,-28.458880788870005,-205.47864501101458,8.0,Aquarius,Aquarius-W11
8,145.87052300925814,1.7934876361964092,1.0000000000000007,-0.6180341016071249,0.8202823823346963,17.63030544806154,9.0,C-10,C-10-I24
9,106.66600286938663,47.989152700665215,1.0000000000000002,5.513368534387578,-1.1531637830749661,-6.586265691093122,10.0,C-11,C-11-I24
10,96.4532835417892,-29.802343297830244,1.0,-0.7201286104530302,-1.4747338841734212,280.28315168816175,11.0,C-12,C-12-I24
11,34.23616547680704,44.11212651340089,1.0000000000000002,3.135986995498982,2.2763095831168414,1789.4607253491436,12.0,C-13,C-13-I24
12,354.98633167946286,21.269701513542334,18.0,1.2308923454775575,-3.0838651375849313,-189.44000000000014,13.0,C-19,C-19-I21
13,358.00227197299165,11.581386047246276,0.9999999999999998,-0.7426547174240228,1.5539344057545699,-118.70314421606331,14.0,C-20,C-20-I24
14,199.27362753331096,16.96465760767232,1.0000000000000009,1.8114824216820686,-3.496174070344849,143.0259038352076,15.0,C-22,C-22-I24
15,195.12209276345897,44.236532307162854,1.0,-5.735743255177783,0.008243587027234156,-214.16367669821238,16.0,C-23,C-23-I24
16,153.23227372071509,52.08877365737246,1.0000000000000002,0.7739891669215337,-0.4895378115301394,-49.30355370694923,17.0,C-24,C-24-I24
17,111.32037464009082,39.82585503943442,1.0,5.9618713101391645,-1.5854134452897208,-16.89388802828673,18.0,C-25,C-25-I24
18,226.56032847206527,82.67378275022635,3.5539597293584633,-17.055212040357098,7.033843283693834,1000.0000000000001,19.0,C-4,C-4-I21
19,116.65843086104648,35.21409854912786,4.29986341538193,-0.7907375590724222,-10.082874782124712,66.58692127942683,20.0,C-5,C-5-I21
