Structural coupling rotation pipeline run log
started_at: 2026-03-23T17:27:34.723304
project_root: C:\Users\mincu\Desktop\topological_gravity_project
data_dir: C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized
output_root: C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_structural_coupling
run_dir: C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_structural_coupling\2026-03-23_172734_local_structural_coupling_v4
beta_mode: local_structural_coupling_v4
beta_value: 200.0
n_input_files: 175
------------------------------------------------------------------------
[141/175] [OK] UGC06973 | beta_mean=71.9338 | eta_mean=0.459335 | ratio_max=0.576189 | sigma_flip=1801.01 | rmse=58.5616 | mafe=0.274224
[142/175] [OK] UGC06983 | beta_mean=75.574 | eta_mean=0.432667 | ratio_max=0.521941 | sigma_flip=8.35334 | rmse=56.0452 | mafe=0.521285
[143/175] [OK] UGC07089 | beta_mean=71.1364 | eta_mean=0.442898 | ratio_max=0.561393 | sigma_flip=45.6268 | rmse=26.8309 | mafe=0.317932
[144/175] [OK] UGC07125 | beta_mean=81.1673 | eta_mean=0.442731 | ratio_max=0.588883 | sigma_flip=6.07292 | rmse=24.3545 | mafe=0.374107
[145/175] [OK] UGC07151 | beta_mean=75.464 | eta_mean=0.479075 | ratio_max=0.573122 | sigma_flip=142.107 | rmse=28.6683 | mafe=0.379346
[146/175] [OK] UGC07232 | beta_mean=87.887 | eta_mean=0.462808 | ratio_max=0.558685 | sigma_flip=587.236 | rmse=13.7198 | mafe=0.267955
[147/175] [OK] UGC07261 | beta_mean=70.2459 | eta_mean=0.446972 | ratio_max=0.553148 | sigma_flip=103.811 | rmse=30.0877 | mafe=0.367615
[148/175] [OK] UGC07323 | beta_mean=99.9929 | eta_mean=0.466705 | ratio_max=0.608918 | sigma_flip=48.8523 | rmse=25.0497 | mafe=0.276502
[149/175] [OK] UGC07399 | beta_mean=71.0807 | eta_mean=0.458207 | ratio_max=0.579362 | sigma_flip=48.9773 | rmse=61.8887 | mafe=0.655813
[150/175] [OK] UGC07524 | beta_mean=93.9968 | eta_mean=0.422354 | ratio_max=0.487996 | sigma_flip=6.86911 | rmse=31.4916 | mafe=0.467614
[151/175] [OK] UGC07559 | beta_mean=69.1079 | eta_mean=0.451689 | ratio_max=0.574626 | sigma_flip=44.2096 | rmse=9.99836 | mafe=0.325713
[152/175] [OK] UGC07577 | beta_mean=90.311 | eta_mean=0.459567 | ratio_max=0.612403 | sigma_flip=47.0228 | rmse=4.19881 | mafe=0.327642
[153/175] [OK] UGC07603 | beta_mean=62.6287 | eta_mean=0.458361 | ratio_max=0.598495 | sigma_flip=52.0903 | rmse=33.8196 | mafe=0.540573
[154/175] [OK] UGC07608 | beta_mean=98.8344 | eta_mean=0.470284 | ratio_max=0.419733 | sigma_flip=2.33659 | rmse=31.2292 | mafe=0.591983
[155/175] [OK] UGC07690 | beta_mean=73.9093 | eta_mean=0.452412 | ratio_max=0.596006 | sigma_flip=226.436 | rmse=24.9066 | mafe=0.414282
[156/175] [OK] UGC07866 | beta_mean=58.9888 | eta_mean=0.441871 | ratio_max=0.548715 | sigma_flip=16.4892 | rmse=12.2083 | mafe=0.415938
[157/175] [OK] UGC08286 | beta_mean=78.3974 | eta_mean=0.484169 | ratio_max=0.611963 | sigma_flip=34.7212 | rmse=47.34 | mafe=0.581477
[158/175] [OK] UGC08490 | beta_mean=75.4075 | eta_mean=0.512635 | ratio_max=0.593033 | sigma_flip=24.3829 | rmse=49.6071 | mafe=0.628883
[159/175] [OK] UGC08550 | beta_mean=88.2772 | eta_mean=0.502575 | ratio_max=0.588546 | sigma_flip=80.5464 | rmse=31.9877 | mafe=0.568224
[160/175] [OK] UGC08699 | beta_mean=74.6465 | eta_mean=0.448894 | ratio_max=0.732629 | sigma_flip=503.819 | rmse=60.4926 | mafe=0.303085
[161/175] [OK] UGC08837 | beta_mean=63.1026 | eta_mean=0.445695 | ratio_max=0.546222 | sigma_flip=17.0616 | rmse=13.4336 | mafe=0.370824
[162/175] [OK] UGC09037 | beta_mean=72.7405 | eta_mean=0.486564 | ratio_max=0.380326 | sigma_flip=17.5446 | rmse=35.3979 | mafe=0.240724
[163/175] [OK] UGC09133 | beta_mean=71.7716 | eta_mean=0.489815 | ratio_max=0.457877 | sigma_flip=915.871 | rmse=64.3954 | mafe=0.22313
[164/175] [OK] UGC09992 | beta_mean=77.8996 | eta_mean=0.454862 | ratio_max=0.561054 | sigma_flip=17.1681 | rmse=13.0401 | mafe=0.403308
[165/175] [OK] UGC10310 | beta_mean=97.6657 | eta_mean=0.474905 | ratio_max=0.605669 | sigma_flip=31.9547 | rmse=29.9317 | mafe=0.407517
[166/175] [OK] UGC11455 | beta_mean=85.7606 | eta_mean=0.453152 | ratio_max=0.364567 | sigma_flip=383.732 | rmse=49.0638 | mafe=0.240839
[167/175] [OK] UGC11557 | beta_mean=93.3605 | eta_mean=0.464556 | ratio_max=0.695591 | sigma_flip=134.424 | rmse=24.2069 | mafe=0.931678
[168/175] [OK] UGC11820 | beta_mean=84.963 | eta_mean=0.44431 | ratio_max=0.530124 | sigma_flip=41.4545 | rmse=31.928 | mafe=0.410501
[169/175] [OK] UGC11914 | beta_mean=71.2793 | eta_mean=0.425238 | ratio_max=0.632761 | sigma_flip=403.621 | rmse=60.7582 | mafe=0.197912
[170/175] [OK] UGC12506 | beta_mean=62.3674 | eta_mean=0.467627 | ratio_max=0.37688 | sigma_flip=52.4111 | rmse=85.891 | mafe=0.375861
[171/175] [OK] UGC12632 | beta_mean=78.1721 | eta_mean=0.454979 | ratio_max=0.469251 | sigma_flip=5.04307 | rmse=36.1356 | mafe=0.571961
[172/175] [OK] UGC12732 | beta_mean=70.7409 | eta_mean=0.474532 | ratio_max=0.513878 | sigma_flip=9.96941 | rmse=44.3433 | mafe=0.56058
[173/175] [OK] UGCA281 | beta_mean=83.3123 | eta_mean=0.453311 | ratio_max=0.638369 | sigma_flip=383.547 | rmse=9.43417 | mafe=0.28004
[174/175] [OK] UGCA442 | beta_mean=92.5495 | eta_mean=0.47099 | ratio_max=0.661973 | sigma_flip=28.9637 | rmse=30.8627 | mafe=0.559325
[175/175] [OK] UGCA444 | beta_mean=77.7876 | eta_mean=0.408067 | ratio_max=0.633869 | sigma_flip=64.7067 | rmse=16.7295 | mafe=0.564328
------------------------------------------------------------------------
finished_at: 2026-03-23T17:28:18.241362
successful_files: 175
failed_files: 0
summary_csv: C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_structural_coupling\2026-03-23_172734_local_structural_coupling_v4\summaries\rotation_pipeline_summary_local_structural_coupling_v4.csv
