galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC6195,SPARC,1.33,175,13.6,0,53.18,236.8,242.6980684
NGC6195,SPARC,2.34,237,3.65,0,84.9,258.48,272.0660221
NGC6195,SPARC,3.33,247,3.81,0,110.89,258.69,281.4553396
NGC6195,SPARC,4.34,242,3.56,0,133.39,255.32,288.0645665
NGC6195,SPARC,5.35,240,4.2,0.11,152.34,247.96,291.0182972
NGC6195,SPARC,6.34,233,4.59,0,168.35,242.98,295.6027789
NGC6195,SPARC,7.34,233,4.63,0,182.51,235.83,298.2041063
NGC6195,SPARC,8.32,247,6.41,1.96,192.78,226.67,297.5689145
NGC6195,SPARC,9.34,248,7.64,15.34,198.8,216.7,294.4752037
NGC6195,SPARC,10.38,242,9.05,25.14,207.14,206.98,293.9042694
NGC6195,SPARC,11.36,252,12.5,33.65,211.69,198.54,292.16966
NGC6195,SPARC,12.34,245,8.72,41.56,213.57,190.81,289.3921813
NGC6195,SPARC,13.32,247,4.44,48.79,217.57,183.83,288.9820719
NGC6195,SPARC,14.3,238,9.29,54.63,223.69,177.48,290.7246178
NGC6195,SPARC,15.47,249,9.98,60.46,231.69,170.69,294.0590822
NGC6195,SPARC,16.35,250,6.15,63.83,234.56,166.06,294.3952889
NGC6195,SPARC,17.92,253,6.96,68.08,238.09,158.63,294.0836809
NGC6195,SPARC,19.1,258,15.4,69.27,241.54,153.66,294.5357365
NGC6195,SPARC,22.52,254,6.51,67.69,240.74,141.52,287.3422943
NGC6195,SPARC,26.05,256,7.73,66.4,225.1,131.58,269.0581097
NGC6195,SPARC,29.48,255,8.5,63.14,208.87,123.68,250.8188169
NGC6195,SPARC,33,244,5.75,61.55,195.11,116.89,235.6259466
NGC6195,SPARC,36.43,246,4.24,65.91,185.57,111.25,226.1789457
