galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC04278,SPARC,0.14,5.23,5.31,-0.97,4.32,0,4.32
UGC04278,SPARC,0.42,15.4,7.78,0.23,11.34,0,11.34233221
UGC04278,SPARC,0.69,24.4,4,3.77,17.59,0,17.98946914
UGC04278,SPARC,0.97,32.1,4,5.25,23.49,0,24.06953676
UGC04278,SPARC,1.25,34.6,4,5.18,27.96,0,28.43578731
UGC04278,SPARC,1.52,37.9,4,-5.25,30.3,0,30.3
UGC04278,SPARC,1.8,40.5,4,-9.36,30.65,0,30.65
UGC04278,SPARC,2.07,43,4,-9.36,30.82,0,30.82
UGC04278,SPARC,2.35,45.1,4,-7.81,31.07,0,31.07
UGC04278,SPARC,2.63,45.6,4,-5.6,31.29,0,31.29
UGC04278,SPARC,2.91,49.2,13,-4.88,31.96,0,31.96
UGC04278,SPARC,3.19,50.3,4,-6.06,32.66,0,32.66
UGC04278,SPARC,3.46,53.7,4.19,-7.65,33.34,0,33.34
UGC04278,SPARC,3.74,58,7.53,-8.9,33.79,0,33.79
UGC04278,SPARC,4.01,64.4,4,-9.52,33.93,0,33.93
UGC04278,SPARC,4.29,67.5,4,-10.37,34.12,0,34.12
UGC04278,SPARC,4.57,71.3,4,-8.76,34.51,0,34.51
UGC04278,SPARC,4.85,75.6,4,1.41,34.99,0,35.01839802
UGC04278,SPARC,5.13,80,4,9.52,35.27,0,36.53222276
UGC04278,SPARC,5.4,82.8,4,17.13,35.21,0,39.15585525
UGC04278,SPARC,5.68,84.8,15.7,23.98,35.26,0,42.64162286
UGC04278,SPARC,5.86,86.3,16.8,27.31,35.38,0,44.69430053
UGC04278,SPARC,6.36,90.2,8.07,36.83,34.91,0,50.74600477
UGC04278,SPARC,6.51,91.3,4,39.02,34.54,0,52.11115044
UGC04278,SPARC,6.69,92.8,8.75,38.64,34.02,0,51.48213282
