galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC0801,SPARC,1.17,123,6.2,2.58,183.66,0,183.6781206
NGC0801,SPARC,1.56,142,6.2,3.43,210.66,0,210.6879221
NGC0801,SPARC,1.96,205,6.2,4.28,232.37,0,232.4094131
NGC0801,SPARC,2.73,228,6.2,5.96,264.64,0,264.7071046
NGC0801,SPARC,3.52,238,6.2,7.61,281.54,0,281.64283
NGC0801,SPARC,10.59,229,4.2,23.2,269.17,0,270.1679642
NGC0801,SPARC,17.65,225,6.9,37.46,243.6,0,246.4634082
NGC0801,SPARC,24.61,220,4,47.21,226.69,0,231.5537523
NGC0801,SPARC,31.67,222,2.4,59.26,219.45,0,227.3104707
NGC0801,SPARC,38.74,219,4.1,61.77,202.4,0,211.6159089
NGC0801,SPARC,45.8,214,4.7,58.45,183.36,0,192.4507524
NGC0801,SPARC,52.86,216,2.6,58.96,169.7,0,179.6506933
NGC0801,SPARC,59.82,216,8.8,66.89,158.21,0,171.7692528
