galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
F583-1,SPARC,0.26,14.6,13,-0.5,5.06,0,5.06
F583-1,SPARC,0.44,10,7,-0.86,8.17,0,8.17
F583-1,SPARC,0.77,10.7,7.13,-1.55,13.14,0,13.14
F583-1,SPARC,0.89,17.4,9.6,-1.78,14.55,0,14.55
F583-1,SPARC,1.22,23.5,11.2,-2.43,17.29,0,17.29
F583-1,SPARC,1.55,31,5.2,-2.98,18.37,0,18.37
F583-1,SPARC,1.8,32.3,2.41,-3.18,18.25,0,18.25
F583-1,SPARC,2.21,40.9,5.9,-3.53,19.06,0,19.06
F583-1,SPARC,2.31,43.8,4.26,-3.66,19.39,0,19.39
F583-1,SPARC,2.54,44.8,4.5,-4.08,20.16,0,20.16
F583-1,SPARC,3.1,51.7,12.7,-5.16,22.16,0,22.16
F583-1,SPARC,3.43,55.7,4.5,-4.94,23.71,0,23.71
F583-1,SPARC,3.86,59.4,9.85,-3.07,24.94,0,24.94
F583-1,SPARC,4.09,62,4.5,1.31,25.34,0,25.37383889
F583-1,SPARC,4.37,63,3.2,4.42,25.74,0,26.11673793
F583-1,SPARC,4.76,66.6,6.9,7.13,26.09,0,27.04671884
F583-1,SPARC,5.4,71.3,2.95,11.25,26.17,0,28.48563498
F583-1,SPARC,5.86,72.3,15.5,13.88,25.92,0,29.40239446
F583-1,SPARC,6.08,73.4,6,14.94,25.73,0,29.75292423
F583-1,SPARC,6.43,72.4,5.81,16.72,25.39,0,30.40083058
F583-1,SPARC,6.97,77.1,12.1,19.67,24.74,0,31.6065895
F583-1,SPARC,7.96,80.3,13.5,24.09,23.76,0,33.83586411
F583-1,SPARC,10.29,84.7,6,31.66,22.09,0,38.60471085
F583-1,SPARC,15.49,86.9,5.6,39.34,17.78,0,43.17133308
F583-1,SPARC,16.26,85.8,8.6,39.55,17.09,0,43.08445892
