galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC2915,SPARC,0.34,13.5,10.1,4.08,44.78,0,44.96548454
NGC2915,SPARC,0.67,31.3,12.5,7.65,48.88,0,49.47501289
NGC2915,SPARC,1,35.3,13.4,10.36,46.82,0,47.95249733
NGC2915,SPARC,1.34,50.5,9.38,11.92,43.88,0,45.47021883
NGC2915,SPARC,1.68,61,10.1,12.33,40.74,0,42.56496799
NGC2915,SPARC,2.01,66.5,11.9,12.44,38.01,0,39.99392079
NGC2915,SPARC,2.34,74.4,11.6,12.54,35.66,0,37.80062433
NGC2915,SPARC,2.67,83,9.17,12.44,33.66,0,35.88522259
NGC2915,SPARC,3.01,86.4,7.66,12.13,31.74,0,33.97888315
NGC2915,SPARC,3.35,83.6,8.18,12.02,29.95,0,32.27201419
NGC2915,SPARC,3.68,79.8,7.93,12.54,28.46,0,31.10021222
NGC2915,SPARC,4.02,82.8,6.95,13.47,27.13,0,30.28989601
NGC2915,SPARC,4.35,83.5,7.19,14.61,25.93,0,29.76267797
NGC2915,SPARC,4.68,80.4,7.85,15.44,24.93,0,29.32402599
NGC2915,SPARC,5.02,80.3,7.57,15.86,24,0,28.76698802
NGC2915,SPARC,5.35,82.1,7.92,15.86,23.2,0,28.10301763
NGC2915,SPARC,5.69,82.4,8.33,15.65,22.42,0,27.34188911
NGC2915,SPARC,6.03,80.9,7.88,15.44,21.74,0,26.66498078
NGC2915,SPARC,6.36,79,6.15,15.65,21.15,0,26.31054922
NGC2915,SPARC,6.69,81.4,6.11,16.27,20.57,0,26.22666201
NGC2915,SPARC,7.02,79.7,5.59,17.1,20.07,0,26.36692815
NGC2915,SPARC,7.36,77.5,6.33,17.83,19.59,0,26.48918647
NGC2915,SPARC,7.7,79.9,6.41,17.93,19.12,0,26.21181604
NGC2915,SPARC,8.03,81.5,7.86,18.24,18.72,0,26.13687051
NGC2915,SPARC,8.37,82.2,7.82,18.65,18.33,0,26.14978776
NGC2915,SPARC,8.7,82,7.09,18.97,17.95,0,26.11634354
NGC2915,SPARC,9.03,84.7,5.74,19.38,17.62,0,26.19253329
NGC2915,SPARC,9.37,86.1,5.54,19.59,17.3,0,26.13538023
NGC2915,SPARC,9.7,85.3,5.23,19.9,16.98,0,26.15970948
NGC2915,SPARC,10.04,86.5,6.45,19.9,16.69,0,25.97241036
