galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC06787,SPARC,0.12,134,41.1,-0.73,7.68,179.06,179.2246244
UGC06787,SPARC,0.24,208,35.5,-0.84,14.95,278.38,278.7811452
UGC06787,SPARC,0.35,252,27.1,-0.93,21.23,309.46,310.18737
UGC06787,SPARC,0.47,272,11.6,-1.09,27.71,321.2,322.3930584
UGC06787,SPARC,0.59,276,12.6,-1.27,33.83,323.58,325.3436419
UGC06787,SPARC,0.71,271,16.3,-1.49,39.63,323.15,325.5709744
UGC06787,SPARC,0.83,266,11.9,-1.72,45.13,320.31,323.4736666
UGC06787,SPARC,0.94,262,12.2,-1.96,49.93,316.84,320.7500436
UGC06787,SPARC,1.06,260,12.1,-2.21,54.94,314.79,319.5483495
UGC06787,SPARC,1.18,260,11.9,-2.45,59.69,313.21,318.8469856
UGC06787,SPARC,1.3,259,8.04,-2.69,64.21,311.21,317.7649889
UGC06787,SPARC,1.42,257,10.2,-2.93,68.53,309.11,316.6154655
UGC06787,SPARC,1.53,254,9.68,-3.17,72.32,306.55,314.9652122
UGC06787,SPARC,1.66,244,4.95,-3.41,76.57,303.54,313.0487127
UGC06787,SPARC,1.89,228,9.83,-3.87,83.6,297.2,308.7341899
UGC06787,SPARC,2.01,220,18.6,-4.09,87.03,293.4,306.0355876
UGC06787,SPARC,2.13,215,4.11,-4.3,90.32,289.39,303.1571779
UGC06787,SPARC,2.24,213,16.1,-4.5,93.19,285.56,300.3812406
UGC06787,SPARC,3.1,228,9.59,-5.53,112.13,255.35,278.8848497
UGC06787,SPARC,3.79,236,7.22,-5.65,121.66,232.68,262.5664449
UGC06787,SPARC,3.9,236,7.24,-5.61,122.76,229.34,260.1285321
UGC06787,SPARC,4.14,237,8.26,-5.45,124.89,222.83,255.4422068
UGC06787,SPARC,4.25,237,4.07,-5.32,125.78,219.95,253.374448
UGC06787,SPARC,4.37,237,4.04,-5.15,126.75,216.93,251.2452734
UGC06787,SPARC,4.49,237,1.94,-4.93,127.73,214.04,249.2550391
UGC06787,SPARC,4.61,237,1.49,-4.62,128.73,211.23,247.3651669
UGC06787,SPARC,4.72,236,2.38,-4.24,129.65,208.76,245.7434843
UGC06787,SPARC,5.16,235,2.4,-1.43,133.7,199.77,240.3824929
UGC06787,SPARC,5.43,234,4.05,3.32,136.22,194.84,237.7594086
UGC06787,SPARC,5.56,233,3.03,4.2,137.4,192.59,236.6163733
UGC06787,SPARC,5.67,233,2.48,4.99,138.33,190.72,235.6569698
UGC06787,SPARC,5.79,233,3.03,5.73,139.24,188.73,234.6052502
UGC06787,SPARC,5.91,232,6.7,6.43,139.93,186.59,233.3186188
UGC06787,SPARC,6.03,232,7.44,7.14,140.45,184.7,232.1449377
UGC06787,SPARC,6.2,232,1.64,8.18,141.04,182.21,230.5638265
UGC06787,SPARC,6.5,233,14.3,9.96,142.01,177.9,227.8474308
UGC06787,SPARC,6.85,235,7.57,11.78,143.12,173.33,225.0897414
UGC06787,SPARC,6.98,236,3.05,12.31,143.59,171.7,224.1662646
UGC06787,SPARC,7.09,236,2.91,12.85,144.05,170.36,223.4682407
UGC06787,SPARC,7.21,237,4.07,13.38,144.62,168.93,222.7808648
UGC06787,SPARC,7.22,238,2.02,13.48,144.67,168.82,222.7359686
UGC06787,SPARC,7.33,238,6.76,13.91,145.21,167.55,222.1540787
UGC06787,SPARC,7.45,239,3.49,14.44,145.73,166.2,221.5134003
UGC06787,SPARC,7.56,240,10.1,14.86,146.08,164.99,220.8662177
UGC06787,SPARC,8.26,247,0.85,17.52,144.87,157.97,215.0553143
UGC06787,SPARC,8.98,252,8.91,19.64,141.68,151.5,208.3535505
UGC06787,SPARC,9.09,253,7.13,19.85,141.18,150.58,207.3647783
UGC06787,SPARC,9.3,254,0.73,20.28,140.17,148.87,205.4779409
UGC06787,SPARC,10.32,253,0.96,21.76,134.57,141.32,196.351534
UGC06787,SPARC,11.38,247,1.99,22.29,131.1,134.58,189.1978607
UGC06787,SPARC,12.4,238,3.15,22.29,127.84,128.93,182.9285505
