galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC06614,SPARC,3.23,194,16.7,-7.97,37.15,248.5,251.2615619
UGC06614,SPARC,9.18,172,8.1,-15.63,83.53,176.71,195.4576297
UGC06614,SPARC,10.64,170,10.7,-16.24,92.09,164.32,188.3656829
UGC06614,SPARC,11.58,170,6.8,-16.14,99.29,157.52,186.2016501
UGC06614,SPARC,12.52,171,6.8,-16.04,107.74,151.54,185.9362235
UGC06614,SPARC,13.57,172,12.1,-16.04,120.8,145.51,189.1184816
UGC06614,SPARC,15.76,174,19.6,-15.53,131.65,135.02,188.5792218
UGC06614,SPARC,24.94,193,23.2,18.69,111.71,107.35,156.0527561
UGC06614,SPARC,26.3,194,23,21.04,108.26,104.53,151.9520651
UGC06614,SPARC,34.96,201,7.2,34.22,92.64,90.67,134.0679936
UGC06614,SPARC,36.84,202,17.1,37.39,88.8,88.32,130.7052964
UGC06614,SPARC,47.38,205,16,54.35,75.25,77.88,121.1683927
UGC06614,SPARC,64.59,204,16,61.29,63.17,66.7,110.4346096
