galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
F574-1,SPARC,0.47,15.3,4.4,0.25,12.99,0,12.99240547
F574-1,SPARC,1.41,41,4.36,0.88,32.88,0,32.89177405
F574-1,SPARC,2.35,60.7,4.4,1.88,41.13,0,41.17294379
F574-1,SPARC,3.29,74.9,4.4,3.41,42.43,0,42.56680632
F574-1,SPARC,4.22,83,6.28,5.43,44.37,0,44.70102683
F574-1,SPARC,5.17,86.8,4.4,7.8,46.69,0,47.33704786
F574-1,SPARC,6.11,89.4,4.4,10.44,48.85,0,49.95313904
F574-1,SPARC,7.05,92.5,4.4,13.15,49.34,0,51.06229627
F574-1,SPARC,7.99,94.7,4.4,16.07,50.15,0,52.66182109
F574-1,SPARC,8.92,96.3,4.4,18.98,49.17,0,52.70606512
F574-1,SPARC,9.87,97.8,4.4,21.99,49.76,0,54.40236851
F574-1,SPARC,10.79,98.8,4.62,25,50.33,0,56.19705419
F574-1,SPARC,11.8,99.5,4.4,27.82,50.68,0,57.81362123
F574-1,SPARC,12.6,99.7,5.14,30.02,50.19,0,58.48278807
