galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC02487,SPARC,9.93,377,10.3,-13.26,255.96,207.88,329.7417414
UGC02487,SPARC,10.05,377,19.7,-13.37,257.66,206.72,330.3359411
UGC02487,SPARC,10.35,378,10.8,-13.47,261.62,204.38,331.9882661
UGC02487,SPARC,15.07,367,10.7,-11.85,272.35,172.87,322.5810897
UGC02487,SPARC,20.09,364,6.67,13.97,269.96,151.39,309.8265557
UGC02487,SPARC,25.12,375,6.19,27.34,262.34,134.72,296.174323
UGC02487,SPARC,30.14,383,3.82,34.12,253.37,123.32,283.8456512
UGC02487,SPARC,35.17,378,2.21,36.15,235.34,114.11,264.0318735
UGC02487,SPARC,40.19,364,4,36.15,219.18,106.71,246.442121
UGC02487,SPARC,45.21,349,3,35.84,206.41,100.63,232.4134045
UGC02487,SPARC,50.24,338,3.08,37.87,194.11,95.47,219.6072629
UGC02487,SPARC,55.26,332,2.19,41.62,183.23,91.03,208.7867769
UGC02487,SPARC,60.28,330,1.61,44.55,174.98,87.16,200.4983005
UGC02487,SPARC,65.31,329,2.2,46.17,166.27,83.74,191.8065937
UGC02487,SPARC,70.33,330,3.53,46.48,159.17,80.69,184.4081218
UGC02487,SPARC,75.35,332,13.4,44.86,152.96,77.96,177.4456052
UGC02487,SPARC,80.38,333,15.3,42.32,147.51,75.48,171.0187501
