galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC05750,SPARC,0.31,3.1,4.5,1,4.05,0,4.171630377
UGC05750,SPARC,1.47,15.7,8.5,4.69,16.67,0,17.31718799
UGC05750,SPARC,2.52,28,10,7.69,21.39,0,22.73033656
UGC05750,SPARC,3.35,36,11,9.58,24.52,0,26.32502232
UGC05750,SPARC,4.09,43.6,4.5,11.47,24.68,0,27.21512998
UGC05750,SPARC,4.82,49.8,4.5,13,26.85,0,29.83156885
UGC05750,SPARC,6.6,61.5,4.5,16.38,35.05,0,38.68858876
UGC05750,SPARC,7.86,68.1,12.2,18.53,38.67,0,42.88041278
UGC05750,SPARC,9.43,73.4,12.2,20.89,42.63,0,47.4732451
UGC05750,SPARC,11.43,77.6,11,23.34,39.29,0,45.69966849
UGC05750,SPARC,22.85,78.9,11,36.96,26.56,0,45.51346174
