galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC0300,SPARC,0.91,33.1,3.9,0,31.52,0,31.52
NGC0300,SPARC,1.36,46.7,2.7,0,37.5,0,37.5
NGC0300,SPARC,1.82,53.9,4.7,0,42.04,0,42.04
NGC0300,SPARC,2.27,58.8,2.5,2.86,46.16,0,46.24851565
NGC0300,SPARC,2.72,65.6,2.6,7.4,48.37,0,48.9327794
NGC0300,SPARC,3.17,70.8,2.7,8.38,49.78,0,50.48041997
NGC0300,SPARC,3.63,82.1,4.9,8.42,50.48,0,51.17740517
NGC0300,SPARC,4.08,84.1,6.6,9.19,50.65,0,51.47697155
NGC0300,SPARC,4.54,83.4,6.2,12,50.39,0,51.79915154
NGC0300,SPARC,4.99,81.5,2.7,12.98,49.84,0,51.50248538
NGC0300,SPARC,5.45,80.8,4,13.57,49.05,0,50.89250829
NGC0300,SPARC,5.9,82.8,12.4,15.44,48.12,0,50.53640272
NGC0300,SPARC,6.36,88.2,11.7,20.16,47.07,0,51.20557099
NGC0300,SPARC,6.81,88.5,8.5,24.2,45.98,0,51.95960354
NGC0300,SPARC,7.26,88.4,8.9,27.05,44.86,0,52.38436885
NGC0300,SPARC,7.71,88.2,10.8,28.23,43.73,0,52.05041594
NGC0300,SPARC,8.17,89.5,3.1,27.84,42.59,0,50.88195849
NGC0300,SPARC,8.62,89.7,9.5,26.95,41.5,0,49.48285056
NGC0300,SPARC,9.07,93.7,7.3,26.46,40.45,0,48.33564006
NGC0300,SPARC,9.53,97,5.7,26.26,39.41,0,47.35753055
NGC0300,SPARC,9.96,96.2,1.5,25.18,38.5,0,46.00306946
NGC0300,SPARC,10.45,94.8,2.1,24.1,37.5,0,44.57645118
NGC0300,SPARC,10.93,92.5,13.9,23.02,36.62,0,43.25441943
NGC0300,SPARC,11.32,92.8,10.6,22.03,35.97,0,42.18011143
NGC0300,SPARC,11.8,93.5,12.1,21.74,35.19,0,41.36379697
