galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC08550,SPARC,0.49,25,2.04,3.42,17.04,0,17.37981588
UGC08550,SPARC,0.97,42.5,2.7,4.1,26.7,0,27.01295985
UGC08550,SPARC,1.47,48,2.15,10.21,28.91,0,30.65994455
UGC08550,SPARC,1.95,49.2,2.08,12.59,27.91,0,30.61823313
UGC08550,SPARC,2.44,50.4,2.06,13.04,24.63,0,27.86895226
UGC08550,SPARC,2.92,51.6,2.04,12.14,22.08,0,25.19734113
UGC08550,SPARC,3.41,53.2,2,13.38,20.22,0,24.24608834
UGC08550,SPARC,3.89,55.1,2.05,14.95,18.69,0,23.93362906
UGC08550,SPARC,4.39,57.8,2.24,18.33,17.42,0,25.28725568
UGC08550,SPARC,4.88,57.3,2,21.25,16.4,0,26.84255018
UGC08550,SPARC,5.36,57.5,2,22.04,15.57,0,26.98493098
