galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC09133,SPARC,0.32,284,34.7,-3.24,26.79,189.88,191.760576
UGC09133,SPARC,0.63,282,18.8,-2.41,50.47,292.13,296.457683
UGC09133,SPARC,0.95,281,12.6,-0.21,72.14,320.6,328.6160976
UGC09133,SPARC,1.26,280,10.6,2.45,90.82,326.59,338.9915972
UGC09133,SPARC,1.58,280,10.8,3.54,108.12,325.9,343.3850259
UGC09133,SPARC,1.89,279,7.67,4.4,123.29,320.4,343.3306629
UGC09133,SPARC,2.21,279,11.2,5.23,137.43,313.32,342.1750724
UGC09133,SPARC,2.52,279,4.45,6.01,149.84,305.5,340.3210186
UGC09133,SPARC,2.84,279,5.03,6.75,161.33,297.22,338.2494047
UGC09133,SPARC,3.15,279,4.26,7.48,171.56,290.7,337.6318616
UGC09133,SPARC,3.47,279,4.14,8.19,181.11,286.88,339.364174
UGC09133,SPARC,3.79,279,5.73,8.9,189.8,283.42,341.2186197
UGC09133,SPARC,4.1,280,4.52,9.6,197.34,279.37,342.1736876
UGC09133,SPARC,4.42,280,4.86,10.25,204.41,274.03,342.024782
UGC09133,SPARC,4.73,280,1.59,10.97,210.6,267.5,340.6302261
UGC09133,SPARC,5.05,281,1.85,11.69,215.35,260.4,338.1130559
UGC09133,SPARC,5.36,282,4.81,12.31,218.91,253.49,335.1571337
UGC09133,SPARC,5.68,282,20.3,13.02,222.04,246.69,332.1554427
UGC09133,SPARC,5.99,283,12.8,13.74,224.98,240.45,329.5769872
UGC09133,SPARC,6.31,284,8.08,14.46,228.22,234.35,327.4345469
UGC09133,SPARC,6.62,284,7.81,15.07,231.93,228.92,326.2253764
UGC09133,SPARC,6.94,285,10.4,15.79,235.94,223.68,325.4992321
UGC09133,SPARC,7.57,286,6.82,17.23,242.45,214.14,323.9364367
UGC09133,SPARC,7.89,287,13.4,17.95,243.91,209.75,322.1945889
UGC09133,SPARC,8.2,287,10.5,18.77,244.06,205.73,319.7537012
UGC09133,SPARC,8.31,288,2.93,18.97,244.14,204.35,318.9406261
UGC09133,SPARC,8.52,288,5.58,19.59,244.43,201.86,317.6117954
UGC09133,SPARC,8.83,288,5.74,20.3,245.34,198.26,316.0867495
UGC09133,SPARC,9.15,288,7,21.12,245.9,194.78,314.4075584
UGC09133,SPARC,9.78,289,12.7,22.56,245.25,188.37,310.0641434
UGC09133,SPARC,10.1,289,3.89,23.18,244,185.3,307.2611306
UGC09133,SPARC,11.04,288,5.02,25.23,239.18,177.32,298.8076433
UGC09133,SPARC,11.36,288,3.39,25.74,237.64,174.8,296.1255767
UGC09133,SPARC,11.67,288,10.7,26.35,236.26,172.47,293.6988441
UGC09133,SPARC,13.57,285,4.07,29.02,230.28,159.94,281.872032
UGC09133,SPARC,13.88,284,8.92,29.38,229.01,158.15,279.8574405
UGC09133,SPARC,14.2,284,5.69,29.84,228.03,156.35,278.0888869
UGC09133,SPARC,16.61,278,9.14,32.61,219.86,144.57,265.1458402
UGC09133,SPARC,19.35,273,6.1,35.69,212.46,133.94,253.6788349
UGC09133,SPARC,22.19,269,2.26,39.89,201.82,125.08,240.7644718
UGC09133,SPARC,24.92,265,1.32,44.61,194.49,118.03,231.8350558
UGC09133,SPARC,27.66,262,3.15,49.22,187.22,112.03,223.6619272
UGC09133,SPARC,30.5,257,4.71,51.48,179.93,106.69,215.424584
UGC09133,SPARC,33.23,252,4.96,51.89,173.14,102.21,207.6461312
UGC09133,SPARC,35.96,247,2.58,50.25,166.11,98.25,199.4258185
UGC09133,SPARC,38.8,242,2.52,48.3,159.33,94.59,191.4842213
UGC09133,SPARC,41.54,238,2.3,47.17,153.43,91.42,184.7251748
UGC09133,SPARC,44.27,235,0.63,47.68,147.95,88.55,178.8957445
UGC09133,SPARC,47.11,236,1.4,49.73,142.73,85.84,173.8201122
UGC09133,SPARC,49.84,239,2.07,50.56,138.21,83.46,169.1859607
UGC09133,SPARC,52.58,242,2.63,49.43,133.98,81.25,164.3031582
UGC09133,SPARC,55.42,245,1.64,49.12,129.96,79.14,159.8921999
UGC09133,SPARC,58.15,247,1.31,50.56,126.43,77.26,156.5565907
UGC09133,SPARC,60.89,246,2.14,53.22,123.2,75.51,153.988209
UGC09133,SPARC,63.62,243,4,53.84,120.17,73.87,150.9846065
UGC09133,SPARC,66.46,239,4.67,53.63,117.27,72.27,147.822132
UGC09133,SPARC,69.19,234,5.12,53.12,114.7,70.83,144.8955255
UGC09133,SPARC,71.93,230,2.1,53.02,112.26,69.47,142.265628
UGC09133,SPARC,74.77,228,1.32,53.32,109.91,68.14,139.8795557
UGC09133,SPARC,77.5,228,1.6,54.04,107.81,66.93,137.923684
UGC09133,SPARC,80.23,227,3.16,54.66,105.81,65.78,136.0532252
UGC09133,SPARC,83.07,226,3.48,54.96,103.86,64.64,134.1112628
UGC09133,SPARC,85.81,224,3.71,54.86,102.09,63.6,132.2004073
UGC09133,SPARC,88.54,222,1.49,54.35,100.4,62.62,130.2126987
UGC09133,SPARC,91.38,222,1.18,53.73,98.74,61.64,128.2029255
UGC09133,SPARC,94.12,224,1.22,53.22,97.22,60.73,126.381287
UGC09133,SPARC,99.69,227,2.8,52.91,94.34,59.01,123.2139757
UGC09133,SPARC,108.31,229,4.12,51.38,90.37,56.61,118.3694783
