dataset,shell,shell_center_kpc,n_shell,D_bg_reference,D_halo_shell,Sigma_bg_shell,sigma_local_mean_shell,sigma_local_median_shell,observed_series_source,standard_series_source,observed_variance_shell,standard_variance_shell,topological_gradient_term_bg,coupling_shell_diagnostic,coupling_shell_diagnostic_valid,residual_observed_minus_standard
5d,5-10,7.5,8610,3.0,2.4320036337705053,-0.5679963662294947,-2.155390180560288e-16,-0.028325065370749525,vt_total_proxy_kms_stable,std_standard_vt_proxy_centered_kms,19969.820666005413,19969.820666005413,0.0020037909822526955,0.0,True,0.0
5d,10-20,15.0,7593,3.0,2.41697520140361,-0.5830247985963899,-2.237724538890391e-16,-0.03016148245832357,vt_total_proxy_kms_stable,std_standard_vt_proxy_centered_kms,30165.229927636065,30165.229927636065,0.007506521131804255,0.0,True,0.0
5d,20-40,30.0,3458,3.0,2.3043773844265463,-0.6956226155734537,-1.2663626613304006e-16,-0.031115126997718057,vt_total_proxy_kms_stable,std_standard_vt_proxy_centered_kms,91847.04710541131,91847.04710541131,0.004577324450252688,0.0,True,0.0
5d,40-80,60.0,1512,3.0,2.1670576509189656,-0.8329423490810344,-6.398093618543542e-17,-0.021729979777329295,vt_total_proxy_kms_stable,std_standard_vt_proxy_centered_kms,241909.23611924233,241909.23611924233,0.0018481645003348922,0.0,True,0.0
5d,80+,100.0,1344,3.0,2.09313107090557,-0.9068689290944301,1.9810964050763507e-16,-0.08200854705007246,vt_total_proxy_kms_stable,std_standard_vt_proxy_centered_kms,603980010.5888257,603980010.5888257,0.0018481645003348922,,False,0.0
