galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_mode
UGC05721,0.09,16.5,4.57,-0.021124280038609847,3089.6644444444446,-244.98271441070034,2844.6817300337443,16.6754250320644,0.0,16.000667351802456,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,0.27,38.5,6.88,0.26033933732085285,3894.804814814814,1006.4033331656627,4901.2081479804765,32.42834099981064,16.48420152615009,36.37755076904888,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,0.45,47.4,4.57,0.242632434220611,3683.451111111112,562.7718647054319,4246.222975816544,40.713056873686114,15.913746859789002,43.71270226281423,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,0.63,55.5,4.57,0.29611632125810705,3105.9841269841268,490.5890285662555,3596.573155550382,44.235393069351154,17.58041774238431,47.600851757050954,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,0.81,56.4,5.45,0.2932702639198536,2523.174444444444,377.9018749972996,2901.0763194417436,45.20808887798731,17.49572858579524,48.47547646746561,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,0.99,59.8,4.57,0.3156746561607928,2068.608585858586,332.81321087129464,2401.421796729881,45.253977725720425,18.151723850989516,48.75866670411099,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,1.17,67.8,4.57,0.33342338916283726,1815.3009401709405,297.44470043960837,2112.745640610549,46.08581235044035,18.655034160095816,49.718330618740026,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,1.35,76.4,4.57,0.3391929073224065,1533.8117037037034,262.24609467658706,1796.0577983802905,45.50434924268228,18.815744147213326,49.241019768211466,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,1.53,81.2,4.57,0.3401053181112791,1319.865359477124,232.01604939943684,1551.8814088765607,44.93766794127172,18.841033824637606,48.72759542170266,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,1.71,82.2,19.2,0.3402860349335494,1147.096374269006,207.70361319747167,1354.7999874664777,44.28921764944601,18.84603880309272,48.1321927463073,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,1.89,82.6,4.57,0.34044453156879845,980.5664550264552,188.00984616835845,1168.5763011948136,43.049629498986405,18.850427296435416,46.995842467799186,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,2.07,82.3,4.57,0.34060096873415185,797.8060386473431,171.74004366147656,969.5460823088197,40.63814095157405,18.854757765064406,44.79911149095768,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,2.25,82.1,4.57,0.3406892757848469,649.6107111111111,158.04180478546627,807.6525158965774,38.23119276193198,18.85720182761215,42.6288418886474,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,2.67,81.4,4.57,0.3407314229343895,482.88003745318355,133.19777221301794,616.0778096662015,35.906680436932625,18.85836821702127,40.55770890729354,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,3.15,79.3,4.57,0.3407369842000247,380.3078412698412,112.90281154720994,493.21065281705114,34.611698889248416,18.858522115311988,39.415904865595955,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,3.61,78.5,4.57,0.3407515249199108,302.514376731302,98.52050782112607,401.034884552428,33.04658681316423,18.858924498344678,38.04912526240604,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
UGC05721,4.04,78.2,4.57,0.3407596601212166,252.75339108910887,88.03651592618145,340.78990701529034,31.955026208720277,18.859149618733426,37.105137438658986,,1630.5440219861869,1043.7489115209628,True,3.853885516968468,0.6401231107207757,formula
