r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,vdgrad_i,dyn_persist_i,e_struct_i,p_stat_i,beta_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.87,39.3,32.75,6.6,NGC4010,0.0,32.75,0.0,1775.2758620689654,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,1,0.35,-0.9702668291745776,2.6604066097888976,2.552514382838263,0.10789222695063483,0.0,0.8496193005996745,0.5,0.20869149952244506,1.1940647931827306,0.20869149952244506,0.0,0.0,0.011640732636367293,0.9253299667742381,0.0,392.567085235325,0.0,0.0,1851.768624308779,0.0,1232.8304597701149,1232.8304597701149,32.75,6.549999999999997,6.549999999999997
1.74,54.6,63.957868945111045,5.6,NGC4010,11.53,62.91,0.0,1713.3103448275865,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,1,0.35,-0.9702668291745776,2.6604066097888976,2.552514382838263,0.10789222695063483,0.0,0.8496193005996745,0.5,0.20869149952244506,1.1940647931827306,0.20869149952244506,0.0,0.0,0.011640732636367293,0.9253299667742381,0.0,392.567085235325,0.0,0.0,1851.768624308779,0.0,2350.924712643678,2350.924712643678,63.957868945111045,-9.357868945111044,-9.357868945111044
2.61,65.5,84.18683982666175,6.7,NGC4010,13.36,83.12,0.0,1643.773946360153,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,1,0.35,-0.9702668291745776,2.6604066097888976,2.552514382838263,0.10789222695063483,0.0,0.8496193005996745,0.5,0.20869149952244506,1.1940647931827306,0.20869149952244506,0.0,0.0,0.011640732636367293,0.9253299667742381,0.0,392.567085235325,0.0,0.0,1851.768624308779,0.0,2715.488122605365,2715.488122605365,84.18683982666175,-18.686839826661753,-18.686839826661753
4.37,94.3,99.52326813363797,6.3,NGC4010,19.72,97.55,0.0,2034.8947368421047,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,2,0.35,-0.9702668291745776,2.6604066097888976,2.552514382838263,0.10789222695063483,0.0,0.6911588305770999,0.5,0.5420248328557784,1.2544236375772964,0.5420248328557784,0.0,0.0,0.011640732636367293,0.9253299667742381,0.0,326.1984685337592,0.0,0.0,1539.1100869969925,0.0,2266.5631350114413,2266.5631350114413,99.52326813363797,-5.223268133637973,-5.223268133637973
5.24,104.0,100.64390542899257,5.7,NGC4010,22.31,98.14,0.0,2064.12213740458,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,2,0.35,-0.9702668291745776,2.6604066097888976,2.552514382838263,0.10789222695063483,0.0,0.6911588305770999,0.5,0.5420248328557784,1.2544236375772964,0.5420248328557784,0.0,0.0,0.011640732636367293,0.9253299667742381,0.0,326.1984685337592,0.0,0.0,1539.1100869969925,0.0,1933.0526145038168,1933.0526145038168,100.64390542899257,3.356094571007432,3.356094571007432
6.11,115.0,101.9057628399886,5.1,NGC4010,25.86,98.57,0.0,2164.4844517184943,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,2,0.35,-0.9702668291745776,2.6604066097888976,2.552514382838263,0.10789222695063483,0.0,0.6911588305770999,0.5,0.5420248328557784,1.2544236375772964,0.5420248328557784,0.0,0.0,0.011640732636367293,0.9253299667742381,0.0,326.1984685337592,0.0,0.0,1539.1100869969925,0.0,1699.6373977086744,1699.6373977086744,101.9057628399886,13.094237160011403,13.094237160011403
7.85,129.0,104.68091755425151,5.1,NGC4010,33.19,99.28,0.0,2119.872611464968,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.552514382838263,-0.6025143828382626,-0.7104066097888975,0.32866978417990383,0.5,0.874880611270296,1.1537107281765568,0.874880611270296,0.7082606377505035,0.8985107258061265,0.8677011327587274,0.0030743117669764725,0.006905755242750863,200.83449957107257,0.9212536676633838,1.289657693288408,947.790391974958,1.289656897354183,1395.9356050955416,1397.2252619928959,104.72926194070229,24.270738059297713,24.319082445748492
8.72,127.0,103.32310196659797,5.1,NGC4010,36.53,96.65,0.0,1849.655963302752,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.552514382838263,-0.6025143828382626,-0.7104066097888975,0.32866978417990383,0.5,0.874880611270296,1.1537107281765568,0.874880611270296,0.7082606377505035,0.8985107258061265,0.8677011327587274,0.0030743117669764725,0.006905755242750863,200.83449957107257,0.9212536676633838,1.289657693288408,947.790391974958,1.289656897354183,1224.2733256880736,1225.5629825854278,103.37750823145686,23.622491768543142,23.676898033402026
9.6,124.0,99.93100469824168,5.1,NGC4010,35.56,93.39,0.0,1601.6666666666667,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.552514382838263,-0.6025143828382626,-0.7104066097888975,0.32866978417990383,0.5,0.874880611270296,1.1537107281765568,0.874880611270296,0.7082606377505035,0.8985107258061265,0.8677011327587274,0.0030743117669764725,0.006905755242750863,200.83449957107257,0.9212536676633838,1.289657693288408,947.790391974958,1.289656897354183,1040.2297604166667,1041.519417314021,99.99293178127442,24.00706821872558,24.06899530175832
10.47,122.0,96.31905989989728,3.9,NGC4010,33.73,90.22,0.0,1421.5854823304678,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.552514382838263,-0.6025143828382626,-0.7104066097888975,0.32866978417990383,0.5,0.874880611270296,1.1537107281765568,0.874880611270296,0.7082606377505035,0.8985107258061265,0.8677011327587274,0.0030743117669764725,0.006905755242750863,200.83449957107257,0.9212536676633838,1.289657693288408,947.790391974958,1.289656897354183,886.0899044890162,887.3795613863705,96.38912805765648,25.610871942343522,25.680940100102717
