r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,vdgrad_i,dyn_persist_i,e_struct_i,p_stat_i,beta_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
5.03,214.0,178.85,6.0,NGC5907,0.0,178.85,0.0,9104.572564612326,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,0.8642009986503821,0.5,0.1999801311345122,1.193231618972726,0.1999801311345122,0.0,0.0,4.930380657631324e-32,1.0,0.0,823.599338246311,0.0,0.0,3887.0748344333274,0.0,6359.308648111331,6359.308648111331,178.85,35.150000000000006,35.150000000000006
7.55,220.0,207.41,6.0,NGC5907,0.0,207.41,0.0,6410.596026490066,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,0.8642009986503821,0.5,0.1999801311345122,1.193231618972726,0.1999801311345122,0.0,0.0,4.930380657631324e-32,1.0,0.0,823.599338246311,0.0,0.0,3887.0748344333274,0.0,5697.868622516557,5697.868622516557,207.41,12.590000000000003,12.590000000000003
10.07,235.0,227.06,4.0,NGC5907,0.0,227.06,0.0,5484.111221449851,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,0.8642009986503821,0.5,0.1999801311345122,1.193231618972726,0.1999801311345122,0.0,0.0,4.930380657631324e-32,1.0,0.0,823.599338246311,0.0,0.0,3887.0748344333274,0.0,5119.78585898709,5119.78585898709,227.06,7.939999999999998,7.939999999999998
12.58,235.0,233.42476518141774,4.0,NGC5907,16.93,232.81,0.0,4389.904610492846,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,0.8642009986503821,0.5,0.1999801311345122,1.193231618972726,0.1999801311345122,0.0,0.0,4.930380657631324e-32,1.0,0.0,823.599338246311,0.0,0.0,3887.0748344333274,0.0,4331.249682034977,4331.249682034977,233.42476518141774,1.5752348185822598,1.5752348185822598
17.61,231.0,219.46474090386363,2.0,NGC5907,31.1,217.25,0.0,3030.15332197615,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,2,0.35,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,0.3949126782308962,0.5,0.42489568845618914,1.1287099859598284,0.42489568845618914,0.0,0.0,4.930380657631324e-32,1.0,0.0,364.5069841637911,0.0,0.0,1720.5962912251966,0.0,2735.0807779670636,2735.0807779670636,219.4647409038636,11.5352590961364,11.535259096136372
20.13,232.0,213.16109518390076,2.0,NGC5907,42.26,208.93,0.0,2673.820168902136,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,2,0.35,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,0.3949126782308962,0.5,0.42489568845618914,1.1287099859598284,0.42489568845618914,0.0,0.0,4.930380657631324e-32,1.0,0.0,364.5069841637911,0.0,0.0,1720.5962912251966,0.0,2257.2107550919027,2257.2107550919027,213.16109518390076,18.838904816099244,18.838904816099244
22.65,225.0,205.51178384705827,7.0,NGC5907,53.67,198.38,0.0,2235.0993377483446,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,2,0.35,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,0.3949126782308962,0.5,0.42489568845618914,1.1287099859598284,0.42489568845618914,0.0,0.0,4.930380657631324e-32,1.0,0.0,364.5069841637911,0.0,0.0,1720.5962912251966,0.0,1864.6840309050774,1864.6840309050774,205.51178384705827,19.48821615294173,19.48821615294173
27.68,229.0,186.069371203323,2.0,NGC5907,54.3,177.97,0.0,1894.544797687861,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,0.08521629989917764,0.5,0.650009934432744,1.0343520512181206,0.650009934432744,0.0,0.0,4.930380657631324e-32,1.0,0.0,167.06660419746822,0.0,0.0,788.6662004200517,0.0,1250.7879660404626,1250.7879660404626,186.069371203323,42.93062879667701,42.93062879667701
30.2,218.0,181.25520378736718,2.0,NGC5907,64.08,169.55,0.0,1573.6423841059602,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,0.08521629989917764,0.5,0.650009934432744,1.0343520512181206,0.650009934432744,0.0,0.0,4.930380657631324e-32,1.0,0.0,167.06660419746822,0.0,0.0,788.6662004200517,0.0,1087.862546357616,1087.862546357616,181.25520378736718,36.74479621263282,36.74479621263282
32.71,214.0,173.52426141609132,2.0,NGC5907,61.58,162.23,0.0,1400.061143381229,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,0.08521629989917764,0.5,0.650009934432744,1.0343520512181206,0.650009934432744,0.0,0.0,4.930380657631324e-32,1.0,0.0,167.06660419746822,0.0,0.0,788.6662004200517,0.0,920.5340660348517,920.5340660348517,173.52426141609132,40.47573858390868,40.47573858390868
