r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,vdgrad_i,dyn_persist_i,e_struct_i,p_stat_i,beta_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
1.74,87.5,126.78499674646051,9.4,NGC3769,11.85,126.23,0.0,4400.14367816092,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,2.052525530981769,-0.10252553098176875,0.0,0.7499494904045525,0.5,0.11733046286329388,1.1284421038723471,0.11733046286329388,0.0,0.0,0.010511484503093624,0.9323224354406389,0.0,664.1292725394642,0.0,0.0,3134.693964300752,0.0,9238.181264367817,9238.181264367817,126.78499674646051,-39.28499674646051,-39.28499674646051
3.5,106.0,137.9797380052593,7.1,NGC3769,22.09,136.2,0.0,3210.285714285714,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,2.052525530981769,-0.10252553098176875,0.0,0.7499494904045525,0.5,0.11733046286329388,1.1284421038723471,0.11733046286329388,0.0,0.0,0.010511484503093624,0.9323224354406389,0.0,664.1292725394642,0.0,0.0,3134.693964300752,0.0,5439.545171428571,5439.545171428571,137.9797380052593,-31.979738005259293,-31.979738005259293
5.24,116.0,127.15870477478134,5.3,NGC3769,28.99,123.81,0.0,2567.93893129771,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,2.052525530981769,-0.10252553098176875,0.0,0.7499494904045525,0.5,0.11733046286329388,1.1284421038723471,0.11733046286329388,0.0,0.0,0.010511484503093624,0.9323224354406389,0.0,664.1292725394642,0.0,0.0,3134.693964300752,0.0,3085.751183206107,3085.751183206107,127.15870477478134,-11.158704774781341,-11.158704774781341
8.72,126.0,105.31830800008136,4.4,NGC3769,36.96,98.62,0.0,1820.6422018348624,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,2,0.35,-3.0,1.9500000000000002,2.052525530981769,-0.10252553098176875,0.0,0.06576088459216334,0.5,0.31270182992465023,1.0183866607168688,0.31270182992465023,0.0,0.0,0.010511484503093624,0.9323224354406389,0.0,136.8886540698409,0.0,0.0,646.1931301057973,0.0,1272.0121559633028,1272.0121559633028,105.31830800008136,20.68169199991864,20.68169199991864
10.47,123.0,97.0566401643906,4.4,NGC3769,36.75,89.83,0.0,1444.9856733524357,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,2,0.35,-3.0,1.9500000000000002,2.052525530981769,-0.10252553098176875,0.0,0.06576088459216334,0.5,0.31270182992465023,1.0183866607168688,0.31270182992465023,0.0,0.0,0.010511484503093624,0.9323224354406389,0.0,136.8886540698409,0.0,0.0,646.1931301057973,0.0,899.7126456542501,899.7126456542501,97.0566401643906,25.9433598356094,25.9433598356094
12.31,118.0,90.09078532236246,4.6,NGC3769,34.7,83.14,0.0,1131.1129163281885,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,2,0.35,-3.0,1.9500000000000002,2.052525530981769,-0.10252553098176875,0.0,0.06576088459216334,0.5,0.31270182992465023,1.0183866607168688,0.31270182992465023,0.0,0.0,0.010511484503093624,0.9323224354406389,0.0,136.8886540698409,0.0,0.0,646.1931301057973,0.0,659.3297806661251,659.3297806661251,90.09078532236246,27.909214677637536,27.909214677637536
17.07,122.0,78.40565285743114,15.2,NGC3769,34.92,70.2,0.0,871.9390743995314,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,3,0.35,-1.1825359005065603,2.586112434822704,2.052525530981769,0.5335869038409351,0.6361124348227039,0.02519136157834198,0.5,0.7296824542518837,1.0107594134789148,0.7296824542518837,0.3186429388694455,0.7993191595775408,0.689354013686624,0.010095218081004772,0.020173253080651824,26.8123808731895,0.8820961248199597,0.35189162376282523,126.47737852204563,0.35189071577823633,360.13159929701226,360.48349001279047,78.44394925370811,43.55605074629189,43.594347142568864
31.82,121.0,60.845069644137965,10.2,NGC3769,33.73,50.64,0.0,460.1194217473287,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,3,0.35,-1.1825359005065603,2.586112434822704,2.052525530981769,0.5335869038409351,0.6361124348227039,0.02519136157834198,0.5,0.7296824542518837,1.0107594134789148,0.7296824542518837,0.3186429388694455,0.7993191595775408,0.689354013686624,0.010095218081004772,0.020173253080651824,26.8123808731895,0.8820961248199597,0.35189162376282523,126.47737852204563,0.35189071577823633,116.34577309868004,116.69766381445828,60.93701389612115,60.06298610387885,60.154930355862035
34.61,118.0,58.41294120312724,10.4,NGC3769,32.54,48.51,0.0,402.3114706732159,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,3,0.35,-1.1825359005065603,2.586112434822704,2.052525530981769,0.5335869038409351,0.6361124348227039,0.02519136157834198,0.5,0.7296824542518837,1.0107594134789148,0.7296824542518837,0.3186429388694455,0.7993191595775408,0.689354013686624,0.010095218081004772,0.020173253080651824,26.8123808731895,0.8820961248199597,0.35189162376282523,126.47737852204563,0.35189071577823633,98.58629586824617,98.93818658402441,58.517096968946475,59.482903031053525,59.58705879687276
37.16,113.0,56.41123469664531,10.5,NGC3769,31.57,46.75,0.0,343.62217438105495,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,3,0.35,-1.1825359005065603,2.586112434822704,2.052525530981769,0.5335869038409351,0.6361124348227039,0.02519136157834198,0.5,0.7296824542518837,1.0107594134789148,0.7296824542518837,0.3186429388694455,0.7993191595775408,0.689354013686624,0.010095218081004772,0.020173253080651824,26.8123808731895,0.8820961248199597,0.35189162376282523,126.47737852204563,0.35189071577823633,85.6358288482239,85.98771956400213,56.52701707147052,56.47298292852948,56.58876530335469
