galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,mu_shell_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,vdgrad_i,dyn_persist_i,e_struct_i,p_stat_i,beta_i,g_bar_internal_km2s2_per_kpc,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_segment_kms
UGC06667,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,9686593.767365513,439028484.66952354,429341890.902158,33974115.75566443,14.461322096856858,49.525000000000006,3.5,4,7.85,-0.08523189961096864,2.970168835136161,2.970168835136161,0.0,0.0,0.2535871616993897,0.5,0.278343949044586,1.0668941530450207,0.278343949044586,0.0,0.0,0.0,1.0,0.0,95.71159578445786,17.333004415701325,0.0,0.0,81.35485641678918,0.0,95.71159578445786,14.461322096856858
UGC06667,2,4.37,7.85,6.109999999999999,3.4799999999999995,0.35,46.75933939232433,688010289.9153903,2143311313.1872096,1455301023.2718194,31123216.071583573,31.2656471036617,82.53999999999999,3.34,5,7.85,-0.08523189961096864,2.970168835136161,2.970168835136161,0.0,0.0,0.23735854720488705,0.5,0.7783439490445859,1.1047033690470371,0.7783439490445859,0.0,0.0,0.0,1.0,0.0,159.9902927677102,28.898671431535718,0.0,0.0,135.99174885255366,0.0,159.9902927677102,31.2656471036617
