r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,vdgrad_i,dyn_persist_i,e_struct_i,p_stat_i,beta_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.87,20.9,19.68121185293223,4.7,UGC07089,4.05,19.26,0.0,502.0804597701149,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,1,0.35,-0.8931159211452885,2.687409427599149,2.592194752702695,0.09521467489645419,0.0,0.5951530480419158,0.5,0.23853711790393015,1.1453371535805252,0.23853711790393015,0.0,0.0,0.009065834315637464,0.9413512881195891,0.0,110.81947346929883,0.0,0.0,522.2835857730357,0.0,445.2300000000001,445.2300000000001,19.68121185293223,1.2187881470677695,1.2187881470677695
1.74,36.4,34.07028323921009,3.9,UGC07089,8.89,32.89,0.0,761.4712643678159,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,1,0.35,-0.8931159211452885,2.687409427599149,2.592194752702695,0.09521467489645419,0.0,0.5951530480419158,0.5,0.23853711790393015,1.1453371535805252,0.23853711790393015,0.0,0.0,0.009065834315637464,0.9413512881195891,0.0,110.81947346929883,0.0,0.0,522.2835857730357,0.0,667.1173563218391,667.1173563218391,34.07028323921009,2.329716760789907,2.329716760789907
2.61,43.4,44.03643264389158,3.9,UGC07089,12.07,42.35,0.0,721.6704980842912,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,1,0.35,-0.8931159211452885,2.687409427599149,2.592194752702695,0.09521467489645419,0.0,0.5951530480419158,0.5,0.23853711790393015,1.1453371535805252,0.23853711790393015,0.0,0.0,0.009065834315637464,0.9413512881195891,0.0,110.81947346929883,0.0,0.0,522.2835857730357,0.0,742.9913409961687,742.9913409961687,44.03643264389158,-0.636432643891581,-0.636432643891581
4.37,59.7,52.13794971035973,3.9,UGC07089,14.33,50.13,0.0,815.5812356979405,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,2,0.35,-0.8931159211452885,2.687409427599149,2.592194752702695,0.09521467489645419,0.0,0.393497173948386,0.5,0.5960698689956332,1.1519008508507211,0.5960698689956332,0.0,0.0,0.009065834315637464,0.9413512881195891,0.0,94.779843053668,0.0,0.0,446.8868236653146,0.0,622.0516704805492,622.0516704805492,52.13794971035973,7.5620502896402755,7.5620502896402755
5.24,64.5,53.93761303580276,4.4,UGC07089,18.1,50.81,0.0,793.9408396946565,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,2,0.35,-0.8931159211452885,2.687409427599149,2.592194752702695,0.09521467489645419,0.0,0.393497173948386,0.5,0.5960698689956332,1.1519008508507211,0.5960698689956332,0.0,0.0,0.009065834315637464,0.9413512881195891,0.0,94.779843053668,0.0,0.0,446.8868236653146,0.0,555.2034541984733,555.2034541984733,53.93761303580276,10.562386964197238,10.562386964197238
6.11,67.9,54.11803119109194,3.9,UGC07089,21.23,49.78,0.0,754.5679214402619,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,2,0.35,-0.8931159211452885,2.687409427599149,2.592194752702695,0.09521467489645419,0.0,0.393497173948386,0.5,0.5960698689956332,1.1519008508507211,0.5960698689956332,0.0,0.0,0.009065834315637464,0.9413512881195891,0.0,94.779843053668,0.0,0.0,446.8868236653146,0.0,479.3390016366611,479.3390016366611,54.11803119109194,13.781968808908069,13.781968808908069
6.98,70.3,54.096145888593576,6.1,UGC07089,23.49,48.73,0.0,708.035816618911,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,3,0.35,-2.010577679370994,2.296297812220152,2.592194752702695,-0.2958969404825429,-0.3911116153789971,0.22825731178097217,0.5,0.881004366812227,1.1071232482390174,0.881004366812227,0.39009725644186166,0.8298224486431912,0.24052329507129805,0.20119340214609976,0.417387004049327,63.79425029710286,0.5861976126571771,15.224342215726098,300.7883571446867,15.211354657500536,419.254011461318,434.4653661188185,55.06875934238353,15.231240657616468,16.20385411140642
7.85,73.7,53.82706010920529,6.1,UGC07089,25.32,47.5,0.0,691.9350318471338,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,3,0.35,-2.010577679370994,2.296297812220152,2.592194752702695,-0.2958969404825429,-0.3911116153789971,0.22825731178097217,0.5,0.881004366812227,1.1071232482390174,0.881004366812227,0.39009725644186166,0.8298224486431912,0.24052329507129805,0.20119340214609976,0.417387004049327,63.79425029710286,0.5861976126571771,15.224342215726098,300.7883571446867,15.211354657500536,369.0894777070064,384.3008323645069,54.92505379206632,18.77494620793368,19.87293989079471
8.72,77.6,53.22826692651189,6.1,UGC07089,26.4,46.22,0.0,690.5688073394494,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,3,0.35,-2.010577679370994,2.296297812220152,2.592194752702695,-0.2958969404825429,-0.3911116153789971,0.22825731178097217,0.5,0.881004366812227,1.1071232482390174,0.881004366812227,0.39009725644186166,0.8298224486431912,0.24052329507129805,0.20119340214609976,0.417387004049327,63.79425029710286,0.5861976126571771,15.224342215726098,300.7883571446867,15.211354657500536,324.91380733944953,340.12516199695006,54.45999827959421,23.140001720405785,24.3717330734881
9.16,79.1,52.60427739262274,7.3,UGC07089,26.4,45.5,0.0,683.0578602620087,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,3,0.35,-2.010577679370994,2.296297812220152,2.592194752702695,-0.2958969404825429,-0.3911116153789971,0.22825731178097217,0.5,0.881004366812227,1.1071232482390174,0.881004366812227,0.39009725644186166,0.8298224486431912,0.24052329507129805,0.20119340214609976,0.417387004049327,63.79425029710286,0.5861976126571771,15.224342215726098,300.7883571446867,15.211354657500536,302.0971615720524,317.30851622955294,53.91239197682389,25.187608023176104,26.495722607377253
