r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,vdgrad_i,dyn_persist_i,e_struct_i,p_stat_i,beta_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.23,6.81,9.708166665236027,8.19,NGC0100,-0.86,9.67,0.0,201.6352173913043,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,1,0.35,-0.27284164154938956,2.904505425457714,2.6735715984191133,0.23093382703860055,0.0,0.7034504565076578,0.5,0.0945945945945946,1.1081774351584106,0.0945945945945946,0.0,0.0,0.05333043247069427,0.7007975632446095,0.0,150.9459935791726,0.0,0.0,711.4913823380261,0.0,409.7760869565217,409.7760869565217,9.708166665236027,-2.898166665236027,-2.898166665236027
0.69,20.0,23.848224252551802,4.09,NGC0100,-1.93,23.77,0.0,579.7101449275362,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,1,0.35,-0.27284164154938956,2.904505425457714,2.6735715984191133,0.23093382703860055,0.0,0.7034504565076578,0.5,0.0945945945945946,1.1081774351584106,0.0945945945945946,0.0,0.0,0.05333043247069427,0.7007975632446095,0.0,150.9459935791726,0.0,0.0,711.4913823380261,0.0,824.2576811594204,824.2576811594204,23.848224252551802,-3.848224252551802,-3.848224252551802
1.15,33.0,34.888313229504234,4.0,NGC0100,-3.62,34.7,0.0,946.9565217391304,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,1,0.35,-0.27284164154938956,2.904505425457714,2.6735715984191133,0.23093382703860055,0.0,0.7034504565076578,0.5,0.0945945945945946,1.1081774351584106,0.0945945945945946,0.0,0.0,0.05333043247069427,0.7007975632446095,0.0,150.9459935791726,0.0,0.0,711.4913823380261,0.0,1058.4299130434783,1058.4299130434783,34.888313229504234,-1.8883132295042344,-1.8883132295042344
2.05,49.9,46.864233696925,4.0,NGC0100,-3.92,46.7,0.0,1214.639024390244,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,2,0.35,-0.27284164154938956,2.904505425457714,2.6735715984191133,0.23093382703860055,0.0,0.6372704729337906,0.5,0.28430353430353433,1.1698966948154346,0.28430353430353433,0.0,0.0,0.05333043247069427,0.7007975632446095,0.0,176.3936645183765,0.0,0.0,831.843431544835,0.0,1071.344585365854,1071.344585365854,46.864233696925,3.0357663030750004,3.0357663030750004
2.51,55.5,50.432261499956546,4.0,NGC0100,3.21,50.33,0.0,1227.191235059761,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,2,0.35,-0.27284164154938956,2.904505425457714,2.6735715984191133,0.23093382703860055,0.0,0.6372704729337906,0.5,0.28430353430353433,1.1698966948154346,0.28430353430353433,0.0,0.0,0.05333043247069427,0.7007975632446095,0.0,176.3936645183765,0.0,0.0,831.843431544835,0.0,1013.3119521912348,1013.3119521912348,50.432261499956546,5.067738500043454,5.067738500043454
2.97,61.9,53.637107490989855,4.0,NGC0100,7.43,53.12,0.0,1290.104377104377,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,2,0.35,-0.27284164154938956,2.904505425457714,2.6735715984191133,0.23093382703860055,0.0,0.6372704729337906,0.5,0.28430353430353433,1.1698966948154346,0.28430353430353433,0.0,0.0,0.05333043247069427,0.7007975632446095,0.0,176.3936645183765,0.0,0.0,831.843431544835,0.0,968.6664309764309,968.6664309764309,53.637107490989855,8.262892509010143,8.262892509010143
3.88,73.1,56.365657097207695,4.0,NGC0100,11.97,55.08,0.0,1377.219072164948,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,3,0.35,-2.3063732127560623,2.192769375535378,2.6735715984191133,-0.4808022228837352,-0.7117360499223357,0.3254246431947749,0.5,0.497920997920998,1.114815537262585,0.497920997920998,0.7117360499223357,0.8989562240992482,0.7377389822889906,0.007311843253631834,0.016432567506226087,114.47203839689523,0.8695315741716991,0.9079326882608353,539.9720272495704,0.9079318326097873,818.8369329896908,819.7448648223005,56.39689774722122,16.703102252778777,16.7343429027923
4.34,76.1,55.843868956224725,3.0,NGC0100,13.61,54.16,0.0,1334.3801843317972,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,3,0.35,-2.3063732127560623,2.192769375535378,2.6735715984191133,-0.4808022228837352,-0.7117360499223357,0.3254246431947749,0.5,0.497920997920998,1.114815537262585,0.497920997920998,0.7117360499223357,0.8989562240992482,0.7377389822889906,0.007311843253631834,0.016432567506226087,114.47203839689523,0.8695315741716991,0.9079326882608353,539.9720272495704,0.9079318326097873,718.5570737327188,719.4650055653285,55.879138541619675,20.22086145838032,20.25613104377527
4.79,77.8,55.34125766550666,5.34,NGC0100,14.82,53.32,0.0,1263.6409185803757,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,3,0.35,-2.3063732127560623,2.192769375535378,2.6735715984191133,-0.4808022228837352,-0.7117360499223357,0.3254246431947749,0.5,0.497920997920998,1.114815537262585,0.497920997920998,0.7117360499223357,0.8989562240992482,0.7377389822889906,0.007311843253631834,0.016432567506226087,114.47203839689523,0.8695315741716991,0.9079326882608353,539.9720272495704,0.9079318326097873,639.3851356993737,640.2930675319834,55.380536233212844,22.419463766787153,22.458742334493337
5.24,79.0,54.778101463997444,4.0,NGC0100,15.7,52.48,0.0,1191.030534351145,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,3,0.35,-2.3063732127560623,2.192769375535378,2.6735715984191133,-0.4808022228837352,-0.7117360499223357,0.3254246431947749,0.5,0.497920997920998,1.114815537262585,0.497920997920998,0.7117360499223357,0.8989562240992482,0.7377389822889906,0.007311843253631834,0.016432567506226087,114.47203839689523,0.8695315741716991,0.9079326882608353,539.9720272495704,0.9079318326097873,572.6412977099234,573.5492295425331,54.82151003760179,24.17848996239821,24.221898536002556
