galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC4183,0.87,47.1,39.23971967280092,8.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,1,2.379616379005274,0.06638457851437662,0.16309417061582226,218241.44489631613,340221.4642564531,0.5107947241532602,173783.32898589323,0.48920527584673984,0.6895617393344743,0.0,0.0,0.9155018185550969,20157264.172208067,91.6083,39.23971967280092,0.16688493263692308,0.08164098950531055
NGC4183,1.74,65.9,49.12124591253768,6.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,1,2.379616379005274,0.06638457851437662,0.16309417061582226,218241.44489631613,340221.4642564531,0.5107947241532602,173783.32898589323,0.48920527584673984,0.6895617393344743,0.0,0.0,0.9155018185550969,20157264.172208067,91.6083,49.12124591253768,0.25460931847439033,0.12455622187741455
NGC4183,2.61,76.1,58.009813824903794,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,1,2.379616379005274,0.06638457851437662,0.16309417061582226,218241.44489631613,340221.4642564531,0.5107947241532602,173783.32898589323,0.48920527584673984,0.6895617393344743,0.0,0.0,0.9155018185550969,20157264.172208067,91.6083,58.009813824903794,0.23771598127590277,0.11629191219325645
NGC4183,3.5,85.7,61.092308026461076,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,1,2.379616379005274,0.06638457851437662,0.16309417061582226,218241.44489631613,340221.4642564531,0.5107947241532602,173783.32898589323,0.48920527584673984,0.6895617393344743,0.0,0.0,0.9155018185550969,20157264.172208067,91.6083,61.092308026461076,0.28713759595728033,0.14046922683625104
NGC4183,5.24,99.3,72.29271747555214,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2,2.313231800490897,0.07661117690596875,0.087346576903419,367073.90504997165,445491.5505917329,0.839445720519816,373965.9756719673,0.16055427948018394,1.0,0.27595873914843905,1.0,1.0,54854907.64676892,170.65367549999993,72.29271747555214,0.27197666187762193,0.0436670169831872
NGC4183,6.11,103.0,76.5028267451602,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2,2.313231800490897,0.07661117690596875,0.087346576903419,367073.90504997165,445491.5505917329,0.839445720519816,373965.9756719673,0.16055427948018394,1.0,0.27595873914843905,1.0,1.0,54854907.64676892,170.65367549999993,76.5028267451602,0.25725410927028924,0.041303248157207796
NGC4183,6.98,107.0,80.57107421401305,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2,2.313231800490897,0.07661117690596875,0.087346576903419,367073.90504997165,445491.5505917329,0.839445720519816,373965.9756719673,0.16055427948018394,1.0,0.27595873914843905,1.0,1.0,54854907.64676892,170.65367549999993,80.57107421401305,0.24699930641109297,0.03965679567293821
NGC4183,8.72,114.0,87.84098929315404,6.1,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,3,2.2263940251933363,0.05723513055212903,0.008392764894989373,21858.69536606532,163672.5691794837,0.7016537205997185,114841.46712489956,0.2983462794002814,0.4118214191723872,0.6369408153753847,0.8133348850247388,0.6861476236899744,45504725.85878243,377.11101149999996,87.84098929315404,0.22946500620040317,0.0684600308524528
NGC4183,9.6,115.0,86.74577396046449,6.1,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,3,2.2263940251933363,0.05723513055212903,0.008392764894989373,21858.69536606532,163672.5691794837,0.7016537205997185,114841.46712489956,0.2983462794002814,0.4118214191723872,0.6369408153753847,0.8133348850247388,0.6861476236899744,45504725.85878243,377.11101149999996,86.74577396046449,0.24568892208291748,0.07330037579330406
NGC4183,10.47,111.0,83.76407344440693,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,3,2.2263940251933363,0.05723513055212903,0.008392764894989373,21858.69536606532,163672.5691794837,0.7016537205997185,114841.46712489956,0.2983462794002814,0.4118214191723872,0.6369408153753847,0.8133348850247388,0.6861476236899744,45504725.85878243,377.11101149999996,83.76407344440693,0.24536870770804564,0.07320484102595057
