galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC5985,17.18,291.0,228.39280023678504,4.03,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,3,2.145221224607167,0.02000324131609421,1.9830109745789354e-08,0.19049528143115255,4824.334476117789,0.5621725823402072,2712.1085705120277,0.43782741765979283,0.15242237754390076,0.3199873174888031,0.9422776295341843,0.47746977717782046,480240442.70134723,395.53559999999993,228.39280023678504,0.2151450163684363,0.09419638693896633
NGC5985,18.72,287.0,222.76641802569793,3.61,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,4,2.138010774263325,0.04435251092815107,0.0002853939746932822,6531.599097388368,14659.937744257948,0.7103712053145441,10413.997645224697,0.2896287946854559,0.4880452365782521,0.37526262860222215,1.0,0.7188698097379782,516008087.93410623,440.36072000000013,222.76641802569793,0.2238103901543626,0.06482193353848967
NGC5985,19.44,294.0,220.14586914134907,3.35,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,4,2.138010774263325,0.04435251092815107,0.0002853939746932822,6531.599097388368,14659.937744257948,0.7103712053145441,10413.997645224697,0.2896287946854559,0.4880452365782521,0.37526262860222215,1.0,0.7188698097379782,516008087.93410623,440.36072000000013,220.14586914134907,0.25120452673010524,0.07275606429637077
NGC5985,20.26,290.0,218.41150564931326,3.75,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,4,2.138010774263325,0.04435251092815107,0.0002853939746932822,6531.599097388368,14659.937744257948,0.7103712053145441,10413.997645224697,0.2896287946854559,0.4880452365782521,0.37526262860222215,1.0,0.7188698097379782,516008087.93410623,440.36072000000013,218.41150564931326,0.2468568770713336,0.0714968597659861
NGC5985,20.98,288.0,216.8708486634384,3.04,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,4,2.138010774263325,0.04435251092815107,0.0002853939746932822,6531.599097388368,14659.937744257948,0.7103712053145441,10413.997645224697,0.2896287946854559,0.4880452365782521,0.37526262860222215,1.0,0.7188698097379782,516008087.93410623,440.36072000000013,216.8708486634384,0.24697621991861662,0.071531424890999
NGC5985,21.69,290.0,215.0673266677205,6.4,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,4,2.138010774263325,0.04435251092815107,0.0002853939746932822,6531.599097388368,14659.937744257948,0.7103712053145441,10413.997645224697,0.2896287946854559,0.4880452365782521,0.37526262860222215,1.0,0.7188698097379782,516008087.93410623,440.36072000000013,215.0673266677205,0.2583885287319983,0.07483675813719695
NGC5985,23.23,297.0,211.23158168228537,4.12,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,5,2.0565162027508648,0.0814945715124602,0.0043313264118864546,52471.834980366926,53483.644616135374,0.7971198334684033,42632.8738896971,0.20288016653159666,1.0,1.0,0.0,1.0,148654019.84799448,1871.0258549999994,211.23158168228537,0.28878255325829844,0.05858825249646327
NGC5985,24.06,293.0,209.70541814650377,5.15,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,5,2.0565162027508648,0.0814945715124602,0.0043313264118864546,52471.834980366926,53483.644616135374,0.7971198334684033,42632.8738896971,0.20288016653159666,1.0,1.0,0.0,1.0,148654019.84799448,1871.0258549999994,209.70541814650377,0.28428184932933864,0.057675148933846496
NGC5985,24.77,291.0,208.54097439112533,6.21,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,5,2.0565162027508648,0.0814945715124602,0.0043313264118864546,52471.834980366926,53483.644616135374,0.7971198334684033,42632.8738896971,0.20288016653159666,1.0,1.0,0.0,1.0,148654019.84799448,1871.0258549999994,208.54097439112533,0.28336434917139064,0.05748900634900923
NGC5985,25.95,297.0,207.06655186195573,4.0,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,5,2.0565162027508648,0.0814945715124602,0.0043313264118864546,52471.834980366926,53483.644616135374,0.7971198334684033,42632.8738896971,0.20288016653159666,1.0,1.0,0.0,1.0,148654019.84799448,1871.0258549999994,207.06655186195573,0.30280622268701773,0.0614333768855459
NGC5985,28.92,292.0,202.0065392505896,4.0,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,5,2.0565162027508648,0.0814945715124602,0.0043313264118864546,52471.834980366926,53483.644616135374,0.7971198334684033,42632.8738896971,0.20288016653159666,1.0,1.0,0.0,1.0,148654019.84799448,1871.0258549999994,202.0065392505896,0.30819678338839174,0.06252701473833934
NGC5985,31.76,288.0,193.9015804474012,4.0,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,5,2.0565162027508648,0.0814945715124602,0.0043313264118864546,52471.834980366926,53483.644616135374,0.7971198334684033,42632.8738896971,0.20288016653159666,1.0,1.0,0.0,1.0,148654019.84799448,1871.0258549999994,193.9015804474012,0.32673062344652365,0.06628716329580311
NGC5985,34.72,285.0,189.85884388144788,4.0,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,5,2.0565162027508648,0.0814945715124602,0.0043313264118864546,52471.834980366926,53483.644616135374,0.7971198334684033,42632.8738896971,0.20288016653159666,1.0,1.0,0.0,1.0,148654019.84799448,1871.0258549999994,189.85884388144788,0.333828617959832,0.06772720560470347
