galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC5985,3.54,223.0,162.22523046678035,8.0,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,1,2.186962331385887,0.008945074490373628,6.333331194497136e-16,1.5299131989122247e-09,534.6926465106048,0.37092225678649515,198.32940313085726,0.6290777432135048,0.0,0.0,0.4797107084422807,0.0,270054009.91655797,145.52652799999996,162.22523046678035,0.2725325988036756,0.17144419220752777
NGC5985,4.23,230.0,161.37946244798314,6.13,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,1,2.186962331385887,0.008945074490373628,6.333331194497136e-16,1.5299131989122247e-09,534.6926465106048,0.37092225678649515,198.32940313085726,0.6290777432135048,0.0,0.0,0.4797107084422807,0.0,270054009.91655797,145.52652799999996,161.37946244798314,0.2983501632696385,0.18768544739704487
NGC5985,4.97,248.0,161.98045067229563,5.1,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,1,2.186962331385887,0.008945074490373628,6.333331194497136e-16,1.5299131989122247e-09,534.6926465106048,0.37092225678649515,198.32940313085726,0.6290777432135048,0.0,0.0,0.4797107084422807,0.0,270054009.91655797,145.52652799999996,161.98045067229563,0.3468530214826789,0.21819751598110895
NGC5985,5.74,258.0,167.12465377675431,6.6,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,1,2.186962331385887,0.008945074490373628,6.333331194497136e-16,1.5299131989122247e-09,534.6926465106048,0.37092225678649515,198.32940313085726,0.6290777432135048,0.0,0.0,0.4797107084422807,0.0,270054009.91655797,145.52652799999996,167.12465377675431,0.3522300241211073,0.22158006866614458
NGC5985,6.47,263.0,173.3291951749618,7.0,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,1,2.186962331385887,0.008945074490373628,6.333331194497136e-16,1.5299131989122247e-09,534.6926465106048,0.37092225678649515,198.32940313085726,0.6290777432135048,0.0,0.0,0.4797107084422807,0.0,270054009.91655797,145.52652799999996,173.3291951749618,0.34095363051345323,0.21448634042385434
NGC5985,7.22,272.0,181.81829775905393,6.25,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,1,2.186962331385887,0.008945074490373628,6.333331194497136e-16,1.5299131989122247e-09,534.6926465106048,0.37092225678649515,198.32940313085726,0.6290777432135048,0.0,0.0,0.4797107084422807,0.0,270054009.91655797,145.52652799999996,181.81829775905393,0.33155037588583114,0.20857096222384788
NGC5985,8.79,289.0,195.74528423438457,7.25,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2,2.1780172568955134,0.020870553389360058,1.9946854586287671e-07,2.0690959131775983,1594.5167924490843,0.48714850018421285,776.7664639601132,0.5128514998157871,0.16437714096564862,0.06857293952663958,0.9698707134928822,0.23707423136307917,497018136.36256665,226.17549500000007,195.74528423438457,0.32268067738967277,0.16548726936086783
NGC5985,9.5,292.0,202.5096306351873,6.93,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2,2.1780172568955134,0.020870553389360058,1.9946854586287671e-07,2.0690959131775983,1594.5167924490843,0.48714850018421285,776.7664639601132,0.5128514998157871,0.16437714096564862,0.06857293952663958,0.9698707134928822,0.23707423136307917,497018136.36256665,226.17549500000007,202.5096306351873,0.30647386768771473,0.15717558269798962
NGC5985,10.27,302.0,211.36220239200762,10.4,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2,2.1780172568955134,0.020870553389360058,1.9946854586287671e-07,2.0690959131775983,1594.5167924490843,0.48714850018421285,776.7664639601132,0.5128514998157871,0.16437714096564862,0.06857293952663958,0.9698707134928822,0.23707423136307917,497018136.36256665,226.17549500000007,211.36220239200762,0.30012515764235886,0.1539196372293333
NGC5985,11.08,302.0,219.162633676455,10.3,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2,2.1780172568955134,0.020870553389360058,1.9946854586287671e-07,2.0690959131775983,1594.5167924490843,0.48714850018421285,776.7664639601132,0.5128514998157871,0.16437714096564862,0.06857293952663958,0.9698707134928822,0.23707423136307917,497018136.36256665,226.17549500000007,219.162633676455,0.2742959149786259,0.1406730713901319
NGC5985,11.82,304.0,222.8105006502162,10.4,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2,2.1780172568955134,0.020870553389360058,1.9946854586287671e-07,2.0690959131775983,1594.5167924490843,0.48714850018421285,776.7664639601132,0.5128514998157871,0.16437714096564862,0.06857293952663958,0.9698707134928822,0.23707423136307917,497018136.36256665,226.17549500000007,222.8105006502162,0.26707072154534145,0.13696762010141283
NGC5985,13.39,305.0,227.93530244347846,10.1,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,3,2.145221224607167,0.02000324131609421,1.9830109745789354e-08,0.19049528143115255,4824.334476117789,0.5621725823402072,2712.1085705120277,0.43782741765979283,0.15242237754390076,0.3199873174888031,0.9422776295341843,0.47746977717782046,480240442.70134723,395.53559999999993,227.93530244347846,0.2526711395295788,0.1106263525373927
NGC5985,14.1,300.0,229.88370298914188,8.78,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,3,2.145221224607167,0.02000324131609421,1.9830109745789354e-08,0.19049528143115255,4824.334476117789,0.5621725823402072,2712.1085705120277,0.43782741765979283,0.15242237754390076,0.3199873174888031,0.9422776295341843,0.47746977717782046,480240442.70134723,395.53559999999993,229.88370298914188,0.23372099003619373,0.10232945752043687
NGC5985,14.93,295.0,229.79410566853105,9.72,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,3,2.145221224607167,0.02000324131609421,1.9830109745789354e-08,0.19049528143115255,4824.334476117789,0.5621725823402072,2712.1085705120277,0.43782741765979283,0.15242237754390076,0.3199873174888031,0.9422776295341843,0.47746977717782046,480240442.70134723,395.53559999999993,229.79410566853105,0.2210369299371829,0.09677602824184535
NGC5985,15.64,294.0,228.80087434273497,5.32,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,3,2.145221224607167,0.02000324131609421,1.9830109745789354e-08,0.19049528143115255,4824.334476117789,0.5621725823402072,2712.1085705120277,0.43782741765979283,0.15242237754390076,0.3199873174888031,0.9422776295341843,0.47746977717782046,480240442.70134723,395.53559999999993,228.80087434273497,0.22176573352811235,0.09709511843604317
NGC5985,16.35,290.0,228.586548379383,5.32,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,3,2.145221224607167,0.02000324131609421,1.9830109745789354e-08,0.19049528143115255,4824.334476117789,0.5621725823402072,2712.1085705120277,0.43782741765979283,0.15242237754390076,0.3199873174888031,0.9422776295341843,0.47746977717782046,480240442.70134723,395.53559999999993,228.586548379383,0.2117705228297138,0.09271894114699779
