galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC4157,1.74,96.4,148.01974530446944,12.1,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,1,2.3734701726098,0.1254597241737856,0.36475497355531994,6626109.063666444,6979336.1588547975,0.7821560390651231,5458929.925313859,0.2178439609348769,1.0,0.0,0.9126313201983571,1.0,144794821.28227997,326.246592,148.01974530446944,0.5354745363534174,0.11664989397899517
NGC4157,3.5,157.0,223.45501605468607,10.5,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,1,2.3734701726098,0.1254597241737856,0.36475497355531994,6626109.063666444,6979336.1588547975,0.7821560390651231,5458929.925313859,0.2178439609348769,1.0,0.0,0.9126313201983571,1.0,144794821.28227997,326.246592,223.45501605468607,0.423280357036217,0.0922090695626984
NGC4157,5.24,192.0,242.04169165662347,8.4,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,1,2.3734701726098,0.1254597241737856,0.36475497355531994,6626109.063666444,6979336.1588547975,0.7821560390651231,5458929.925313859,0.2178439609348769,1.0,0.0,0.9126313201983571,1.0,144794821.28227997,326.246592,242.04169165662347,0.2606338107115806,0.056777501678961666
NGC4157,8.72,201.0,254.82678999665637,7.3,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,2,2.2480104484360144,0.10069780356274993,0.08188549206329566,1326406.3884203243,3086909.4476116565,0.7726420809467366,2385076.1392968115,0.22735791905326339,0.6319856070925185,0.48333651365288705,1.0,0.7717429717602852,160860585.10627592,844.5563279999999,254.82678999665637,0.26779497510774314,0.06088530827341695
NGC4157,10.47,194.0,236.26904007931296,6.4,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,2,2.2480104484360144,0.10069780356274993,0.08188549206329566,1326406.3884203243,3086909.4476116565,0.7726420809467366,2385076.1392968115,0.22735791905326339,0.6319856070925185,0.48333651365288705,1.0,0.7717429717602852,160860585.10627592,844.5563279999999,236.26904007931296,0.21788164989336575,0.04953711851964732
NGC4157,12.19,190.0,216.51426142404569,6.0,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,2,2.2480104484360144,0.10069780356274993,0.08188549206329566,1326406.3884203243,3086909.4476116565,0.7726420809467366,2385076.1392968115,0.22735791905326339,0.6319856070925185,0.48333651365288705,1.0,0.7717429717602852,160860585.10627592,844.5563279999999,216.51426142404569,0.13954874433708256,0.03172751211897496
NGC4157,15.68,184.0,187.18058499748312,6.4,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,3,2.1720745654843,0.0670552054901512,0.007518565024227635,47485.31344384939,860710.958003181,0.5610028227893978,482861.2770455514,0.43899717721060216,0.13198560709251847,0.7758812738836303,0.5555572223336058,0.4143905087070277,94187192.38454579,1363.3658639999996,187.18058499748312,0.017285788029799583,0.007588412150942833
NGC4157,17.42,182.0,178.4644572456936,7.3,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,3,2.1720745654843,0.0670552054901512,0.007518565024227635,47485.31344384939,860710.958003181,0.5610028227893978,482861.2770455514,0.43899717721060216,0.13198560709251847,0.7758812738836303,0.5555572223336058,0.4143905087070277,94187192.38454579,1363.3658639999996,178.4644572456936,0.019426059089595556,0.00852798510465881
NGC4157,19.16,181.0,169.2039024372665,6.6,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,3,2.1720745654843,0.0670552054901512,0.007518565024227635,47485.31344384939,860710.958003181,0.5610028227893978,482861.2770455514,0.43899717721060216,0.13198560709251847,0.7758812738836303,0.5555572223336058,0.4143905087070277,94187192.38454579,1363.3658639999996,169.2039024372665,0.06517180973885915,0.028610240509065597
NGC4157,22.65,185.0,155.37222821341015,6.5,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,4,2.113900037455712,0.058174528028588135,0.0013110529190135428,3679.3469061128017,195730.07886814358,0.4240493561883223,82999.21393072583,0.5759506438116777,0.0,1.0,0.0,0.0,48241149.393726125,2597.0293439999996,155.37222821341015,0.1601501177653505,0.09223856343346963
