galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC0100,0.23,6.81,9.708166665236027,8.19,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,1,2.7361591671897876,0.27465116065773865,0.4232249963251689,2203377.2412100662,6940981.291248361,0.7364494830114485,5111682.083531992,0.2635505169885515,1.0,0.8351691894610935,0.0,0.7893867668526081,18955537.805574536,8.502312,9.708166665236027,0.4255751343958924,0.11216054668750972
NGC0100,0.69,20.0,23.848224252551802,4.09,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,1,2.7361591671897876,0.27465116065773865,0.4232249963251689,2203377.2412100662,6940981.291248361,0.7364494830114485,5111682.083531992,0.2635505169885515,1.0,0.8351691894610935,0.0,0.7893867668526081,18955537.805574536,8.502312,23.848224252551802,0.1924112126275901,0.05071007456239547
NGC0100,1.15,33.0,34.888313229504234,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,1,2.7361591671897876,0.27465116065773865,0.4232249963251689,2203377.2412100662,6940981.291248361,0.7364494830114485,5111682.083531992,0.2635505169885515,1.0,0.8351691894610935,0.0,0.7893867668526081,18955537.805574536,8.502312,34.888313229504234,0.05722161301527983,0.015080785693095825
NGC0100,2.05,49.9,46.864233696925,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2,2.461508006532049,0.2103450818445718,0.8327727344370564,11582470.357646946,12683895.849880569,0.7358302600094171,9333194.381149985,0.2641697399905829,0.7195928110042856,0.0,1.0,1.0,66121445.26683974,25.7415465,46.864233696925,0.06083700006162326,0.016071294488086092
NGC0100,2.51,55.5,50.432261499956546,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2,2.461508006532049,0.2103450818445718,0.8327727344370564,11582470.357646946,12683895.849880569,0.7358302600094171,9333194.381149985,0.2641697399905829,0.7195928110042856,0.0,1.0,1.0,66121445.26683974,25.7415465,50.432261499956546,0.09131060360438656,0.02412149841255398
NGC0100,2.97,61.9,53.637107490989855,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2,2.461508006532049,0.2103450818445718,0.8327727344370564,11582470.357646946,12683895.849880569,0.7358302600094171,9333194.381149985,0.2641697399905829,0.7195928110042856,0.0,1.0,1.0,66121445.26683974,25.7415465,53.637107490989855,0.13348776266575352,0.03526342755533675
NGC0100,3.88,73.1,56.365657097207695,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,3,2.315469003500644,0.08706354766721658,0.12009192524658932,591629.1137108267,5067558.675465132,0.6515533814655294,3301784.9907742864,0.3484466185344705,0.1820226606894579,0.6170335392313588,0.8753369107757891,0.6794901897247267,56584745.922046766,59.891286,56.365657097207695,0.22892397951836252,0.07976778656462781
NGC0100,4.34,76.1,55.843868956224725,3.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,3,2.315469003500644,0.08706354766721658,0.12009192524658932,591629.1137108267,5067558.675465132,0.6515533814655294,3301784.9907742864,0.3484466185344705,0.1820226606894579,0.6170335392313588,0.8753369107757891,0.6794901897247267,56584745.922046766,59.891286,55.843868956224725,0.2661778060942874,0.09274875646247842
NGC0100,4.79,77.8,55.34125766550666,5.34,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,3,2.315469003500644,0.08706354766721658,0.12009192524658932,591629.1137108267,5067558.675465132,0.6515533814655294,3301784.9907742864,0.3484466185344705,0.1820226606894579,0.6170335392313588,0.8753369107757891,0.6794901897247267,56584745.922046766,59.891286,55.34125766550666,0.28867278064901464,0.10058705428009208
NGC0100,5.24,79.0,54.778101463997444,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,3,2.315469003500644,0.08706354766721658,0.12009192524658932,591629.1137108267,5067558.675465132,0.6515533814655294,3301784.9907742864,0.3484466185344705,0.1820226606894579,0.6170335392313588,0.8753369107757891,0.6794901897247267,56584745.922046766,59.891286,54.778101463997444,0.3066063105823108,0.10683593214373584
