galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
UGC12506,0.82,107.0,33.69309127996421,25.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,1,2.106238330533338,0.014775209953330037,2.6667588234231397e-12,7.958669386921046e-06,1.1151409824968341,0.3541872691106732,0.3949687392639467,0.6458127308893268,0.0,0.24271585534965434,0.0,0.0,201986834.18789086,67.77792,33.69309127996421,0.6851112964489326,0.4424535973228123
UGC12506,2.46,159.0,82.91915641153135,26.5,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,1,2.106238330533338,0.014775209953330037,2.6667588234231397e-12,7.958669386921046e-06,1.1151409824968341,0.3541872691106732,0.3949687392639467,0.6458127308893268,0.0,0.24271585534965434,0.0,0.0,201986834.18789086,67.77792,82.91915641153135,0.478495871625589,0.30901872557379034
UGC12506,4.1,194.0,112.13798330628208,13.9,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,1,2.106238330533338,0.014775209953330037,2.6667588234231397e-12,7.958669386921046e-06,1.1151409824968341,0.3541872691106732,0.3949687392639467,0.6458127308893268,0.0,0.24271585534965434,0.0,0.0,201986834.18789086,67.77792,112.13798330628208,0.42196915821504083,0.2725130544179259
UGC12506,5.74,198.0,128.90390994845734,14.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,1,2.106238330533338,0.014775209953330037,2.6667588234231397e-12,7.958669386921046e-06,1.1151409824968341,0.3541872691106732,0.3949687392639467,0.6458127308893268,0.0,0.24271585534965434,0.0,0.0,201986834.18789086,67.77792,128.90390994845734,0.348970151775468,0.22536936671697783
UGC12506,7.38,211.0,141.22226594981402,13.2,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,1,2.106238330533338,0.014775209953330037,2.6667588234231397e-12,7.958669386921046e-06,1.1151409824968341,0.3541872691106732,0.3949687392639467,0.6458127308893268,0.0,0.24271585534965434,0.0,0.0,201986834.18789086,67.77792,141.22226594981402,0.330700161375289,0.21357037432331646
UGC12506,10.65,230.0,169.21796240352265,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,2,2.121013540486668,0.02502180792201658,2.6428281072878414e-07,3.5341047088049335,3.6978620876921013,0.651750437399626,2.410083233096821,0.34824956260037404,0.6285643626454427,0.0,1.0,0.6263012148590874,534431206.7453177,203.19600000000003,169.21796240352265,0.2642697286803363,0.09203181742144664
UGC12506,12.29,239.0,175.92891888487236,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,2,2.121013540486668,0.02502180792201658,2.6428281072878414e-07,3.5341047088049335,3.6978620876921013,0.651750437399626,2.410083233096821,0.34824956260037404,0.6285643626454427,0.0,1.0,0.6263012148590874,534431206.7453177,203.19600000000003,175.92891888487236,0.26389573688337925,0.09190157494174021
UGC12506,13.93,237.0,177.92775640691926,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,2,2.121013540486668,0.02502180792201658,2.6428281072878414e-07,3.5341047088049335,3.6978620876921013,0.651750437399626,2.410083233096821,0.34824956260037404,0.6285643626454427,0.0,1.0,0.6263012148590874,534431206.7453177,203.19600000000003,177.92775640691926,0.2492499729665854,0.08680119406376842
UGC12506,15.57,240.0,180.6274710557616,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,2,2.121013540486668,0.02502180792201658,2.6428281072878414e-07,3.5341047088049335,3.6978620876921013,0.651750437399626,2.410083233096821,0.34824956260037404,0.6285643626454427,0.0,1.0,0.6263012148590874,534431206.7453177,203.19600000000003,180.6274710557616,0.24738553726766005,0.08615190514712115
UGC12506,17.21,245.0,182.46059574604047,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,2,2.121013540486668,0.02502180792201658,2.6428281072878414e-07,3.5341047088049335,3.6978620876921013,0.651750437399626,2.410083233096821,0.34824956260037404,0.6285643626454427,0.0,1.0,0.6263012148590874,534431206.7453177,203.19600000000003,182.46059574604047,0.25526287450595725,0.08889518439481378
UGC12506,20.49,248.0,178.51256202295679,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,3,2.085745134595965,0.020369547971305524,1.4715214247031585e-09,0.01198317878859462,1.564243345253463,0.5594764389142266,0.8751572963976846,0.4405235610857734,0.34317746450460956,0.579362413774127,0.7016633323084366,0.15111701599608074,399782756.29640204,419.5483320000001,178.51256202295679,0.2801912821654968,0.12343086140473342
UGC12506,22.13,250.0,175.417465778069,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,3,2.085745134595965,0.020369547971305524,1.4715214247031585e-09,0.01198317878859462,1.564243345253463,0.5594764389142266,0.8751572963976846,0.4405235610857734,0.34317746450460956,0.579362413774127,0.7016633323084366,0.15111701599608074,399782756.29640204,419.5483320000001,175.417465778069,0.29833013688772403,0.13142145428098642
UGC12506,23.77,255.0,171.61761040173005,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,3,2.085745134595965,0.020369547971305524,1.4715214247031585e-09,0.01198317878859462,1.564243345253463,0.5594764389142266,0.8751572963976846,0.4405235610857734,0.34317746450460956,0.579362413774127,0.7016633323084366,0.15111701599608074,399782756.29640204,419.5483320000001,171.61761040173005,0.3269897631304704,0.14404669489282834
UGC12506,25.41,244.0,167.436175899953,14.9,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,3,2.085745134595965,0.020369547971305524,1.4715214247031585e-09,0.01198317878859462,1.564243345253463,0.5594764389142266,0.8751572963976846,0.4405235610857734,0.34317746450460956,0.579362413774127,0.7016633323084366,0.15111701599608074,399782756.29640204,419.5483320000001,167.436175899953,0.3137861643444549,0.138230198536465
UGC12506,27.05,244.0,164.22317010702233,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,3,2.085745134595965,0.020369547971305524,1.4715214247031585e-09,0.01198317878859462,1.564243345253463,0.5594764389142266,0.8751572963976846,0.4405235610857734,0.34317746450460956,0.579362413774127,0.7016633323084366,0.15111701599608074,399782756.29640204,419.5483320000001,164.22317010702233,0.3269542208728593,0.14403103769093648
UGC12506,28.68,249.0,162.0728740412781,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,3,2.085745134595965,0.020369547971305524,1.4715214247031585e-09,0.01198317878859462,1.564243345253463,0.5594764389142266,0.8751572963976846,0.4405235610857734,0.34317746450460956,0.579362413774127,0.7016633323084366,0.15111701599608074,399782756.29640204,419.5483320000001,162.0728740412781,0.3491049235290036,0.15378894410557326
UGC12506,31.96,249.0,158.29657766357425,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,4,2.0912158246478727,0.018273744557341765,1.9267276440869522e-10,0.0017226724016498204,2.246813998175888,0.5822109975164873,1.308119819111991,0.4177890024835127,0.21461310185916685,0.48949409924622334,0.909276319579001,0.3363506127913953,489277019.05815303,388.37299200000024,158.29657766357425,0.36427077243544476,0.1521883226497031
UGC12506,33.6,244.0,154.95305514897083,12.9,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,4,2.0912158246478727,0.018273744557341765,1.9267276440869522e-10,0.0017226724016498204,2.246813998175888,0.5822109975164873,1.308119819111991,0.4177890024835127,0.21461310185916685,0.48949409924622334,0.909276319579001,0.3363506127913953,489277019.05815303,388.37299200000024,154.95305514897083,0.3649464952911031,0.15247063222752394
UGC12506,35.24,239.0,151.39043067512557,16.2,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,4,2.0912158246478727,0.018273744557341765,1.9267276440869522e-10,0.0017226724016498204,2.246813998175888,0.5822109975164873,1.308119819111991,0.4177890024835127,0.21461310185916685,0.48949409924622334,0.909276319579001,0.3363506127913953,489277019.05815303,388.37299200000024,151.39043067512557,0.3665672356689307,0.15314775973326125
UGC12506,36.88,238.0,148.93430095179554,18.4,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,4,2.0912158246478727,0.018273744557341765,1.9267276440869522e-10,0.0017226724016498204,2.246813998175888,0.5822109975164873,1.308119819111991,0.4177890024835127,0.21461310185916685,0.48949409924622334,0.909276319579001,0.3363506127913953,489277019.05815303,388.37299200000024,148.93430095179554,0.3742256262529599,0.15634735109599196
UGC12506,40.16,237.0,146.86702999652442,23.0,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,5,2.060139025585097,0.031076799062775606,7.128472120651789e-07,6.47369479257349,6.562837954315021,0.8533402181089997,5.600333571349202,0.14665978189100023,1.0,1.0,0.379574740710179,1.0,292226425.10891795,744.3865800000004,146.86702999652442,0.38030789031002354,0.05577587224429449
UGC12506,41.8,228.0,145.3176358877339,14.0,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,5,2.060139025585097,0.031076799062775606,7.128472120651789e-07,6.47369479257349,6.562837954315021,0.8533402181089997,5.600333571349202,0.14665978189100023,1.0,1.0,0.379574740710179,1.0,292226425.10891795,744.3865800000004,145.3176358877339,0.3626419478608162,0.053184988977794785
UGC12506,43.44,233.0,144.56442508445846,16.9,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,5,2.060139025585097,0.031076799062775606,7.128472120651789e-07,6.47369479257349,6.562837954315021,0.8533402181089997,5.600333571349202,0.14665978189100023,1.0,1.0,0.379574740710179,1.0,292226425.10891795,744.3865800000004,144.56442508445846,0.3795518236718521,0.055664987676045205
UGC12506,45.08,233.0,145.48456034919994,13.7,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,5,2.060139025585097,0.031076799062775606,7.128472120651789e-07,6.47369479257349,6.562837954315021,0.8533402181089997,5.600333571349202,0.14665978189100023,1.0,1.0,0.379574740710179,1.0,292226425.10891795,744.3865800000004,145.48456034919994,0.37560274528240367,0.05508581670077824
UGC12506,46.71,230.0,141.73603987694875,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,5,2.060139025585097,0.031076799062775606,7.128472120651789e-07,6.47369479257349,6.562837954315021,0.8533402181089997,5.600333571349202,0.14665978189100023,1.0,1.0,0.379574740710179,1.0,292226425.10891795,744.3865800000004,141.73603987694875,0.3837563483610924,0.056281622349924516
UGC12506,48.35,226.0,141.77505633925875,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,5,2.060139025585097,0.031076799062775606,7.128472120651789e-07,6.47369479257349,6.562837954315021,0.8533402181089997,5.600333571349202,0.14665978189100023,1.0,1.0,0.379574740710179,1.0,292226425.10891795,744.3865800000004,141.77505633925875,0.3726767418616869,0.0546566896772836
UGC12506,49.99,225.0,142.74005919853053,11.6,1.68,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC12506_structure_enriched.csv,5,2.060139025585097,0.031076799062775606,7.128472120651789e-07,6.47369479257349,6.562837954315021,0.8533402181089997,5.600333571349202,0.14665978189100023,1.0,1.0,0.379574740710179,1.0,292226425.10891795,744.3865800000004,142.74005919853053,0.36559973689541986,0.05361877767248935
