galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
UGCA444,0.12,6.48,2.6,-0.66,2.2,0.0,349.9200000000001,2.296867431960321,4.18313256803968,4.18313256803968,0.6455451493888394
UGCA444,0.19,8.6,2.65,0.47,2.24,0.0,389.2631578947368,2.32810818549743,6.2718918145025695,6.2718918145025695,0.7292897458723918
UGCA444,0.26,10.2,3.03,1.82,2.72,0.0,400.15384615384613,3.342108913726208,6.857891086273791,6.857891086273791,0.6723422633601757
UGCA444,0.33,11.7,3.55,3.08,2.9,0.0,414.81818181818176,4.326216532663725,7.373783467336274,7.373783467336274,0.6302379031911346
UGCA444,0.4,12.7,3.75,4.2,2.92,0.0,403.22499999999997,5.235947422785501,7.464052577214498,7.464052577214498,0.5877206753712203
UGCA444,0.47,14.1,3.43,5.32,3.03,0.0,423.00000000000006,6.263307448521733,7.836692551478267,7.836692551478267,0.5557937979771821
UGCA444,0.55,16.0,3.33,6.65,3.44,0.0,465.45454545454544,7.647797899559359,8.35220210044064,8.35220210044064,0.52201263127754
UGCA444,0.62,18.1,2.66,7.97,3.69,0.0,528.4032258064517,8.961790456000735,9.138209543999267,9.138209543999267,0.5048734554695727
UGCA444,0.69,21.2,3.78,9.25,3.81,0.0,651.3623188405797,10.209756031494745,10.990243968505254,10.990243968505254,0.5184077343634554
UGCA444,0.76,21.6,3.33,10.36,3.95,0.0,613.8947368421053,11.323522446704239,10.276477553295763,10.276477553295763,0.4757628496896186
UGCA444,0.83,23.3,3.09,11.58,4.15,0.0,654.0843373493976,12.561801490943811,10.73819850905619,10.73819850905619,0.4608668888006948
UGCA444,0.9,24.5,3.26,12.39,4.32,0.0,666.9444444444445,13.415368920190952,11.084631079809048,11.084631079809048,0.4524339216248591
UGCA444,0.97,24.4,3.29,13.1,4.46,0.0,613.7731958762886,14.164318716303756,10.235681283696243,10.235681283696243,0.4194951345777149
UGCA444,1.04,25.3,2.78,13.71,4.57,0.0,615.4711538461538,14.808774426707696,10.491225573292304,10.491225573292304,0.4146729475609606
UGCA444,1.11,25.4,2.78,14.22,4.69,0.0,581.2252252252251,15.362226156309157,10.037773843690841,10.037773843690841,0.3951879466020016
UGCA444,1.19,25.9,2.73,14.63,4.81,0.0,563.7058823529411,15.827005185355135,10.072994814644863,10.072994814644863,0.3889187187121569
UGCA444,1.26,26.7,2.67,14.83,4.88,0.0,565.7857142857142,16.076883257891687,10.623116742108312,10.623116742108312,0.397869540902933
UGCA444,1.33,27.1,3.16,15.03,4.95,0.0,552.187969924812,16.327782863720735,10.772217136279266,10.772217136279266,0.39749878731657806
UGCA444,1.4,28.6,3.34,15.13,5.03,0.0,584.2571428571429,16.492905214008374,12.107094785991627,12.107094785991627,0.42332499251718975
UGCA444,1.48,28.9,3.21,15.24,5.09,0.0,564.331081081081,16.671749062455323,12.228250937544676,12.228250937544676,0.4231228698112345
UGCA444,1.55,30.4,4.14,15.34,5.13,0.0,596.2322580645161,16.831102699497166,13.568897300502833,13.568897300502833,0.4463453059375932
UGCA444,1.62,30.8,4.35,15.54,5.17,0.0,585.5802469135803,17.084761908737708,13.715238091262293,13.715238091262293,0.4452999380279965
UGCA444,1.69,30.5,4.56,15.54,5.21,0.0,550.4437869822485,17.155316367055345,13.344683632944655,13.344683632944655,0.4375306109162182
UGCA444,1.75,33.0,4.04,15.54,5.22,0.0,622.2857142857143,17.21308837602963,15.786911623970369,15.786911623970369,0.4783912613324354
UGCA444,1.83,32.1,4.35,15.64,5.25,0.0,563.0655737704918,17.389020265626144,14.710979734373858,14.710979734373858,0.4582859730334535
UGCA444,1.9,32.9,4.36,15.64,5.28,0.0,569.6894736842105,17.463833710929936,15.436166289070062,15.436166289070062,0.46918438568602017
UGCA444,1.97,34.2,4.9,15.64,5.3,0.0,593.7258883248732,17.540663842751492,16.65933615724851,16.65933615724851,0.4871150923172079
UGCA444,2.04,32.6,3.98,15.64,5.31,0.0,520.9607843137255,17.61291416320063,14.98708583679937,14.98708583679937,0.4597265594110236
UGCA444,2.11,33.7,4.73,15.74,5.33,0.0,538.2417061611376,17.77439284407459,15.925607155925412,15.925607155925412,0.47256994527968577
UGCA444,2.19,33.8,4.67,15.64,5.35,0.0,521.6621004566209,17.771218955760446,16.02878104423955,16.02878104423955,0.4742242912496909
UGCA444,2.26,34.9,3.74,15.64,5.36,0.0,538.9424778761063,17.84618800207035,17.05381199792965,17.05381199792965,0.48864790825013327
UGCA444,2.33,36.1,5.47,15.64,5.39,0.0,559.3175965665235,17.932668053890907,18.167331946109094,18.167331946109094,0.5032501924129943
UGCA444,2.4,37.2,5.39,15.24,5.42,0.0,576.6000000000001,17.679206441709738,19.520793558290265,19.520793558290265,0.5247525150078027
UGCA444,2.48,37.6,7.1,14.73,5.5,0.0,570.0645161290323,17.37144256810608,20.228557431893922,20.228557431893922,0.537993548720583
UGCA444,2.55,35.6,4.73,14.22,5.46,0.0,497.00392156862756,17.01747458689669,18.582525413103312,18.582525413103312,0.5219810509298682
UGCA444,2.62,38.3,7.78,13.81,5.25,0.0,559.8816793893129,16.702536150879865,21.597463849120132,21.597463849120132,0.5639024503686719
