galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
NGC5033,0.76,206.0,16.0,2.44,95.41,277.3,55836.84210526316,293.26491726764726,-87.26491726764726,87.26491726764726,-0.4236161032410061
NGC5033,2.28,214.0,10.0,5.15,214.07,218.08,20085.964912280702,305.63274333748996,-91.63274333748996,91.63274333748996,-0.42819038942752313
NGC5033,3.8,222.0,8.0,8.48,237.47,168.95,12969.473684210527,291.5613379719609,-69.56133797196088,69.56133797196088,-0.313339360234058
NGC5033,5.33,224.0,8.0,16.65,222.81,142.66,9413.88367729831,265.0912940856414,-41.09129408564138,41.09129408564138,-0.18344327716804187
NGC5033,6.85,225.0,8.0,22.4,206.17,125.84,7390.51094890511,242.5768630764278,-17.5768630764278,17.5768630764278,-0.07811939145079022
NGC5033,8.0,222.0,6.0,24.58,191.74,116.44,6160.5,225.66939890024966,-3.6693989002496608,3.6693989002496608,-0.01652882387499847
NGC5033,10.28,220.0,3.0,28.49,177.55,102.72,4708.171206225681,207.81391206548923,12.186087934510766,12.186087934510766,0.05539130879323075
NGC5033,12.56,218.0,2.0,30.21,168.02,92.93,3783.7579617834394,197.06616552508945,20.933834474910554,20.933834474910554,0.09602676364637869
NGC5033,14.91,219.0,2.0,36.41,156.39,85.29,3216.7002012072435,187.64520019209226,31.35479980790774,31.35479980790774,0.14317260186259242
NGC5033,17.15,217.0,2.0,41.69,147.04,79.53,2745.714285714286,181.80134012806707,35.19865987193293,35.19865987193293,0.1622058058614421
NGC5033,19.39,218.0,2.0,45.72,140.32,74.79,2450.954100051573,178.88501498366207,39.114985016337926,39.114985016337926,0.1794265367721923
NGC5033,21.64,220.0,2.0,51.92,136.88,70.8,2236.5988909426987,179.8523962114101,40.14760378858989,40.14760378858989,0.18248910812995406
NGC5033,24.01,222.0,2.0,56.74,130.88,67.21,2052.6447313619324,179.1836033211138,42.81639667888621,42.81639667888621,0.19286665170669462
NGC5033,26.25,218.0,3.0,58.35,124.11,64.28,1810.4380952380952,177.20463350684668,40.795366493153324,40.795366493153324,0.18713470868418955
NGC5033,28.5,217.0,3.0,56.74,118.34,61.69,1652.2456140350878,175.08824796789486,41.91175203210514,41.91175203210514,0.19314171443366424
NGC5033,30.87,207.0,3.0,53.3,113.45,59.28,1388.0466472303206,173.1114224354122,33.88857756458779,33.88857756458779,0.163712935094627
NGC5033,33.12,199.0,3.0,51.34,109.2,57.23,1195.6823671497586,171.6825522189426,27.31744778105741,27.31744778105741,0.137273606939987
NGC5033,35.36,191.0,3.0,48.7,105.32,55.39,1031.7024886877828,170.11451859797614,20.885481402023856,20.885481402023856,0.10934807016766417
NGC5033,37.73,193.0,3.0,46.75,101.61,53.62,987.251523986218,168.97658800896573,24.023411991034266,24.023411991034266,0.1244736372592449
NGC5033,39.98,192.0,3.0,45.26,98.44,52.09,922.0610305152577,168.34608655312383,23.653913446876174,23.653913446876174,0.12319746586914675
NGC5033,42.22,194.0,4.0,43.99,95.58,50.69,891.4258645191852,168.04311463150006,25.95688536849994,25.95688536849994,0.13379837818814402
NGC5033,44.59,196.0,5.0,42.84,92.77,49.32,861.5384615384614,168.0238754797634,27.976124520236596,27.976124520236596,0.14273532918488058
