galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
F579-V1,0.42,35.7,9.1,-1.7,15.39,0.0,3034.5000000000005,15.483607460795433,20.21639253920457,20.21639253920457,0.5662855052998479
F579-V1,1.47,83.3,9.3,-4.3,40.7,0.0,4720.333333333333,43.74094885867519,39.55905114132481,39.55905114132481,0.47489857312514777
F579-V1,2.11,94.2,10.4,-3.8,48.7,0.0,4205.5165876777255,53.68548795209254,40.514512047907466,40.514512047907466,0.4300903614427544
F579-V1,2.84,97.6,9.1,-0.8,53.6,0.0,3354.140845070422,60.65393783990704,36.94606216009296,36.94606216009296,0.3785457188534115
F579-V1,3.9,101.0,9.1,5.9,57.61,0.0,2615.641025641026,67.7113865404171,33.288613459582905,33.288613459582905,0.3295902322730981
F579-V1,4.74,105.0,16.7,10.47,63.1,0.0,2325.9493670886077,75.09552363962011,29.90447636037989,29.90447636037989,0.28480453676552275
F579-V1,5.69,106.0,9.1,13.24,67.96,0.0,1974.6924428822495,81.64091185211058,24.359088147889423,24.359088147889423,0.2298027183763153
F579-V1,6.32,108.0,11.5,14.88,69.85,0.0,1845.5696202531644,84.65684075298883,23.343159247011172,23.343159247011172,0.2161403633982516
F579-V1,7.37,110.0,23.0,17.96,72.36,0.0,1641.7910447761194,89.0593523914877,20.940647608512293,20.940647608512293,0.19036952371374813
F579-V1,8.21,112.0,19.7,20.83,72.55,0.0,1527.8928136419,91.12252956731093,20.877470432689066,20.877470432689066,0.18640598600615238
F579-V1,9.16,113.0,9.1,23.19,73.73,0.0,1393.995633187773,93.97503030615444,19.024969693845563,19.024969693845563,0.1683625636623501
F579-V1,10.85,114.0,9.1,26.37,73.37,0.0,1197.7880184331798,96.67544463878455,17.324555361215445,17.324555361215445,0.15196978387031093
F579-V1,12.21,114.0,9.1,28.32,69.96,0.0,1064.3734643734642,96.29466992368985,17.705330076310148,17.705330076310148,0.155309912950089
F579-V1,15.16,114.0,11.2,33.04,63.57,0.0,857.2559366754617,96.62107660489688,17.378923395103115,17.378923395103115,0.15244669644827294
