galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC7793,SPARC,0.11,9.1,8.5,0.65,27.23,0,27.23775688
NGC7793,SPARC,0.14,17.6,7.4,0.65,29.91,0,29.91706202
NGC7793,SPARC,0.17,19.3,7.4,0.65,32.32,0,32.32653554
NGC7793,SPARC,0.21,24.8,6.4,0.65,35.62,0,35.62593016
NGC7793,SPARC,0.24,30,7.2,0.74,37.98,0,37.98720837
NGC7793,SPARC,0.28,35,7.3,0.9,40.67,0,40.67995698
NGC7793,SPARC,0.32,38.3,7.6,1.05,43.2,0,43.21275853
NGC7793,SPARC,0.35,42.7,8.8,1.21,45.04,0,45.0562504
NGC7793,SPARC,0.39,47,5.3,1.36,47.33,0,47.34953537
NGC7793,SPARC,0.42,49.8,5.6,1.52,48.89,0,48.91362285
NGC7793,SPARC,0.46,52.2,6.2,1.67,51,0,51.02733483
NGC7793,SPARC,0.49,53.4,6.3,1.83,52.6,0,52.63182402
NGC7793,SPARC,0.53,54.6,5.9,1.99,54.8,0,54.8361204
NGC7793,SPARC,0.56,55.5,6.9,2.12,56.23,0,56.26995024
NGC7793,SPARC,0.6,55.9,7.5,2.23,57.57,0,57.61317384
NGC7793,SPARC,0.63,58.3,7.4,2.35,58.53,0,58.57715766
NGC7793,SPARC,0.66,59.3,6.3,2.47,59.59,0,59.64116867
NGC7793,SPARC,0.7,59.5,6.7,2.59,61.08,0,61.13488775
NGC7793,SPARC,0.87,59.1,5.1,3.18,66.09,0,66.16646054
NGC7793,SPARC,1.05,62.6,5.5,3.96,69.65,0,69.76248347
NGC7793,SPARC,1.22,65.6,4.8,5.5,72.34,0,72.54878083
NGC7793,SPARC,1.4,70.7,4.6,7.05,75.45,0,75.77865795
NGC7793,SPARC,1.57,73.9,4,8.58,78.94,0,79.40491169
NGC7793,SPARC,1.75,78.5,4.2,10.09,82.71,0,83.32317925
NGC7793,SPARC,1.92,82.4,4.6,11.55,87.55,0,88.30857829
NGC7793,SPARC,2.1,87.1,4.9,13.06,92.38,0,93.29859592
NGC7793,SPARC,2.27,89.6,5.4,14.78,95.96,0,97.09155473
NGC7793,SPARC,2.45,94.9,5.7,16.4,96.45,0,97.83436257
NGC7793,SPARC,2.62,98.1,5,18.13,95.98,0,97.6773121
NGC7793,SPARC,2.79,99.3,5.7,20.29,96.23,0,98.34580316
NGC7793,SPARC,2.97,98.6,7.2,22.34,96.64,0,99.18853361
NGC7793,SPARC,3.16,101,8.7,24.5,96.45,0,99.51307703
NGC7793,SPARC,3.33,103,9.4,26.22,95.51,0,99.04366966
NGC7793,SPARC,3.51,107,9.1,27.95,94.38,0,98.43163567
NGC7793,SPARC,3.68,114,7.4,29.68,93.3,0,97.90706001
NGC7793,SPARC,3.85,112,8.1,29.78,92.28,0,96.96621473
NGC7793,SPARC,4.03,114,7.6,30,91.15,0,95.96000469
NGC7793,SPARC,4.2,116,7.2,30.11,89.82,0,94.73248915
NGC7793,SPARC,4.38,114,7.8,30.65,88.18,0,93.35488686
NGC7793,SPARC,4.73,114,11.4,31.83,85.52,0,91.25140711
NGC7793,SPARC,5.25,109,9.9,33.35,82.4,0,88.89309591
NGC7793,SPARC,5.78,107,12.6,34.64,77.56,0,84.94400038
NGC7793,SPARC,6.3,105,12.5,34.75,74.17,0,81.90696796
NGC7793,SPARC,6.82,101,5.2,33.99,71.94,0,79.56559369
NGC7793,SPARC,7.35,94.5,4.6,32.7,69.09,0,76.43767461
NGC7793,SPARC,7.87,90.8,6.1,30.97,66.92,0,73.73891306
