galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC4088,SPARC,1.74,84.9,11.3,0,137.12,0,137.12
NGC4088,SPARC,3.5,136,9.9,0,180.27,0,180.27
NGC4088,SPARC,5.24,162,8,16.92,240.94,0,241.5333724
NGC4088,SPARC,6.98,179,6.5,31.57,264.14,0,266.0199325
NGC4088,SPARC,8.72,182,6.1,42.24,243.55,0,247.1858008
NGC4088,SPARC,10.47,179,7,48.71,230.28,0,235.3753226
NGC4088,SPARC,12.19,174,6.2,53.67,219.07,0,225.5485176
NGC4088,SPARC,13.94,171,7.2,54.74,199.15,0,206.5361714
NGC4088,SPARC,15.68,168,6.1,54.64,184.18,0,192.1140338
NGC4088,SPARC,17.42,165,5.6,53.77,172.93,0,181.0966532
NGC4088,SPARC,19.28,171,8.6,52.37,162.7,0,170.9207621
NGC4088,SPARC,21.48,174,7.6,50.22,152.44,0,160.4992274
