galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC5033,SPARC,0.76,206,16,2.44,95.41,277.3,293.2649173
NGC5033,SPARC,2.28,214,10,5.15,214.07,218.08,305.6327433
NGC5033,SPARC,3.8,222,8,8.48,237.47,168.95,291.561338
NGC5033,SPARC,5.33,224,8,16.65,222.81,142.66,265.0912941
NGC5033,SPARC,6.85,225,8,22.4,206.17,125.84,242.5768631
NGC5033,SPARC,8,222,6,24.58,191.74,116.44,225.6693989
NGC5033,SPARC,10.28,220,3,28.49,177.55,102.72,207.0919627
NGC5033,SPARC,12.56,218,2,30.21,168.02,92.93,194.3691061
NGC5033,SPARC,14.91,219,2,36.41,156.39,85.29,181.8183277
NGC5033,SPARC,17.15,217,2,41.69,147.04,79.53,172.289984
NGC5033,SPARC,19.39,218,2,45.72,140.32,74.79,165.4495842
NGC5033,SPARC,21.64,220,2,51.92,136.88,70.8,162.6175292
NGC5033,SPARC,24.01,222,2,56.74,130.88,67.21,157.6901585
NGC5033,SPARC,26.25,218,3,58.35,124.11,64.28,151.4593444
NGC5033,SPARC,28.5,217,3,56.74,118.34,61.69,145.0153071
NGC5033,SPARC,30.87,207,3,53.3,113.45,59.28,138.657531
NGC5033,SPARC,33.12,199,3,51.34,109.2,57.23,133.5503969
NGC5033,SPARC,35.36,191,3,48.7,105.32,55.39,128.5769983
NGC5033,SPARC,37.73,193,3,46.75,101.61,53.62,124.0373291
NGC5033,SPARC,39.98,192,3,45.26,98.44,52.09,120.2175915
NGC5033,SPARC,42.22,194,4,43.99,95.58,50.69,116.7909782
NGC5033,SPARC,44.59,196,5,42.84,92.77,49.32,113.4636545
