galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
ESO116-G012,SPARC,0.25,20.9,3.4,-0.22,17.33,0,17.33
ESO116-G012,SPARC,0.83,40,3.29,-1.8,34.96,0,34.96
ESO116-G012,SPARC,1.38,51.5,2.96,-1.55,51.34,0,51.34
ESO116-G012,SPARC,1.85,67.9,3.45,5.01,61.73,0,61.93297183
ESO116-G012,SPARC,2.68,80.2,2.93,12.54,60.49,0,61.77614183
ESO116-G012,SPARC,3.19,83.3,3.08,16.68,63.17,0,65.33506945
ESO116-G012,SPARC,3.68,91.4,2.83,20.19,65.14,0,68.19718249
ESO116-G012,SPARC,4.13,102,5.4,22.31,66.32,0,69.97198368
ESO116-G012,SPARC,5.23,105,4.21,25.63,64.52,0,69.42425585
ESO116-G012,SPARC,6.05,109,2.1,27.28,60.09,0,65.99247306
ESO116-G012,SPARC,6.81,108,2.1,28.58,55.74,0,62.6399553
ESO116-G012,SPARC,7.56,109,2.1,30.7,53.61,0,61.7780066
ESO116-G012,SPARC,8.32,110,2.1,33.83,51.18,0,61.35031622
ESO116-G012,SPARC,9.09,111,2.33,35.49,49.08,0,60.56720647
ESO116-G012,SPARC,9.86,112,4.74,33.74,46.34,0,57.32175154
