galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC2403,SPARC,0.16,24.5,2.83,0,23.21,0,23.21
NGC2403,SPARC,0.26,35.3,2.46,0,35.33,0,35.33
NGC2403,SPARC,0.36,43.2,1.12,1.92,46.97,0,47.00922569
NGC2403,SPARC,0.46,52,1.25,2.29,56.68,0,56.72624172
NGC2403,SPARC,0.56,60.9,2.93,2.64,63.77,0,63.82462299
NGC2403,SPARC,0.66,65.8,1.25,3,67.56,0,67.62657466
NGC2403,SPARC,0.76,71.7,1.25,3.34,70.83,0,70.90870539
NGC2403,SPARC,0.86,74.6,1.6,3.68,72.8,0,72.89295165
NGC2403,SPARC,0.96,74.6,1.03,4.02,74.87,0,74.97784539
NGC2403,SPARC,1.06,76.6,1.12,4.37,77.12,0,77.24371366
NGC2403,SPARC,1.16,78.5,1.6,4.75,79.47,0,79.61182952
NGC2403,SPARC,1.27,83.4,1.8,5.15,82.18,0,82.34121022
NGC2403,SPARC,1.36,86.4,1.6,5.51,85.19,0,85.36800455
NGC2403,SPARC,1.47,87.4,1.41,5.76,87.94,0,88.12843582
NGC2403,SPARC,1.57,90.3,1.41,5.98,90.77,0,90.96677031
NGC2403,SPARC,1.67,93.3,1.6,6.21,93.98,0,94.18494837
NGC2403,SPARC,1.77,93.3,1.41,6.42,96.86,0,97.07252958
NGC2403,SPARC,1.87,95.2,1.25,6.61,99.21,0,99.42995625
NGC2403,SPARC,1.97,97.2,1.6,6.81,101.42,0,101.6483768
NGC2403,SPARC,2.08,99.1,2.02,7.01,103.79,0,104.0264591
NGC2403,SPARC,2.18,98.2,2.02,7.27,106.07,0,106.3188497
NGC2403,SPARC,2.28,98.2,1.6,7.54,106.73,0,106.9960023
NGC2403,SPARC,2.37,98.2,1,7.81,106.19,0,106.4768153
NGC2403,SPARC,2.47,97.2,1.12,8.25,105.57,0,105.8918665
NGC2403,SPARC,2.57,98.2,1.41,8.77,105.08,0,105.445338
NGC2403,SPARC,2.68,98.2,1.12,9.31,104.39,0,104.8043329
NGC2403,SPARC,2.78,98.2,1.6,9.95,103.8,0,104.2758002
NGC2403,SPARC,2.88,99.1,2.69,10.97,103.16,0,103.7416334
NGC2403,SPARC,2.98,100,2.69,11.96,102.68,0,103.3741941
NGC2403,SPARC,3.08,102,3.16,13.06,102.46,0,103.2889888
NGC2403,SPARC,3.19,101,3.4,14.06,102.29,0,103.2517685
NGC2403,SPARC,3.29,101,3.4,15.05,102.51,0,103.6088925
NGC2403,SPARC,3.39,103,2.93,16.15,102.82,0,104.0806173
NGC2403,SPARC,3.49,107,2.46,17.15,103.06,0,104.4772037
NGC2403,SPARC,3.59,110,2.46,18.14,102.95,0,104.5359369
NGC2403,SPARC,3.69,112,3.4,19.24,103.12,0,104.8995329
NGC2403,SPARC,3.79,114,5.1,20.24,102.93,0,104.9011082
NGC2403,SPARC,3.9,118,5.1,21.03,102.5,0,104.6351322
NGC2403,SPARC,3.99,118,4.85,21.83,101.99,0,104.3000911
NGC2403,SPARC,4.47,118,5.36,25.72,99.49,0,102.7607829
NGC2403,SPARC,4.97,121,2.57,27.81,97.06,0,100.9655372
NGC2403,SPARC,5.47,124,0.22,29.41,94.4,0,98.87521479
NGC2403,SPARC,5.96,125,0.88,30.7,91.13,0,96.16219059
NGC2403,SPARC,6.46,126,0.45,31.7,87.9,0,93.4414255
NGC2403,SPARC,6.96,126,0.55,33.29,84.95,0,91.23993972
NGC2403,SPARC,7.45,126,0.45,34.99,81.98,0,89.13484448
NGC2403,SPARC,7.95,126,0.24,36.58,79.11,0,87.15783671
NGC2403,SPARC,8.45,127,1.45,38.38,76.42,0,85.51631891
NGC2403,SPARC,8.94,128,1.12,39.97,74.09,0,84.18389989
NGC2403,SPARC,9.44,128,1.68,41.47,71.75,0,82.87233193
NGC2403,SPARC,9.94,127,2.56,42.57,69.58,0,81.56948756
NGC2403,SPARC,10.43,127,1.24,43.96,67.61,0,80.64486158
NGC2403,SPARC,10.93,128,0.21,45.06,65.75,0,79.70863253
NGC2403,SPARC,11.43,130,1.13,45.76,64.12,0,78.77405664
NGC2403,SPARC,11.92,130,2.23,46.15,62.55,0,77.7323935
NGC2403,SPARC,12.42,132,2.68,46.65,61.06,0,76.84104437
NGC2403,SPARC,12.92,133,2.68,46.95,59.67,0,75.92635511
NGC2403,SPARC,13.42,133,3.37,46.75,58.37,0,74.78381777
NGC2403,SPARC,13.91,133,3.81,46.25,57.26,0,73.60550319
NGC2403,SPARC,14.41,133,2.56,45.95,56.12,0,72.53176477
NGC2403,SPARC,14.91,134,0.56,45.66,55.05,0,71.52159184
NGC2403,SPARC,15.4,134,0.79,45.26,54.06,0,70.50497287
NGC2403,SPARC,15.9,133,0.67,44.76,53.11,0,69.45595511
NGC2403,SPARC,16.4,134,2.35,44.16,52.26,0,68.41939199
NGC2403,SPARC,16.89,134,4.13,43.36,51.43,0,67.26911996
NGC2403,SPARC,17.39,136,3.91,42.67,50.61,0,66.19743953
NGC2403,SPARC,17.89,136,6.38,41.87,49.84,0,65.09318321
NGC2403,SPARC,18.38,135,8.39,41.07,49.16,0,64.05818059
NGC2403,SPARC,18.88,133,7.83,40.27,48.46,0,63.00828914
NGC2403,SPARC,19.38,134,6.26,39.87,47.78,0,62.22977824
NGC2403,SPARC,19.87,136,5.6,39.87,47.15,0,61.74738375
NGC2403,SPARC,20.37,135,5.24,39.87,46.52,0,61.26766929
NGC2403,SPARC,20.87,134,3.12,39.87,45.97,0,60.85111174
