galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC12632,SPARC,0.71,24.1,7.55,0.75,14.22,0,14.23976475
UGC12632,SPARC,1.42,33.6,5.02,2.55,19.97,0,20.13214842
UGC12632,SPARC,2.14,44.8,3.38,7.39,23.97,0,25.08332115
UGC12632,SPARC,2.85,54.4,2.9,10.7,26.52,0,28.59720965
UGC12632,SPARC,3.55,57.4,2.89,12.26,27.06,0,29.7077633
UGC12632,SPARC,4.26,61.4,3.44,12.02,28.45,0,30.88499474
UGC12632,SPARC,4.97,63.8,3.64,14.16,29.24,0,32.48820094
UGC12632,SPARC,5.69,65.5,3.82,15.95,29.3,0,33.36004347
UGC12632,SPARC,6.4,67.6,3.54,18.56,30.76,0,35.9256343
UGC12632,SPARC,7.11,69.2,2.91,22.61,29.42,0,37.10456171
UGC12632,SPARC,7.82,70.3,2.79,26.3,28.8,0,39.00166663
UGC12632,SPARC,8.52,71.4,2.93,28.44,27.59,0,39.62375172
UGC12632,SPARC,9.25,73.2,3,29.27,27.31,0,40.03209962
UGC12632,SPARC,9.95,73,2.81,30.7,26.87,0,40.79812373
UGC12632,SPARC,10.66,73.1,2.79,31.41,26.73,0,41.24416322
