galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
D564-8,SPARC,0.51,8.54,1.53,3.47,6.36,0,7.245032781
D564-8,SPARC,1.02,15.1,1.41,5.33,8.66,0,10.16880032
D564-8,SPARC,1.53,19.8,1.8,6.34,9.09,0,11.08258544
D564-8,SPARC,2.04,21.9,1.82,6.86,8.75,0,11.11854757
D564-8,SPARC,2.56,24,1.89,7.05,8.17,0,10.79126499
D564-8,SPARC,3.07,25,2.05,7.04,7.65,0,10.39635032
