galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC6015,SPARC,0.34,35.5,2.1,-2.27,41.97,0,41.97
NGC6015,SPARC,0.67,62.4,4.2,-3.73,62.26,0,62.26
NGC6015,SPARC,1,90.7,3.8,-5.02,80.4,0,80.4
NGC6015,SPARC,1.32,104,2,-6.13,86.74,0,86.74
NGC6015,SPARC,1.65,105,2.4,-7.07,92.13,0,92.13
NGC6015,SPARC,1.98,108,2,-7.85,97.94,0,97.94
NGC6015,SPARC,2.31,116,2.3,-8.46,104.95,0,104.95
NGC6015,SPARC,2.63,130,3.3,-8.8,112.27,0,112.27
NGC6015,SPARC,2.96,141,2.2,-8.85,120.94,0,120.94
NGC6015,SPARC,3.28,146,1.6,-8.55,129.34,0,129.34
NGC6015,SPARC,3.61,150,1.4,-7.82,137.29,0,137.29
NGC6015,SPARC,3.94,152,1.1,-6.39,143.65,0,143.65
NGC6015,SPARC,4.27,155,1.3,-3.64,148.22,0,148.22
NGC6015,SPARC,4.6,152,1.8,4.74,149.97,0,150.0448883
NGC6015,SPARC,4.94,150,2.4,8.31,149.81,0,150.0403019
NGC6015,SPARC,5.3,147,5.5,11.17,147.82,0,148.2414291
NGC6015,SPARC,5.63,145,3.8,13.71,145.9,0,146.5427381
NGC6015,SPARC,5.96,152,4.1,15.93,145.72,0,146.5881417
NGC6015,SPARC,6.27,149,1.4,18.03,145.22,0,146.33499
NGC6015,SPARC,8.24,149,4,27.98,136.77,0,139.602698
NGC6015,SPARC,10.3,146,4,36.61,123.8,0,129.0996983
NGC6015,SPARC,11.13,149,3.2,39.92,119.88,0,126.3519719
NGC6015,SPARC,11.95,152,2.8,43.13,116.47,0,124.1992665
NGC6015,SPARC,12.72,153,2.4,45.67,112.55,0,121.4629631
NGC6015,SPARC,13.58,156,2.2,47.33,108.33,0,118.2180942
NGC6015,SPARC,14.43,158,2.8,48.11,104.74,0,115.2607466
NGC6015,SPARC,15.29,158,3.1,48.44,101.4,0,112.3761256
NGC6015,SPARC,16.02,159,3.8,48.44,98.71,0,109.9549803
NGC6015,SPARC,16.88,161,3.6,48.11,95.6,0,107.0230447
NGC6015,SPARC,17.73,163,4,47.66,92.8,0,104.3231307
NGC6015,SPARC,18.59,162,4.8,47,90.22,0,101.7283068
NGC6015,SPARC,19.32,164,5.7,46.67,88.2,0,99.78641641
NGC6015,SPARC,20.18,165,7,46.56,85.97,0,97.76847396
NGC6015,SPARC,21.04,166,6.3,46.12,83.92,0,95.75813699
NGC6015,SPARC,21.89,163,7,45.56,82.02,0,93.82427191
NGC6015,SPARC,22.63,159,8.5,45.34,80.48,0,92.37286398
NGC6015,SPARC,23.48,155,9.1,45.12,78.82,0,90.82073992
NGC6015,SPARC,24.34,154,8,44.68,77.25,0,89.24048913
NGC6015,SPARC,25.19,149,5.4,44.57,75.79,0,87.92388185
NGC6015,SPARC,25.93,153,3.1,46.56,74.58,0,87.92047543
NGC6015,SPARC,26.78,156,3,42.58,73.28,0,84.75266839
NGC6015,SPARC,27.64,151,9.4,40.7,72.03,0,82.73337235
NGC6015,SPARC,28.37,158,7.7,39.26,71.03,0,81.15792321
NGC6015,SPARC,29.23,152,3.4,38.26,69.88,0,79.66832495
