galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC12732,SPARC,0.96,34.2,3.32,1.81,20.68,0,20.75905826
UGC12732,SPARC,1.92,49.5,4.6,-7.24,30.32,0,30.32
UGC12732,SPARC,2.88,59.9,4.38,-2.56,33.18,0,33.18
UGC12732,SPARC,3.84,65.3,4.31,8.12,35.24,0,36.16340692
UGC12732,SPARC,4.8,69.8,3.83,11.3,34.72,0,36.51257865
UGC12732,SPARC,5.76,73.8,3.45,16,34.11,0,37.67614763
UGC12732,SPARC,6.72,76.2,3.24,18.2,34.88,0,39.34278079
UGC12732,SPARC,7.68,79.3,3.19,19.2,33.08,0,38.24822087
UGC12732,SPARC,8.64,80.3,3.31,23.3,31.11,0,38.8680087
UGC12732,SPARC,9.6,81.9,3.69,25.5,29.68,0,39.1299425
UGC12732,SPARC,10.6,84,3.89,27.8,28.19,0,39.59186911
UGC12732,SPARC,11.5,85.6,3.67,31.1,26.95,0,41.15230856
UGC12732,SPARC,12.5,87.9,3.43,35.1,25.7,0,43.50287347
UGC12732,SPARC,13.4,90.8,3.36,38.3,24.69,0,45.56847704
UGC12732,SPARC,14.4,95.5,3.18,41.4,23.69,0,47.69880606
UGC12732,SPARC,15.4,98,3.18,43.4,22.77,0,49.01053866
