galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
F568-1,SPARC,0.44,15.7,9.1,-2.08,12.26,0,12.26
F568-1,SPARC,1.32,44.5,9.1,-5.39,28.49,0,28.49
F568-1,SPARC,2.2,69.4,9.1,-6.26,35.84,0,35.84
F568-1,SPARC,3.08,90,11.4,-3.53,40.15,0,40.15
F568-1,SPARC,3.96,105,9.88,1.83,41.23,0,41.27059244
F568-1,SPARC,4.84,113,16.2,8.4,42.44,0,43.26330547
F568-1,SPARC,5.53,117,24.8,13.64,43.19,0,45.29266718
F568-1,SPARC,7.48,124,9.1,27.27,47.2,0,54.51140156
F568-1,SPARC,8.37,127,9.1,32.13,48.6,0,58.26059474
F568-1,SPARC,9.24,130,9.1,36.26,48.96,0,60.92511141
F568-1,SPARC,10.13,133,9.1,39.77,48.92,0,63.046168
F568-1,SPARC,13.23,142,23.8,47.41,49.96,0,68.87459401
