galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC4217,SPARC,0.87,47.8,8.2,3.06,22.47,153.43,155.0968388
NGC4217,SPARC,1.74,98.9,8.2,12.07,39.91,217.64,221.5979752
NGC4217,SPARC,2.61,146,7.7,14.22,54.38,259.32,265.3417706
NGC4217,SPARC,3.5,164,6.4,13.58,67.47,273.94,282.4530773
NGC4217,SPARC,4.37,174,5.95,15.41,76.15,256.31,267.8266355
NGC4217,SPARC,5.24,175,6,20.15,86.2,236.55,252.5715047
NGC4217,SPARC,6.11,184,6.4,23.71,98.08,219.32,241.4189572
NGC4217,SPARC,6.98,185,6.4,21.44,106.18,205.28,232.107183
NGC4217,SPARC,7.85,188,6.65,24.46,114.52,193.65,226.3038765
NGC4217,SPARC,8.72,190,7.35,27.91,106.83,183.73,214.3556155
NGC4217,SPARC,9.6,191,6.4,30.71,97.81,175.09,202.8950672
NGC4217,SPARC,10.47,191,5.55,32.87,91.79,167.63,193.9217829
NGC4217,SPARC,11.35,189,5.95,33.95,87.56,161.03,186.4135644
NGC4217,SPARC,12.19,186,6.85,32.87,84.33,155.43,179.862366
NGC4217,SPARC,13.12,183,6.4,32.44,81.01,149.82,173.3811008
NGC4217,SPARC,13.94,179,6.85,31.36,78.12,145.35,167.9666827
NGC4217,SPARC,14.86,177,7.25,30.5,75.23,140.78,162.5078807
NGC4217,SPARC,15.79,177,8.55,31.36,72.41,136.57,157.727685
NGC4217,SPARC,16.72,178,12,33.41,69.87,132.72,153.6640602
