galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC1003,SPARC,1.25,47,7.6,2.05,56.98,0,57.01686505
NGC1003,SPARC,2.08,59.5,4.5,6.07,64.63,0,64.91441905
NGC1003,SPARC,2.9,71.6,3.7,10.81,74.91,0,75.68595775
NGC1003,SPARC,3.73,77.6,3.1,14.74,77.71,0,79.09558584
NGC1003,SPARC,4.56,83.4,3.6,17,79.57,0,81.36574771
NGC1003,SPARC,5.39,89.7,3.8,19.26,79.39,0,81.69283751
NGC1003,SPARC,6.22,93.8,2.4,21.62,73.38,0,76.49868496
NGC1003,SPARC,7.04,99,3,23.59,69.52,0,73.41334007
NGC1003,SPARC,7.87,103,2.5,27.03,65.95,0,71.27428288
NGC1003,SPARC,8.7,100,2.3,28.5,62.8,0,68.96441111
NGC1003,SPARC,9.54,98.3,2,29.19,59.81,0,66.55292781
NGC1003,SPARC,10.34,98.4,1.7,29.29,56.87,0,63.96953181
NGC1003,SPARC,11.21,94.5,1.8,30.27,54.18,0,62.06243066
NGC1003,SPARC,11.98,94.9,2.4,31.35,52.09,0,60.79630416
NGC1003,SPARC,12.85,95.3,1.6,32.24,49.97,0,59.4677938
NGC1003,SPARC,13.72,96.9,1.8,32.83,48.07,0,58.21111406
NGC1003,SPARC,14.49,97.2,1.3,33.03,46.57,0,57.09418359
NGC1003,SPARC,15.36,100,1.8,33.12,45.03,0,55.89843737
NGC1003,SPARC,16.13,104,2.7,32.83,43.81,0,54.74600442
NGC1003,SPARC,17,104,3.2,33.52,42.53,0,54.15155861
NGC1003,SPARC,17.78,105,3.4,32.34,41.49,0,52.60509196
NGC1003,SPARC,18.65,109,3.9,31.65,40.42,0,51.33711036
NGC1003,SPARC,19.52,110,3.8,29.88,39.42,0,49.46464192
NGC1003,SPARC,20.29,107,3.8,29.39,38.61,0,48.52323361
NGC1003,SPARC,21.16,106,3.8,29,37.75,0,47.60317741
NGC1003,SPARC,21.93,106,4,27.91,37.04,0,46.37811661
NGC1003,SPARC,22.8,108,3.4,27.03,36.29,0,45.25024862
NGC1003,SPARC,23.67,109,3.2,25.65,35.58,0,43.86181597
NGC1003,SPARC,24.44,110,3.3,26.24,34.99,0,43.73600005
NGC1003,SPARC,25.31,110,2.7,25.85,34.35,0,42.99005699
NGC1003,SPARC,26.08,110,2.4,25.26,33.82,0,42.21208358
NGC1003,SPARC,26.95,113,2.5,26.83,33.25,0,42.72483353
NGC1003,SPARC,27.73,114,2.2,30.76,32.76,0,44.93768129
NGC1003,SPARC,28.6,112,1.7,31.75,32.24,0,45.24908949
NGC1003,SPARC,29.47,113,1.8,34.6,31.75,0,46.95979663
NGC1003,SPARC,30.24,115,1.6,37.45,31.33,0,48.82695362
